"" "W070517001156" "W070517001157" "W070517001159" "W070517001160" "W070517001161" "W070517001162" "W070517102034" "W070517102035" "W070517102036" "W070517102037" "W070517102038" "W070517102051"
"MNDA" 1132.5648 366.1312 471.98221 390.56389 185.45548 356.16493 460.95543 902.2931 667.32825 236.90086 360.81998 408.04179
"MOB3B" 1.119833 0.92489 1.466994 0.658688 1.757368 1.178108 0.902025 1.184527 1.174674 1.37665 1.620624 1.149229
"MOCOS" 0.0193087 0.1116409 0.00492774 0.0558388 0.0199452 0.00573232 0.08093062 0.2949163 0.3246206 0.0466319 0.00396932 0.3248003
"MOCS3" 0.296859 0.152667 0.137896 0.281103 0.305053 0.434818 0.300999 0.375623 0.403377 0.621437 0.357095 0.365761
"MORC2" 6.31594 11.141817 4.626777 14.994417 6.029545 8.144267 11.037154 8.554947 6.897281 10.456377 12.6333814 6.518094
"MOSPD2" 58.193381 22.1539393 39.703909 31.39281 22.764423 30.0178113 37.773908 51.286385 43.484595 33.570382 37.172683 35.002285
"MPEG1" 75.6184 48.0293 44.4856 60.0992 41.3839 28.1453 43.406 41.2786 37.8092 39.5784 50.8557 56.8533
"MPHOSPH9" 13.366528 15.610154 8.6711671 26.320838 13.8195343 27.142665 21.4944093 19.508596 23.16193839829 32.6394371 21.954001 17.0150058
"MPI" 14.5274259041849 18.1939718 8.6632521 20.72470308 9.11436668 17.6448977 18.1932472 13.6351211 12.817004 19.3111456 20.9156357 12.65594115
"MPND" 6.6424554 6.0628714 2.947137 5.811548 4.8543465 3.535199 3.9344975 3.674393 3.796567 5.122845 5.130683 4.733261
"MPP6" 4.16311 3.88626 1.8664798 5.083654 4.458806 5.8802273805 8.7649111 6.969059 9.4564499 9.5375844 7.1490861 3.383318
"MPP7" 44.467503 26.103593 38.08067 55.54252 23.064183 35.93249 38.8769241 46.321621 45.955957 31.472742 35.426726 37.81403
"MPV17L2" 5.0156539 3.96233 3.69692 3.82248 3.20438 3.872606 4.144587 4.30274 2.93386 4.5158699 3.95738 3.78271
"MPZL1" 55.3090849 46.592414 22.186733 36.086202 17.0598342 15.4230806 41.484518 47.734857 21.802489 17.836002 36.031722 31.32039359
"MREG" 0.5978185 0.418354 0.90943 0.603772 0.374626 1.597379 1.559854 1.006728 1.588386 0.465038 1.266315 0.54531012
"MRPL38" 3.442719 3.979509 2.6237406 4.1846755 3.4968654 4.9129555 4.7667995 2.9005861 2.1138153 3.8987222 4.900159333705 4.3422301
"MS4A1" 61.959139 112.96828134 132.787438 96.48284515 56.189354 181.54261 260.9166056 147.085954 244.744367 464.088482 332.398871 101.0983094
"MS4A6A" 343.9686833 118.728312 181.466263 206.354092 169.063464 194.891668 303.75659080996 269.9894204 460.046873 245.217235 172.118689 329.604664
"MS4A7" 69.943319 41.7612582 49.185388 55.922796 62.107915 31.592454 27.458177 37.2069157 51.528489 67.798296 37.483037 68.419385
"MSC" 0.1042619 0.122486 0.2471978 0.449266 0.5650696 0.14352152 0.2098674 0.25223 0.1404638 0.152416 0.990311 0.7247
"MSH2" 6.504414 8.155127 6.3640937613 8.275407 4.84387067125 12.6905462679 16.613691 10.232072 12.797179 13.2180737 10.82244658 7.4927240139662
"MSRB1" 133.4285289 86.77696 104.2572206 96.6244543 54.0985088 53.16039 82.20172 145.0219333 86.5676751 52.5422 73.529295 109.0462
"MT1E" 3.150793 0.360612 3.96492 0.796841 1.937541 2.5380934 2.120937 2.24645 5.480915 0.1588883 3.2131395 1.29626
"MTAP" 7.876865 5.8982453 4.9594462 11.3598324 3.8836519 7.8340709 8.37517211 5.5973517 4.6292465 10.6022434 7.26114434 5.8167398
"MTBP" 2.4083931 2.2903749 1.512275 2.344054 2.2359315 3.5932011 4.3626335 1.9799553 3.27645 7.389987 2.802512 2.5715275
"MTG2" 22.689225 20.417813 16.9754354 17.2787751 12.8721862 15.7500978 17.189573 27.180085 13.589364 13.868055 21.2158406 18.903556
"MTHFD1" 25.62669501 34.8951604 14.11598556 36.339916 20.6089848 18.83152681 25.957883 36.1731928 30.95607222 36.3377792 39.2967172 20.6097889
"MTHFSD" 11.5011358 9.1211334 4.915788 7.89211112 6.1774583 5.7550607695865 9.1413974 8.4711609 6.0974858 13.6817681 8.2146329 8.18518909
"MTMR1" 53.074784 40.383851 26.113867 47.625287 20.8110545 30.0987 40.7742196 54.254404 28.171583 47.160373 54.6918881 34.031384
"MTMR10" 77.529668 48.5067089 54.057477 68.168208 30.375634 32.665318 59.216062 71.976939 48.810572 42.988606 56.749029 58.051845
"MTMR11" 8.1964968 4.0609296 5.3356469 5.719144 4.4717413 3.61039260077558 4.3264074 5.6327949 5.9716875 5.064508 4.4153981 5.7036
"MTRNR2L2" 0.901233 1.07175 0 0.893428 0 0 2.5658 1.03712 0 2.44186 2.36562 0
"MTRR" 45.0592100086966 41.667827 31.428908830957 45.2686810055387 30.758985 52.494841 62.1464227 38.624084 46.616897 63.1431080011816 50.481739 38.4764949
"MUC20" 1.5648343 11.846067 2.7570693 6.6666884 2.1469142 2.42973433 5.5488587 5.91687684 3.2954613 17.146464 11.3806704 1.7237925
"MUL1" 2.0725 2.00003 1.74437 1.92308 1.43497 2.01673 1.68562 1.85106 1.25859 1.27372 2.23204 1.90712
"MUM1" 7.9156001 12.6936091 5.51592060159 11.1801748 6.06125132 7.357914 7.46824051 6.4601982053 6.906892 8.28509453 11.982549 5.9937
"MUT" 5.5959 3.26623 3.07407 6.18152 3.54252 6.41616 5.60881 6.81816 5.61469 5.51601 4.87138 4.6016
"MVB12B" 8.487091 5.7154165 2.28495259 5.67094 9.32414 5.3424569 8.7367855 7.6471431 7.7849373 8.9874248 10.98251139 7.286303
"MXD1" 182.00121 125.4511179 122.97253 114.95139 59.35009 67.606553 70.64335 187.6247 99.66013 50.98344 112.59176973 144.03643
"MXRA7" 0.2662108 0.4535537 1.50591 0.5679238 1.2843556626 1.396240485729 0.6771600196546 0.7143974 1.90370011 3.1106781438 2.431015 0.60190061
"MYB" 7.9897739812 3.88525116 4.9892598 6.7991219 4.044477498 5.30801754450125 3.9452683 5.965568 4.945128996677 6.4249751760385 5.23538390886 6.879139518
"MYBBP1A" 4.20577477106445 6.3520682161 3.4433287 7.46234650012824 3.135616662 4.85910711808425 6.15536710018794 4.43165631 3.726646 4.9629718133755 7.90189760317477 4.359512337
"MYBL1" 8.53895 6.209526 9.16864 10.06216963 14.2171807 18.2865258 24.31094 10.09388 27.32927003 17.740771 10.485695 13.6889508
"MYBL2" 1.01014 3.383086 1.245253 0.91895 1.66335 3.389961 1.489198 1.18123 1.306149 1.39618 1.0760509 1.259537
"MYC" 9.0682668566 11.9276116957 3.56119939 12.148614379 3.892630127 9.5495495051 8.41456382771 10.30563114341 5.522828119159 11.1506837038 13.8968550937304 7.1350586425
"MYCL" 2.0387204 1.43415 1.414701 1.4642926 1.7459639 1.3374072 0.947331 0.8275905 1.171632 1.216264 1.219684 1.8907975
"MYEF2" 9.6351137 6.19670207 1.6000897 3.1348064 5.643254 6.24075 6.51214113 4.8930162 4.077126 12.45850501 5.8759706 6.4071630438224
"MYH11" 24.5763794000187 17.3659161 10.9962392 23.43260465 7.20126077 10.9798371 12.6447862 18.898382 11.3897443 10.9963074 18.0055096 18.1358934
"MYH7B" 1.0524819342366 1.04387400079073 1.3171420556447 1.5663499 0.95375850890098 0.96082760324858 0.7508840186936 1.16314620106016 1.03803400011173 0.985553132945 1.2324227 1.19191300440092
"MYL9" 4.59352 4.00851 6.45348 6.81361 3.74684 8.71249 1.371165 3.44513 2.557243 4.18232 6.85689 4.8334
"MYO19" 4.245790601 8.1323679 3.11461892 6.88940919 7.71994524 6.9961719 7.23423262 6.2177664 5.7917285 6.59083926122 7.5178162 6.5916436
"MYO1C" 7.7670981 6.5894113 5.4320391 7.0015005 6.0339625 4.72325338 5.6652716 4.5786475 3.94013500014526 7.5010954 8.0872821 5.01251040536
"MYO1E" 28.03853 14.598289 13.4457514 16.008047 17.022267 23.013039 20.71609 23.12137 27.738576 31.83429 33.86082 36.360176
"MYO5A" 81.18709 62.8223313 53.371422 74.8272876 40.93147 48.0660737 61.170387 76.693496 53.8615139 53.989969 54.4466718 73.174038
"MYO6" 1.550889 1.4551557 1.375432 2.38472805 4.132742192 3.0162546 4.5858165 1.413571 7.8625941 9.4690708 3.6894653 2.0839151617
"MYOF" 12.3863528 5.7624685 7.3196044 10.527495 13.1042618 4.6527714 3.6645624 10.8000593 7.1378947 9.821555 9.3376332 8.8654418
"MZB1" 0.27850428 3.07563 0.839382 0.685647 1.5786228979 6.6282068 1.2840618 1.481237 0.9711031 1.39756 2.2417882 1.81943
"N4BP3" 0.0603267 0.109155 0.0910366 0.0724739 0.0363115 0.0504323 0.0813956 0.100127 0.0483535 0.11623 0.113198 0.0570213
"N6AMT1" 0.5564322 0.9330113 0.36202493 0.6502032 0.4301289 0.6751437 1.09894 0.5437838 0.436317 1.26722900029393 0.6906306 0.1137685
"NAA40" 6.139592 3.837971 2.7774507 6.13670900198559 3.539705 2.9750904 4.3073734 4.122144 4.1299945 9.192024 6.09213039 4.09326127
"NAALADL1" 2.3741914 2.2011929 2.4218527 3.09337486 2.5878118 2.1552538 2.63167352 1.3221186 1.9548073 2.80282734 1.3029198 2.5400502
"NAB2" 1.8960138 0.682529 0.9191706 1.500081 0.5493919 0.7225724 0.7057273 1.376229 0.990638 0.454865 1.207369 0.96743
"NABP2" 4.7665205 3.936777 5.2418166 6.648482 7.1964445 6.92326100034725 6.6984615 4.551996 5.80164 7.61421276596 7.661916 4.77777
"NACC2" 2.290028 2.2174312463 1.901887 2.011256 1.50756198153 1.133473 0.826101 1.1197242227 0.87312897 0.8548709 2.458503 2.39228900369793
"NAIP" 142.044187 40.601597 74.073413 95.512668 51.9060283 44.515482117061 93.7352797 109.81267 100.8810566 53.1201648295 67.963968 102.1316094
"NAMPT" 3345.571926 1495.18290582214 2683.2837498 1949.788049 735.955303 1415.022061 2002.935013 4016.458794 2924.590105 987.808017 1581.1218111 3373.17122
"NARS2" 5.388057 4.347449 3.510374 6.813868 4.355575 6.566201 12.310236 5.670074 6.816651 10.309636 4.826126 5.016704
"NAT1" 3.416797763 2.0273658 2.9589059 2.73319 2.51205 4.61185 5.32114 3.439817 4.840848 6.101305 1.89046 3.912482
"NBPF20" 49.863782 76.533865 41.707826 72.737751 54.074764 66.119015 64.16931 46.756568 50.083064 65.695616 92.892136 52.369278
"NCALD" 1.6280252 2.0802258 2.140861621 1.6589193 1.9035683 3.2979988 2.3368614 2.0034936 2.3045375 2.9830372 1.8760251 2.3817613
"NCAM1" 2.99590454 2.4137197 5.2619029 4.52063880068849 2.27226203542 7.32165197 4.59936958212444 3.39590346106 3.0041223 5.1021025 3.8677942 7.8419846
"NCF1" 2360.116299 1424.033049 1767.90979 1722.16081 1072.89915 795.064235 1173.28613 2034.931539 1699.10646 556.458708 1684.65311 1674.51642
"NCF2" 916.35724 518.11852 580.29393 649.08259 339.71697 327.26825 419.54192 829.64251 473.71991 278.0838 595.55843 697.77991
"NCKAP5L" 1.4626646 1.201989 1.1517499 1.3900276 0.9205449 0.7921519 0.8094338 0.9632986 0.6228143 0.9321091 1.0417566 1.4102198
"NCMAP" 0.00603299 0 0.0156462 0.00744121 0.00617592 0 0.0430225 0.00725653 0 0 0.00718631 0.1055329
"NCR1" 18.54101 15.00878 25.47956 14.76606 16.317135 25.141445 18.80863273591 11.095427 11.35229 23.906629 11.46302 25.3086979350964
"NCR3" 7.6936179 5.407771 4.782121 5.97706 3.901363 6.252266 7.5761307 5.244303 4.97006 6.275574 6.407521 7.495872
"NDC80" 1.40291 1.301258 0.523483 0.889578 0.851153 1.89956 1.82511 2.5978292 1.70138 1.03676 1.575928 0.921015
"NDE1" 258.130853 186.5497096 161.0665314 195.5244655 84.693004 115.210345 118.191449 193.363283 119.807005 129.504728 218.2939302 154.5117663
"NDEL1" 353.929537 206.7769869 176.608592 218.555066 96.1926982 132.32969518742 174.0910574 309.0931803 184.764855 129.5484187 220.8329987 220.747472
"NDRG3" 15.866375 11.151039 7.839749 13.161841 6.452476 9.237753 8.541765 9.4431424 7.57728 10.248897 15.535851 10.652155
"NDUFAF4" 5.331122 3.773533 2.423956 7.60274 4.445178 13.21517 7.389119 6.07689 7.10786 7.69637 5.852026 4.897769
"NDUFAF5" 24.121920894 15.82208518 11.809061 18.402075 14.1721103 20.796948 37.1352198 20.6168832 30.4729245 27.1461385 15.542005 18.353905
"NEIL1" 1.5624905239774 4.077978 2.8699077 2.5361427 3.7054116 4.5105279 3.7351554 2.9791497 2.90536149 3.4793948 3.006056404008 3.5217579
"NELL2" 20.7372591195 49.006662642513 6.774291335299 59.793836931717 15.3168930954 63.49319067758 44.1885567003916 31.4770280605407 30.3152532561012 50.8701690484328 47.641751 20.01115465
"NETO2" 2.816911 1.3619021 0.9675708 1.5281676 1.7105461 0.9138579 2.0796221 2.2703156 2.4149237 2.155325 1.8567485 3.2276899
"NEXN" 9.091502 8.1029062 4.362367 14.790701 7.160768 8.043015 10.49425392 10.567587 7.707906 10.712246 12.035539 12.925632
"NF2" 23.589358 21.908310345385 13.9685102 24.0508518 17.6602399 21.1503864 21.0973369059 20.795407 17.499179887934 27.4793368 30.3494397 20.8638416
"NFAM1" 206.1113 145.9985 150.575 178.0166 89.91161 71.04413 88.28713 189.138 101.10899 61.40664 138.7629 163.7271
"NFATC1" 4.79254394 5.8518192 4.975142 7.1060887 5.1661721 6.524655 4.83400201 4.3012445 3.6538016 5.187149 7.7550768 5.16424373
"NFATC2" 8.527774 11.811398 10.113679 15.6390600023069 13.730248 20.015775 13.1240739 7.90169660815959 10.386509 16.732213945 22.6442434 12.2710099
"NFE2" 62.717628 37.560258 47.83273 52.766417 33.5735536 40.756691 29.48223 42.193728 49.7962 31.558591 47.329998 41.461652
"NFE2L1" 26.348426 28.122531 16.8462813 26.15258332816 17.97137559 16.5591906 11.189243 21.3910917 15.029378 21.5627031 27.4829521 15.3056047
"NFIL3" 15.394 8.52955 10.1615 11.5511 5.69305 9.05149 9.03186 20.8828 12.6494 5.82666 11.1716 14.3195
"NFIX" 37.4928405 50.940058 37.03356141 28.6260588 34.6450042 47.6505538 20.78859652 31.6563156 39.3147521 40.840785 37.2968965 26.4986553
"NFKB2" 17.900371821 11.91934370022 10.563624367 12.7573893853 9.4407860369 10.2611095237 9.3120527228 16.126792 10.04728584911 10.470199519 17.5551480420591 12.8804627
"NFKBIB" 1.728804 1.95115 1.897627 2.2140214 2.080004 2.2823334 0.847304 1.848558 0.9381443 1.2481212 2.191876 1.536864
"NFKBID" 8.5937702 5.7665457 6.4259737 10.199613 6.3187877 6.6215961 5.5929188 6.6853413 6.3595006 6.9926664 8.9831123 9.7965137
"NFKBIE" 2.6721935 1.750552 2.9863380636814 2.3144727 3.097971 2.590988 1.29796 1.9284478 1.655666 1.5869932 2.488761801 2.8686066
"NGRN" 5.8030902 5.0594857 4.042182 6.4353612 4.3403532 5.398487 7.7862042 5.49019024 7.1072482 7.5149414 6.8125746 5.4625395
"NHSL2" 44.90603 29.789511 28.959926 33.667585 16.183763 20.381472 20.9258222 32.288818 23.828804 16.811443 41.5805905 36.796359
"NID1" 2.29102 1.42219 0.634281 1.50107 1.32753 0.510004 0.488391 0.647431 0.390229 0.823207 0.544633 1.27643
"NIP7" 4.214267 4.0257157 2.0836245 5.102013 4.470401 4.781394 6.233857 4.4670368 6.000546 6.1972 4.746525 5.222958
"NIPA1" 2.6597545 3.6691231 3.4070065 4.4941794 3.948865 4.0673656 4.747744 5.5225578 4.1107772 4.632641 2.1201289 3.8419257
"NIPAL2" 5.571604 8.7581924 10.5118861 11.45070195 7.773135 10.574709 11.8532203 2.9252866 10.129243 9.753918 9.0439269 14.303935
"NKG7" 20.234111 13.764607 26.304612 15.165017 41.457305 46.08509 28.830922 17.792292 36.9024 50.62394 31.894639 35.018696
"NLRC4" 11.9843919 7.28107 6.06438 7.857823 6.729575 4.95183000054538 5.360246 8.77433 12.14884 6.835889906 6.848629 9.859598
"NLRP12" 93.59607 67.85679 70.25944 71.4563 36.0216594 39.171553 46.89924 79.85435 48.62273 27.83894 55.216164 81.01644
"NLRP3" 32.0175689302971 17.22099 12.046673 19.2805960003429 19.4042830012898 16.83976 17.0731239 19.3520307 13.5465938253 12.1993839 40.6714141 19.401823
"NME4" 3.1441439 1.5215011 3.139074 4.4721906 2.6213178 2.616794 7.038838 3.448953 3.1758922 3.821443 5.1231216 2.676224
"NME8" 20.09499 10.754411 12.699178 8.971639 10.85916 15.636356 14.699742 19.92961 25.5256 14.378131 14.77229 14.999162
"NMRAL1" 12.339745 11.897628629 10.5327073 13.6297555 10.1933123 10.8256719 11.1374216 7.1814022 8.1832917 13.9369189 11.5685273 9.481838106948
"NMT2" 3.74694 5.8839037 2.736827 5.8728167 2.454073 6.096644 6.9739666 5.2279422 4.503455 5.816647 7.200807 4.445516
"NMUR1" 0.284543 0.190113 0.351057 0.24305 0.507349 0.746939 0.473369 0.206019 0.429076 0.651223 0.404893 0.562811
"NOD2" 46.842578 34.330311 54.0758369 53.026523 36.4161983 44.6061355 20.5866607 93.8160484 39.1279608 33.0103199 71.258324 59.9046365
"NOG" 0.153904 1.2318 0.0748281 0.868482 0.11523 0.641653 0.242153 0.592854 0.268763 0.421749 0.797097 0.310254
"NOL3" 0.3205785 0.2550085 0.433578 0.2548177 0.1669124 0.0733853 0.2169382 0.0609817 0.2360292 0.16339273 0.12283 0.14560621
"NOSIP" 14.0026278 21.3413354 12.1417952 23.683932 9.4008678 23.0486678 22.0293741 22.2632076 14.035617 20.2267351 19.8004575 15.1855555
"NPDC1" 0.415472 0.567341 0.3150791 2.8954701 0.310521 0.6629787 0.5259745 0.4792885 0.7483356 0.4224305 0.620166 0.8346551
"NPIPB11" 227.72426 164.03615 136.56902 166.81109 127.20616 156.98331 223.64093 127.691409 137.857088 177.669 235.01283 156.431764
"NPL" 257.090668 215.13827 166.273332 192.571578 115.020351 98.782744264 102.0305612 256.11893 139.45386 95.1466500178679 162.897332 196.432513
"NPRL2" 8.974311 5.94778616895 5.4094795 12.038954240076 7.1829957 8.3241252158 9.318309 8.0886356 6.5715964 9.6109048 8.073956385 5.53103139
"NPTN" 71.307924 42.696678 47.099059 64.004577 38.711 43.260119 41.009830944022 61.589576 42.12304759184 40.180259 53.05371984932 51.8756937
"NR2F6" 0.222298 0.186229 0.0822268 0.105466 0.172153 0.101327 0.114658 0.0206819 0.0730175 0.0956369 0.165633 0.180541
"NRG1" 5.0017228 4.40010380056093 17.478191247879 8.4230593 4.7193762526 3.5205016 6.9920648 1.5580253 10.02088849 2.407695105345 8.9534565 10.4964527
"NRGN" 3.15303 3.06884 2.72248 3.632286 4.11266 5.18017 0.893369 1.780622 1.543187 1.928689 3.61562 2.81355
"NRIP1" 3.5110618 2.22893499126 2.06162949 3.43755586 2.167204875 2.4412822691 4.23768407 3.96309432 3.911442009 4.862573621 2.58212731864 3.93892
"NRIP2" 1.50429 1.624476 1.008836 2.43609 0.875037 1.528411 1.63898 0.705743 1.301806 0.8776386 1.03177 1.116971
"NSDHL" 4.275944 4.7112 3.877317 5.40354 3.768293 5.80287 3.67121 3.72028 5.16937 5.257521 6.6505584 5.11544
"NT5E" 6.961779 10.1055506 4.9741076 12.2163 4.754937 9.96105 18.935332 10.099706 12.730171 26.2529435 11.38661 8.7284288
"NTHL1" 1.144162 0.9985714 0.6305304 0.8499363 1.0270008 1.710056 1.244654 0.82465 0.724805 1.467722 1.1588412 1.046644
"NUAK2" 11.1532 7.36147 7.44586 9.02645 3.88361 5.91895 4.99908 9.06045 5.43186 4.81083 8.64956 8.03486
"NUDT19" 1.68094 1.33411 1.52964 1.51523 1.30188 1.42305 1.29471 1.41084 1.21634 1.56078 2.23808 1.47809
"NUDT8" 0.0819539 0.0720744 0.100772 0.0916002 0.1585339 0.0809411 0.2723309 0.0321316 0.137199 0 0.0527271 0.1561349
"NUF2" 0.0812651 0.708981 0.106659 0.1425408 0.5959171 1.673661 1.169311 0.4315802 1.010476 1.720241 0.46370830218785 0.2038328
"NUGGC" 0.351531 0.756812 0.332755 1.008204 1.764364 0.921004 0.589026 0.625049 1.034684 1.2313 1.29911 0.427118
"NUP214" 89.4394622 84.7589874 62.304811 95.252994 60.7688586 64.586247 62.0716573 98.6870713 67.398801 67.4123599 108.644253 85.3573301
"NUP88" 33.980928 26.1617151 22.601392 30.1078242 22.36464 44.792545 49.744873 37.821964 44.875607 67.048186 39.3174216 35.278204
"OAF" 0.830426 0.72256 0.959517 1.070787 0.8924758 0.841874 0.59506 0.93956 0.684942 0.35812 0.9800413 0.9861231
"OASL" 5.857488 4.577589 2.3834331 2.827648 4.753228 8.4520863 1.9322246 13.692753 5.0247279 3.536281 13.979096 8.631164
"OBFC1" 12.982226 8.370154 8.699072 13.318322 7.070571 10.938232 15.797881 28.65051 12.06629 11.421524 11.613697 12.93709
"OBSCN" 3.38243996 8.6806033 1.4500185 12.4257013 2.2531514 9.284996 9.5318634 13.1686791 6.94650019 14.4263085 14.1977201 5.14193020075
"ODF3B" 8.3354139 9.2678526 9.9278485 8.4827759 12.7194230016062 9.26683 3.79627740411 14.751769 5.440768688 5.499365 11.297973 13.537564
"OLFM2" 2.4267614 4.007224 2.419457 5.3588219 3.183113 5.2509269 3.3456906 3.392647 3.163584 4.342302 4.925131 3.2512957
"OLIG1" 0.460206 0.415669 0.804465 0.590959 0.394352 0.524361 0.122705 0.207198 0.153312 0.101026 0.319156 0.829784
"OPRM1" 0.26348209 0.112518 0.081305 0.08911265 0.0538315 0 0.2590366 0.2162727 0.0702709 0.1314947 0.2033003 0.2505348
"ORAI2" 17.571999125 24.44505777411 19.88539419 17.584287147 8.825951267 14.85766439 10.2764344779 19.52556339647 7.61430975 9.063657928 19.54148357 7.4750512087
"ORC5" 6.634839 5.875574 5.773963 8.8487 6.6373106 7.626314 13.774278 7.86894 13.48238 11.904227 6.036372 6.340741
"OSBP2" 28.7481433 58.0483275 35.8058093 30.631408 26.1148976 43.777447 27.010005 38.9658892 35.0754359 38.7817163 50.0482977 27.969201
"OSBPL5" 3.5036871 4.7251589 5.61404713 4.46380975 7.0557491 4.9655604 3.5061084 3.017635 3.8678385 6.4580925 6.8186488 7.65317641357
"OSBPL7" 1.3088328 2.20146330004791 1.368364 2.6423591 2.4681164 2.50445167 2.6033531 1.37004300016666 1.38835851 2.27297015 2.529614 2.0303975
"OSCAR" 5.79821187153812 3.838758 5.4877753885 5.42051730248576 5.551195919 2.6600100906761 2.789986333 4.988035559228 3.1099917318164 1.8073537 4.030815022 5.2070170904977
"OSGEPL1" 3.245413 2.586463 1.4827607 4.2662034 2.256069 5.767756 7.320573 4.7800747 5.620952 8.552888 3.44446 2.938637
"OTUD1" 5.78091 4.74571 3.99862 5.39796 2.56123 3.55649 3.88509 4.99679 3.7289 4.41248 5.51613 4.32476
"OTUD7A" 0.11673782 0.038970612 0.03981155 0.04134916 0.0549218 0.0939041 0.24518421 0.3744252 0.4410718 0.1317003 0.3258014 0.502155
"OTUD7B" 0.915418 1.046963 0.854593 1.215825 1.206883 1.427551 1.3628509 0.782245 1.0035263 1.857619 1.13610493 1.1265894
"OXCT1" 13.57677 15.7440645 6.689848 24.999432 10.364051 25.0305335 30.719747 18.343865 17.8823641 29.6713699 26.1087987 15.656119
"OXNAD1" 17.2924108 30.8339523 6.7357876 33.575112 7.8439632 21.526626560194 33.1362175 32.2123379 20.1375006 34.6132625 32.32781827 16.8859016
"P2RX1" 14.2205451 10.570794 7.5823565 12.483996 10.672861 8.7972767 11.575466 18.436829 12.275587 6.8903418 12.8581676 8.935388
"P2RX5" 9.0616871 19.784879 13.005469 15.0557146 8.204536 15.6805258 26.3663345 18.9876289 17.566628 32.1598926 32.435468 15.2565469
"P2RX7" 24.699181 14.0578478 9.379454 14.4880848 21.356169 9.0449995 10.9403884 19.6455746 13.4283062 17.904020691 13.4328634 12.657434
"P2RY10" 39.72034 37.58452 29.906 46.1224426 21.45337 49.02493 59.3302 34.30937 41.57459 60.30606 65.290719 43.93358
"P2RY11" 0.361398 0.439448 0.262051 0.483617 0.4714471 0.482878 0.346717 0.52154 0.334251 0.327829 0.47613 0.585546
"P2RY13" 90.7067 30.3167 48.1427 49.6613 27.5877 29.6049 43.6206 61.9952 53.4578 30.9572 43.3172 49.1208
