"" "T cells CD8" "Monocytes" "T cells CD4" "NKT cells" "B cells" "NK cells"
"SLC9A8" -0.0818882047383571 -0.0880883737197526 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0461771010003764
"SLC9B2" -0.0914185178530839 -0.09641978855325 -0.09641978855325 -0.0372313720696107 -0.09641978855325 -0.09641978855325
"SLFN12" -0.09641978855325 -0.0417814639987327 -0.0863316851889532 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SLFN12L" -0.0411833966902757 -0.0948530193581682 -0.0661279272026652 -0.00763035206641049 -0.09641978855325 -0.0658765809445715
"SLFN13" -0.0888987586474634 -0.09641978855325 -0.0898271331594239 -0.0361968387207261 -0.09641978855325 0.03731896369688
"SLFN5" 0.185233664906491 -0.0786604061029273 0.139577475865281 0.169253632941845 -0.09641978855325 0.2575293260743
"SLITRK4" -0.0945159441392794 -0.0629611734055325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SLX4" -0.0888547895495527 -0.093521390998587 -0.09641978855325 -0.0695759275858019 -0.09641978855325 -0.09641978855325
"SMAD7" -0.0684486632788245 -0.0803667180792756 -0.09641978855325 -0.0343838186377539 -0.09641978855325 -0.0497222638390687
"SMARCAD1" -0.0605128307789699 -0.0769766362596948 -0.088864443054883 -0.0329942498919271 -0.09641978855325 0.00518217585231817
"SMARCB1" 0.0350512550738715 -0.0322750111841561 -0.0111245943010816 0.0485515022188878 0.355935503870063 0.0338871011192795
"SMARCD3" -0.094473904361559 0.00617291143841439 -0.0878140187445233 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SMC6" -0.0499915801661161 -0.0796381379813024 -0.0858889596161714 -0.0133498195113357 0.0366482214568078 -0.0494640592305334
"SMIM14" -0.0120722216508943 0.088015755780308 -0.0519485258376341 -0.0313278848073863 0.290262956906164 0.0137157589974131
"SMKR1" -0.0736048928391551 -0.09641978855325 -0.0899953707946881 -0.0728565459591129 -0.09641978855325 -0.00432828259339725
"SMPD3" -0.0752734152507277 -0.09641978855325 -0.09641978855325 -0.0166655724596329 -0.0803066137800317 0.0667556167122492
"SMPDL3A" -0.0897402617369788 -0.053865009373744 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SMYD2" 0.00641334898965358 -0.0764945857825097 -0.0781943989456863 -0.0508180354794662 -0.0784919213020963 -0.0625128764777274
"SNAPC1" -0.0504103680857752 -0.0939180318961742 -0.080603999077494 -0.0626958996894884 -0.0784919213020963 -0.0525622357502578
"SNHG7" 0.118617438045849 0.0341584383908356 0.142171539719118 0.0898892392436912 0.617204254002356 -0.00479016572721418
"SNTA1" -0.0906954004829319 -0.0935836802677269 -0.0862434333043183 -0.0742169590866063 -0.0541757683135337 -0.09641978855325
"SNURF" -0.0876327096533157 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SNX15" -0.0891154965859249 -0.09641978855325 -0.0874215983909177 -0.09641978855325 -0.0442173504995662 -0.0657632965796891
"SNX2" 0.0533734350113125 0.156432018117484 0.0420995124626152 -0.0151336463488911 0.590178792108022 0.0108659813079002
"SNX22" -0.0859971759467535 -0.0942411306493064 -0.0882968370362241 -0.09641978855325 0.054239125205876 -0.09641978855325
"SNX29" -0.0715331213590351 -0.060075398667901 -0.0688778421200975 -0.0741540813442526 -0.00972808565318361 -0.09641978855325
"SNX29P2" -0.0304583194550069 -0.0597189786782499 -0.0293088812986496 0.0112153154517679 0.200558291331551 -0.0616684934797277
"SOCS1" 0.0309862451640739 -0.0915898626243777 0.0405722802415432 0.106395985070196 -0.0605639992827956 0.174549008206275
"SOCS2" -0.0548794724916373 -0.0886803417140196 0.0420474618398128 -0.0350336029591156 -0.09641978855325 0.00176910532367594
"SOCS3" -0.0677760746941424 -0.0156690742836119 0.00899919139034484 -0.09641978855325 -0.070288943086752 -0.09641978855325
"SORT1" -0.0876764902719774 -0.0132182385182719 -0.082767575825525 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SOS1" -0.029739734372777 -0.0396423197470075 -0.0839905837806996 -0.0550424990188021 -0.062167402273227 -0.09641978855325
"SOWAHD" -0.09641978855325 -0.0706222999120852 -0.09641978855325 -0.09641978855325 -0.0507856052028967 -0.09641978855325
"SOX4" -0.0842437965153682 0.154256843071683 -0.0768748188833725 -0.09641978855325 -0.0211329812892577 -0.09641978855325
"SOX6" -0.0691967763529296 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SP4" -0.0490348418634407 -0.0776207397184797 -0.0595452178093923 -0.0330475086246848 -0.0784919213020963 -0.09641978855325
"SPARC" -0.0657300613586201 0.27056393201071 -0.0212493062783564 -0.0609390510418708 -0.066898779976115 -0.09641978855325
"SPATA20" -0.052225791364251 -0.0782430056428858 -0.089779115787461 -0.09641978855325 -0.0718803331257352 -0.09641978855325
"SPATA41" -0.09641978855325 -0.09641978855325 -0.0853338149580451 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SPATA5" -0.0702818516790274 -0.0897954672133951 -0.0581702328079111 -0.0754226320220353 -0.09641978855325 -0.09641978855325
"SPEF2" -0.0756174418202203 -0.0942844614486769 -0.083645282639013 -0.0747540146677038 -0.09641978855325 -0.09641978855325
"SPI1" 0.0156627240533876 0.938164834590797 -0.0515461320451884 -0.0326039491523768 0.0555275471386595 -0.019678207050573
"SPIB" -0.09641978855325 -0.0885112620284924 -0.09641978855325 -0.09641978855325 0.43480768796594 -0.09641978855325
"SPINT1" -0.0948386794367217 -0.0413839451874237 -0.0726405703873589 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SPINT2" -0.0727963995338933 0.0939294390200222 0.0255545864719264 -0.0746473523962673 0.119313544920584 -0.09641978855325
"SPIRE2" -0.09641978855325 -0.09641978855325 -0.0893132754607266 -0.09641978855325 -0.09641978855325 -0.027505714725551
"SPN" 0.27331250955385 0.11412822146547 0.0811373358147771 0.408583142787736 -0.09641978855325 0.710465471205421
"SPNS3" -0.0207681947288012 -0.0767559199590021 -0.0479054657002731 -0.0750484755027536 -0.09641978855325 -0.09641978855325
"SPOCK2" 0.228681553404678 -0.0916387216081628 0.279906220384461 0.116921613494447 0.0032568170169118 -0.0218571022111326
"SPON2" 0.320086883187089 -0.0821100781978873 -0.0762163303040742 1.2277460440589 -0.09641978855325 2.46991671084053
"SPRED1" -0.09641978855325 -0.0787309706717007 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"SPRY2" -0.0941086166448071 -0.0939969743035977 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0332252257036885
"SPTBN1" -0.0613715698569844 -0.0800592012135667 -0.0148130123352281 -0.09641978855325 -0.0750836817842267 0.0016770703460796
"SPTSSB" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.14344723343755
"SRD5A3" -0.0626881442871222 -0.067942105245615 -0.0893087814600357 -0.09641978855325 -0.0813624271004515 -0.09641978855325
"SREBF2" -0.0625427460731243 -0.0699264284017135 -0.0429518753104062 -0.09641978855325 -0.0718803331257352 -0.09641978855325
"SSFA2" -0.0622695103148136 -0.00479275586078487 -0.077600199245876 -0.0773571760774435 -0.09641978855325 -0.09641978855325
"SSPN" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0115810964232797 -0.09641978855325
"ST14" -0.0874343090379484 -0.0518606893770461 -0.09641978855325 -0.09641978855325 -0.0512477041948547 -0.09641978855325
"ST3GAL4" -0.077882731762089 -0.0692258938663737 -0.0877165446788483 -0.0747540146677038 -0.0512477041948547 0.0103671860251153
"ST3GAL6" -0.0893015671105437 -0.0273218496201935 -0.090625453676883 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ST6GALNAC1" -0.09641978855325 -0.095378965704792 -0.0728939624564887 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ST6GALNAC3" -0.09641978855325 -0.0645621610000682 -0.0918262948644961 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ST6GALNAC6" 0.0231414262022239 -0.0901807841743271 -0.0413782221507305 0.0827380935592463 -0.0785140510564566 -0.0568866743636507
"ST7L" -0.0519628872938432 -0.0708472710498566 -0.0874262887798007 -0.0776653709783246 -0.0769683831364351 -0.09641978855325
"ST8SIA1" -0.090323521069487 -0.09641978855325 -0.0598891950177573 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ST8SIA6" -0.0902048626781195 -0.0924545629784669 -0.09641978855325 -0.0674757084582073 -0.09641978855325 -0.09641978855325
"STAB1" -0.0864195803073944 0.0384360980262617 -0.0902174319343479 -0.09641978855325 -0.0769683831364351 -0.09641978855325
"STAC3" -0.0945159441392794 -0.0211555427690197 -0.09641978855325 -0.09641978855325 -0.062167402273227 -0.09641978855325
"STAG3" -0.0815009494986284 -0.0865323662084624 -0.0684340640191126 -0.0628451954559929 0.0524401149347018 -0.09641978855325
"STAM2" -0.0651996547404574 -0.072162203598956 -0.0903305073889524 -0.09641978855325 -0.09641978855325 -0.09641978855325
"STAP1" -0.0933295111824586 -0.0953803320623219 -0.09641978855325 -0.09641978855325 0.170091995472568 -0.09641978855325
"STARD9" -0.061597720426933 -0.0921924521222137 -0.088964624431657 -0.0765209084885161 -0.09641978855325 -0.0377674935929165
"STAT4" 0.132274228225163 -0.0921440896968774 -0.0182073639537341 0.0766240707739055 -0.0784919213020963 0.152033208007126
"STK33" -0.0933295111824586 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0784919213020963 -0.09641978855325
"STMN1" -0.0196589325724828 -0.0901147999037596 -0.0229755906917471 0.17989779481074 -0.0361903427420561 0.0799859765034654
"STMN3" 0.0106219485457026 -0.0715158642713459 0.121349594742879 -0.0141644265832115 0.0244616130831697 -0.09641978855325
"STOML1" -0.0727971305537584 -0.0947869884873354 -0.0918727313150496 -0.0629165352278818 -0.09641978855325 -0.0525622357502578
"STRBP" -0.0686137569521104 -0.089528710730851 -0.0771808080411339 -0.09641978855325 -0.00158635034897295 -0.0567553351138512
"STX2" -0.0644457566987047 -0.070962858270994 -0.0576458657604601 -0.09641978855325 -0.09641978855325 -0.0640452768426953
"STX7" -0.0339646949051495 0.215689801027616 -0.0525015082296845 0.0762128211710073 0.414697538903953 -0.0351769215826332
"STXBP2" 0.0996564382618604 1.7138367611337 0.0394127250108009 0.148672144164421 0.0280676057013099 0.0336890467830599
"STYXL1" -0.0720021236706013 -0.0427916112564941 -0.0584700773070876 -0.084592876049457 -0.0234342006811005 0.104083417826075
"SULT1A1" -0.0833703183238212 0.172868195401504 -0.088747598958024 -0.0600232866361953 -0.0745859061982703 -0.0174937573548562
"SUOX" -0.09641978855325 -0.0948534067887307 -0.0819724148272506 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SUPT3H" 0.0596048161520318 -0.0945443043620684 0.0706610095657514 -0.00348125777686333 -0.09641978855325 0.025330993661803
"SUSD3" -0.0179761024758346 -0.0582280067760887 0.151352857718568 -0.059604746633046 0.00214584750158763 -0.09641978855325
"SUSD4" -0.0898947761429485 -0.09641978855325 -0.0736498305305214 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SVIL" -0.09641978855325 -0.010304554275898 -0.0676783443757923 -0.0778035250672743 -0.09641978855325 -0.09641978855325
"SWAP70" -0.09641978855325 -0.0596195939702949 -0.0882968370362241 -0.0750484755027536 0.279669662379452 -0.09641978855325
"SWT1" -0.09641978855325 -0.0817855135248714 -0.0893087814600357 -0.09641978855325 -0.0750836817842267 -0.09641978855325
"SYCE1L" -0.0823120254366087 -0.09641978855325 -0.0578203542792851 -0.0790892919796048 -0.0745859061982703 -0.09641978855325
"SYNE2" 0.316292197634679 -0.090480047661067 0.158066766663814 0.398163006216003 -0.0624382117694381 0.181748698047742
"SYNGAP1" -0.09641978855325 -0.09641978855325 -0.055298631892509 -0.09641978855325 -0.0770009323422865 -0.09641978855325
"SYNGR1" 0.00306822421642257 -0.0625376538266868 -0.09641978855325 -0.0555427842832036 -0.0620354671557042 0.149597036256559
"SYNJ1" -0.0819332617235371 -0.0732755792060006 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0143334597775958
"SYNJ2BP" -0.00788038210871527 -0.0886374447507073 -0.0481248457383618 -0.09641978855325 -0.062167402273227 -0.0452213535109758
"SYNM" -0.0747176965680852 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"SYNPO2L" -0.09641978855325 -0.0924853488913146 -0.0692868792609287 -0.0799293626594738 -0.09641978855325 -0.09641978855325
"SYPL1" -0.00412908263749266 0.0577746136148237 0.012847814718666 -0.0268993159254488 0.407952111895397 -0.0708392613856911
"SYT11" -0.0538432245587177 -0.0731911745185913 -0.0897037587602561 -0.0409732792116897 -0.09641978855325 0.00704109231381278
"SYTL2" 0.0144708372954677 -0.09641978855325 -0.0882138489642915 0.124985548287819 -0.0813624271004515 0.0870532943386692
"SZT2" -0.0668986494219219 -0.0722258898136435 -0.0878140187445233 -0.09641978855325 -0.09641978855325 -0.02682636296416
"TAB2" -0.0546771962188673 0.0271070702805914 0.0154386293236467 -0.0759273421268979 -0.09641978855325 -0.09641978855325
"TADA1" -0.0925275075282787 -0.0876369956010303 -0.0725807030444214 -0.0799293626594738 -0.09641978855325 -0.09641978855325
"TAF5" -0.0888664101317396 -0.0845921665870059 -0.0826491786330677 -0.09641978855325 -0.09641978855325 -0.0681432084565839
"TAF9B" -0.0905181450674084 -0.0820305868591987 -0.0730752691959124 -0.0750484755027536 -0.09641978855325 -0.09641978855325
"TANC2" -0.0811465970471067 -0.0919993222022345 -0.0820140807000307 -0.0546260652999334 -0.09641978855325 0.042467641540412
"TANGO6" -0.0776215688397494 -0.0845621086780907 -0.0798703237743062 -0.0502315908622369 -0.09641978855325 -0.09641978855325
"TBC1D31" -0.0690795574109256 -0.0866313289528849 -0.0903305073889524 -0.09641978855325 -0.09641978855325 -0.0782324147605399
"TBC1D32" -0.0749489022864296 -0.09641978855325 -0.0861002358918219 -0.09641978855325 -0.09641978855325 0.0108838611253216
"TBC1D4" -0.09641978855325 -0.075179662627051 -0.0383405726815397 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TBC1D8" -0.09641978855325 -0.0596795800837689 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TBC1D9" -0.0914523669946324 -0.0163630385706473 -0.09641978855325 -0.09641978855325 -0.0414689013581047 -0.09641978855325
"TBX21" 0.0245783627160077 -0.09641978855325 -0.0778155519292941 0.334311344707207 -0.09641978855325 0.513334020233466
"TC2N" 0.167667461699246 -0.0897931941694369 0.0468781096105396 0.0536703441318133 -0.09641978855325 0.0512196781494248
"TCEA3" -0.0835345871794941 -0.09641978855325 -0.00115965810282723 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TCF3" -0.063976920674625 -0.0772655575537554 -0.0734277838464577 -0.09641978855325 -0.0131188510136825 -0.09641978855325
"TCF4" -0.088525609867653 -0.0457835703481066 -0.09641978855325 -0.09641978855325 0.355322053885576 -0.00988948370321076
"TCF7" 0.0844138050238615 -0.0878179960171047 0.47668785213945 -0.0174843905151904 0.00887659499984448 0.015098181429255
"TCF7L2" -0.0921800149786857 -0.0362773952900363 -0.0917428694280305 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TCL1A" -0.09641978855325 -0.0912789212829299 -0.09641978855325 -0.0778035250672743 1.57096913664329 -0.09641978855325
"TCN2" -0.0924856743421905 -0.0526408891531737 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TCTEX1D2" -0.0474860382053188 -0.0888918010887973 -0.0396851273117717 0.013333020176659 -0.0634123753267906 -0.0597345702646425
"TCTN1" -0.0831981799471832 -0.0953803320623219 -0.088964624431657 -0.09641978855325 -0.0314000171248916 -0.0657632965796891
"TDP1" -0.0654837109601974 -0.090126772804458 -0.0758804299438538 -0.09641978855325 -0.0556442844363429 -0.09641978855325
"TESPA1" -0.0705816308712517 -0.0912850583472345 0.136989449974566 -0.0383089777151818 -0.0804022475295485 0.029740472178973
"TET3" -0.0905604504227489 0.00738237607364362 -0.0886807159103942 -0.0714337654211195 -0.09641978855325 -0.09641978855325
"TFB2M" -0.0677360114008892 -0.093899423800424 -0.0650413568871276 -0.0796120884320639 0.0182598600138502 -0.0782324147605399
"TFDP2" -0.0435923914312416 -0.0896509129135837 -0.0589151075753979 0.0197193236704393 -0.0620354671557042 0.240966763671598
"TFEC" -0.0885229043117434 0.0862294963365709 -0.0902265413253799 -0.09641978855325 -0.019445463796717 -0.09641978855325
"TGFBI" -0.0465227338717874 0.370690409320699 -0.0863316851889532 -0.0822393441624297 -0.0211329812892577 -0.09641978855325
"TGFBR3" -0.0061842044162739 -0.08913462713207 -0.0890781960287215 0.0279030357992563 -0.09641978855325 0.098701466936399
"THBS1" -0.0650164609659284 0.504883758312292 -0.0494116829779391 -0.084592876049457 -0.09641978855325 -0.0836295249694706
"THEM4" -0.038728716184409 -0.0937738203595508 0.0980524776936219 -0.0309355721087719 -0.00837683922830188 -0.0478172362921989
"THEMIS" 0.0933514917383616 -0.09641978855325 -0.0554613778912582 0.0895897326520172 -0.09641978855325 -0.09641978855325
"THOP1" -0.0705197991264555 -0.0936449621719917 -0.0893147721989517 -0.0555886186108416 -0.0726931304635511 -0.09641978855325
"TIAM1" -0.0743204420211709 0.043069516762962 -0.0366888572048864 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"TIGD2" -0.09641978855325 -0.0792704979718769 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0657632965796891
"TIGIT" 0.0885969912232647 -0.0926357800263325 0.0132077890295615 0.018809054622859 -0.09641978855325 0.0355234906997556
"TIMD4" -0.0748224752847398 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TIMM8A" -0.0770782670099511 -0.0873337269146129 -0.0690068806448152 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TIMP2" -0.0595684735225989 0.232204470873126 -0.0806926940776283 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"TKTL1" -0.09641978855325 -0.09641978855325 -0.0856451438264235 -0.09641978855325 -0.09641978855325 -0.0316707651321406
"TLDC1" -0.0719569633032454 -0.0932831468816898 -0.090724259657385 -0.056886462512961 -0.09641978855325 -0.09641978855325
"TLE1" -0.0889603690259392 -0.0953803320623219 -0.09641978855325 -0.0296213055604133 0.134613159047367 0.0253676193579695
"TLE2" -0.0887581348411851 -0.09641978855325 -0.0740499389394772 -0.09641978855325 -0.0769683831364351 -0.09641978855325
"TLR10" -0.09641978855325 -0.0911705507011711 -0.0850536774851204 -0.0759273421268979 0.0950654442544585 -0.09641978855325
"TLR2" -0.0554998016351139 0.243630117448773 -0.0805891145499246 -0.0822393441624297 -0.09641978855325 -0.0836295249694706
"TLR4" -0.0888309784831097 0.0929474540690267 -0.0810299082383738 -0.0851522061471682 -0.09641978855325 -0.09641978855325
"TLR5" -0.0803246277685542 -0.0275386162420871 -0.0756982789400998 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TLR6" -0.0757775030741259 -0.0586443587042303 -0.0847428700173523 -0.084592876049457 -0.0271370303699816 -0.09641978855325
"TLR8" -0.0764525820121537 0.0985523061031391 -0.09641978855325 -0.0720616413896722 -0.09641978855325 -0.09641978855325
"TMC4" -0.0685123999061536 -0.0896583375490142 -0.09641978855325 -0.0712471035620747 -0.09641978855325 -0.0466054114452146
"TMED1" -0.0517556467213821 -0.0573932941033936 -0.0658126506579609 -0.0799293626594738 -0.09641978855325 0.041243516888909
"TMEM116" -0.0537223551031298 -0.0941066799698226 -0.00612257538520476 -0.0549785600082693 -0.0813624271004515 -0.09641978855325
"TMEM120B" -0.0609806521182541 -0.0860115158856176 -0.0411236199783411 0.0338298350588481 -0.09641978855325 -0.0101160524329754
"TMEM127" -0.0504897123207185 0.030318290386834 -0.0917428694280305 -0.0790892919796048 -0.09641978855325 0.0226811062185491
"TMEM156" -0.0693413307091839 -0.0926683506499431 -0.00718091592071564 -0.0582407753815674 0.103768908314766 -0.0811177372334934
"TMEM164" -0.0863513451249577 -0.0283806845825237 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0409394159637769
"TMEM170B" -0.0858006621822803 0.101400741526095 -0.0810299082383738 -0.0691307729303446 -0.09641978855325 -0.0836295249694706
"TMEM176A" -0.0447697748103349 0.447243210132208 -0.0806926940776283 -0.0822393441624297 -0.09641978855325 -0.0836295249694706
"TMEM176B" -0.0233325960436596 1.01589889222113 -0.0757505428929958 -0.0822393441624297 -0.0745859061982703 -0.0580489978019117
"TMEM181" -0.0159374586773964 -0.055172029886938 -0.0828682436858449 0.0207332750932324 -0.09641978855325 -0.0141448547982833
"TMEM186" -0.0828325436441723 -0.0907894449336653 -0.0813484090959134 -0.0773005187585476 -0.0053559489054044 0.0291132957797447
"TMEM204" -0.0434685398954902 -0.091345466430692 0.0445688368938174 -0.0724494574183606 -0.09641978855325 0.0134444941761658
"TMEM206" -0.0672161453217411 -0.0794059982352766 -0.09641978855325 -0.00978511643019208 -0.074248010808367 -0.09641978855325
"TMEM214" -0.058363726844532 -0.0816908070020308 -0.0860904642360576 -0.0587535812651836 -0.0740944548255244 0.0182129575992176
"TMEM220" -0.0926120997253088 -0.0807694001963484 -0.0886807159103942 -0.09641978855325 -0.0647129348055129 -0.09641978855325
"TMEM237" -0.0774981735379436 -0.0945037426198816 -0.0815192359412478 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TMEM255A" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0724006380066805 -0.09641978855325 -0.09641978855325
"TMEM260" -0.0763772832870038 -0.0719990280967149 -0.0734428570515699 -0.09641978855325 -0.0418355859420716 -0.09641978855325
"TMEM38B" -0.0783135347021776 -0.085377146160571 -0.082657272032141 -0.057335241702 -0.0335216396553001 -0.09641978855325
"TMEM45B" -0.09641978855325 -0.09641978855325 -0.0777974698843305 -0.0792198815259788 -0.09641978855325 -0.09641978855325
"TMEM53" -0.0906860556330037 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.010116769616239 -0.09641978855325
"TMEM62" -0.0873667011145582 -0.0870323702657603 -0.09641978855325 -0.0549340103974127 -0.09641978855325 -0.0625128764777274
"TMEM63A" 0.0493968176229967 -0.0747449251833813 0.202306515989849 0.00848861127669037 0.0703814347884285 -0.0590447354092307
"TMEM68" -0.0628093018725954 -0.0822368373912936 -0.0509460373956172 0.0223644134940513 -0.0522605724705447 -0.09641978855325
"TMIGD2" -0.09641978855325 -0.09641978855325 -0.0515089593261243 -0.09641978855325 -0.09641978855325 0.367174438947732
"TMSB15B" -0.0848688097887798 -0.092747644868777 -0.0901435806183275 -0.0728565459591129 -0.0292645749927523 -0.0654540812427799
"TMTC4" -0.090802642845684 -0.0844723567831473 -0.0738463198828935 -0.09641978855325 -0.09641978855325 -0.0532840983214833
"TNFAIP2" -0.0812595350949549 0.228365014279134 -0.0850733127553914 -0.09641978855325 -0.09641978855325 -0.0452587342181322
"TNFAIP6" -0.09641978855325 -0.0598676972504364 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TNFRSF11A" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0543646009339423
"TNFRSF13B" -0.0892705455285288 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.145845769903669 -0.09641978855325
"TNFRSF13C" -0.09641978855325 -0.0929668325130669 -0.09641978855325 -0.09641978855325 0.133526618625259 -0.09641978855325
"TNFRSF17" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.00898218422778511 -0.09641978855325
"TNFRSF18" -0.0944527314477203 -0.0940780333385676 -0.0653267613762941 0.105215794728995 -0.0439504561674577 0.699447179329979
"TNFRSF1A" 0.0429773766201298 0.218275996709787 -0.0559732051431293 0.0739080332510745 -0.09641978855325 0.296312680402005
"TNFRSF25" -0.0693840878139781 -0.09641978855325 0.0586878423595157 -0.09641978855325 -0.09641978855325 -0.0148320859205003
"TNFRSF4" -0.0821022539976419 -0.0903094788002483 0.0243798503803046 -0.0297374877833832 -0.09641978855325 0.009523320002263
"TNFSF13B" 0.0108536443986953 0.7341137739501 -0.0308457953509864 -0.084592876049457 -0.0663050656476531 -0.0122037388734763
"TNFSF14" -0.0578330393881332 -0.0676808690079603 -0.0919810230729594 -0.0632456593876645 -0.09641978855325 -0.00988755303926859
"TNFSF8" -0.0699921174233545 -0.0944903192094438 0.00266985570638706 -0.0795035998106744 -0.09641978855325 -0.09641978855325
"TNIK" -0.0264241338101477 -0.0871214885206173 -0.0202258818087826 0.00670361954910512 -0.09641978855325 0.110962895091888
"TNIP3" 0.0260679956611092 -0.09641978855325 -0.0887978686142061 -0.0598334657697614 -0.09641978855325 -0.0597345702646425
"TNNI2" -0.0946826129182598 -0.0392215955556091 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TNNT1" -0.0834179426489079 -0.0189172980087771 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"TNS3" -0.0944527314477203 -0.0515803367314183 -0.09641978855325 -0.0795035998106744 -0.0408058160944301 -0.09641978855325
"TOB1" -0.0208576570334581 0.0325463680535796 0.137161176943128 0.165969925731316 -0.09641978855325 0.0591967361991347
"TOM1" -0.0585542082819428 -0.00920021806893244 -0.0726570547299171 -0.0724006380066805 -0.09641978855325 -0.09641978855325
"TOP1MT" -0.0498006820263442 -0.0738962326997261 -0.0726675107276868 -0.0639266067115512 0.0749852316684769 -0.0658765809445715
"TOPBP1" -0.0742363097239762 -0.0395427844591704 -0.0815370776994801 -0.0466848082097876 -0.09641978855325 0.0348543973308668
"TOX" -0.0321662666706182 -0.0934771834793652 -0.0700342576747972 -0.0122481182067528 -0.09641978855325 -0.0162772555784621
"TP53I11" -0.0259044643163458 -0.0695359282888506 -0.09641978855325 -0.0258759883676844 -0.09641978855325 -0.09641978855325
"TPCN1" -0.0887189985274739 -0.0392794232842111 -0.0594490852302844 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TPD52" -0.0641042144047519 -0.0941872916902123 -0.0602051695211429 -0.0791569396851862 0.248374438477922 -0.0589673645841558
"TPPP3" -0.0930683372498127 -0.0131134253117526 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"TPRG1" -0.0223845204078554 -0.094596663540812 -0.0810795828490301 -0.0428619084762464 -0.09641978855325 -0.09641978855325
"TPST2" 0.13024589192478 0.0314360214442327 -0.0278382004856258 0.387972372637027 -0.0726931304635511 0.361049651720992
"TPTEP1" -0.09641978855325 -0.0605183098881326 -0.0750687647240041 -0.09641978855325 0.0202272398156484 -0.0657632965796891
"TRABD2A" -0.0401666851336695 -0.0902277574137427 0.103044437486723 -0.0578154976708725 -0.0657843385224375 -0.0720710452114573
"TRAF1" -0.00991260181497279 -0.0894088836826417 -0.0673910203216243 -0.0455675303362075 -0.09641978855325 -0.09641978855325
"TRAF3" -0.0284790712652033 -0.056273327471812 -0.0679679454414849 -0.09641978855325 -0.0620354671557042 -0.09641978855325
"TRAF4" -0.0543182665664639 -0.0927423151972465 -0.09641978855325 -0.09641978855325 -0.0507856052028967 -0.09641978855325
"TRAF5" -0.0114158870603478 -0.0902050843643556 -0.0482363325630206 -0.0791020162795854 0.0983246010945222 -0.09641978855325
"TRAF6" -0.0696864890926813 -0.0875749618578339 -0.09641978855325 -0.0798560204094781 -0.09641978855325 -0.09641978855325
"TRANK1" -0.0505814299636852 -0.0827578598502643 -0.0534125445668403 -0.09641978855325 -0.0556442844363429 0.00918823572980018
"TRAT1" 0.234474710695892 -0.0860859569234202 0.539157718926984 0.0364378479005535 -0.09641978855325 -0.0332252257036885
