"" "T cells CD8" "Monocytes" "T cells CD4" "NKT cells" "B cells" "NK cells"
"CREB3L4" -0.090323521069487 -0.085284606470202 -0.0918262948644961 -0.09641978855325 -0.0273473244346925 -0.09641978855325
"CREB5" -0.0675690619907925 0.216916859082056 -0.09641978855325 -0.0680588997716092 -0.0718803331257352 -0.09641978855325
"CREG1" -0.0605957322604757 0.10255540306781 -0.0672376051851386 -0.0759273421268979 -0.0745859061982703 -0.0836295249694706
"CRIP2" -0.0899852827270222 -0.09641978855325 -0.0466850896744599 -0.09641978855325 -0.0589705070110084 -0.09641978855325
"CRISPLD2" -0.0673431230484061 0.202253188195323 -0.0689822491471058 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CRTAM" -0.0241459570912217 -0.0798153531064357 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CRTAP" 0.0212241648651665 0.431470229647002 -0.0383454552567234 -0.0422801266144163 -0.0430618592906511 -0.0708392613856911
"CRY1" -0.0587612578132937 -0.0888173493552552 -0.0899745043250864 -0.0728565459591129 -0.09641978855325 -0.00800790480077087
"CRY2" -0.0669549816805295 -0.0832421396649292 -0.09641978855325 -0.0422680811944767 -0.0578531269657732 -0.09641978855325
"CSF1" -0.0682707267156989 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CSF1R" -0.0843888206682661 0.0721868261930554 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"CSF2RA" -0.0690550978231345 0.0833336809151187 -0.09641978855325 -0.09641978855325 -0.0512477041948547 -0.0836295249694706
"CSF2RB" -0.0852494170820546 0.0467498380974786 -0.0845069812051174 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"CSF3R" -0.0475263820583929 0.636554879805602 -0.0605718292495768 -0.0626170413350046 -0.09641978855325 -0.0836295249694706
"CSGALNACT1" -0.0944527314477203 -0.086343534557261 -0.0357328744194137 -0.0142870711377996 -0.0192864653782964 -0.0782324147605399
"CSMD2" -0.0895731589898926 -0.0938044095872236 -0.0644664810622043 -0.09641978855325 -0.09641978855325 -0.0613280170420379
"CSRNP2" -0.0628487266251622 -0.0821672720319023 -0.0845526152159994 -0.09641978855325 -0.0813624271004515 -0.0712024676503326
"CSRP2BP" -0.0870294526503503 -0.089825667399955 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0532840983214833
"CST3" 0.802438340462938 8.07229712918854 0.27016127554011 0.345944428104395 0.441517482493653 0.336560075189011
"CST7" 2.28168548117096 -0.0267490870144752 0.019326065921494 3.14071700927374 -0.0634345598492978 3.68924690698061
"CSTA" 0.0500060667456889 1.95587024344814 -0.0215375535568305 -0.013690654095355 -0.09641978855325 0.0618555745623336
"CTAGE5" -0.0622375031735333 -0.0779433829114846 -0.0857510290180797 -0.0770333727970326 -0.09641978855325 -0.015622357690554
"CTBP2" -0.0680415936162273 0.0590433125220263 -0.09641978855325 -0.0147863127912667 -0.09641978855325 0.271372404017038
"CTLA4" -0.09641978855325 -0.09641978855325 -0.0877986238074773 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CTNNA1" -0.0486891908787888 0.0411861251987514 -0.0828016692451679 -0.0756628458984557 -0.09641978855325 -0.09641978855325
"CTSH" -0.050074524826101 0.406993606241039 -0.0432527298000943 -0.0116966770655277 0.466221664899978 -0.0415743373501629
"CTSS" 0.767018701723529 8.41598254284252 0.603795273274499 0.498379740458765 1.0684865400482 0.411937582113645
"CTSW" 1.61948117991585 -0.0487508645932735 0.149534147434289 2.36332581761555 -0.09641978855325 3.84425732165581
"CTTN" -0.090412087599638 -0.026007310623276 -0.0746054904798119 -0.0746473523962673 -0.09641978855325 -0.09641978855325
"CTU1" -0.0851144165059257 -0.0842393837972202 -0.0910386085165283 -0.09641978855325 -0.074248010808367 -0.0589673645841558
"CX3CR1" 0.104717276632885 0.0528523593957726 -0.0853917997823417 0.559701832787512 -0.09641978855325 0.563113803648535
"CXCL16" -0.0903718926451784 -0.0267459111268636 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"CXCR1" -0.09641978855325 -0.0793287328804978 -0.09641978855325 -0.0551377891386167 -0.09641978855325 -0.0148320859205003
"CXCR3" 0.0740860535633837 -0.0929724699923162 -0.0741548554418116 0.101480009105652 0.00898174161633925 -0.0567689938917008
"CXCR5" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0393728933142413 -0.09641978855325
"CXCR6" 0.0406665864683468 -0.09641978855325 -0.0908649363137953 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CXorf21" -0.0946826129182598 -0.057847517309618 -0.09641978855325 -0.09641978855325 -0.00619628978940193 -0.0514006694303789
"CXorf23" -0.0601310862359527 -0.0829219581164611 -0.077412609882466 -0.09641978855325 -0.09641978855325 -0.0143334597775958
"CXorf40B" -0.0426015118805023 -0.0828432775734616 -0.088159598139389 -0.0158067201344449 -0.0531509277341904 -0.0836295249694706
"CXXC5" -0.0701721962837378 -0.0754112261432618 -0.0897921622958417 -0.0822393441624297 0.267607020826358 0.175609339928317
"CYB561A3" -0.037264053230608 -0.0152069867912739 -0.0710341692190614 -0.0355942953094107 0.549378676370981 -0.0325379310218577
"CYB5A" -0.0194316362872552 -0.0838473733461646 -0.0363075897703245 -0.0256701807926036 0.0876987190977166 -0.09641978855325
"CYB5D1" -0.0837349765670926 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CYB5RL" -0.09641978855325 -0.0930677249609465 -0.09641978855325 -0.0724006380066805 -0.09641978855325 -0.0641909330141584
"CYBB" 0.0232989396420707 1.12677872807707 -0.0337846991804863 -0.00678796958745032 0.0680177066902766 -0.0113514730877303
"CYBRD1" -0.0843687226214852 -0.0117513396934251 -0.0890781960287215 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CYFIP1" -0.0844217533280116 0.00654548357889178 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CYGB" -0.0948386794367217 -0.09641978855325 -0.0889794229488811 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"CYP17A1" -0.09641978855325 -0.09641978855325 -0.0929900795607522 -0.0724494574183606 -0.09641978855325 -0.0641909330141584
"CYP1B1" -0.0511072065225256 0.517870110914646 -0.09641978855325 -0.084592876049457 -0.09641978855325 -0.09641978855325
"CYP27A1" -0.0876220596739138 -0.0387708160918506 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"CYSLTR1" -0.0758342896075724 -0.0450794638053424 -0.0029421932177604 -0.09641978855325 0.134489535410124 -0.0180009364981166
"CYTH3" -0.047509452799426 -0.0888159940785546 -0.0918727313150496 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DAAM1" -0.0720642249072527 -0.0737306957374379 -0.0721311649381656 -0.0765209084885161 0.0176066448166145 -0.0743287103527296
"DACT1" -0.09641978855325 -0.09641978855325 -0.075296426917586 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DAPK1" -0.0874441694773407 -0.0077652164490679 -0.0876734526314951 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DBN1" -0.0775836280035922 -0.087170191854703 -0.0880820184963522 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DBT" -0.0834059316092568 -0.0669576011995247 -0.0471790906193976 -0.0578378259251283 -0.0748537070225461 -0.09641978855325
"DCP1B" -0.0749622923533379 -0.0948832335852171 -0.0893087814600357 -0.0287043494901133 -0.0234342006811005 -0.0640452768426953
"DDIT4" 0.313696559884507 0.0772326618151394 0.172480144543705 0.510598155591791 0.331265615205922 1.62641527883033
"DDTL" -0.089782032947954 -0.093217775716489 -0.09641978855325 -0.0695759275858019 -0.09641978855325 -0.09641978855325
"DDX20" -0.0697129933988873 -0.0712805969684681 -0.0919810230729594 -0.0416818067045885 -0.0116877573003203 -0.09641978855325
"DDX47" -0.0839844626964234 -0.0901076032186061 -0.0861002358918219 -0.0792282391095683 -0.0620354671557042 -0.09641978855325
"DENND2A" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0695759275858019 -0.09641978855325 -0.09641978855325
"DENND5A" -0.0796284631764731 0.0191972468568143 -0.0840880889310465 -0.09641978855325 -0.09641978855325 -0.0338151478614351
"DENND5B" -0.09641978855325 -0.0954168677401221 -0.09641978855325 -0.09641978855325 -0.0175590330727484 -0.09641978855325
"DENND6B" -0.0829048355241931 -0.00185974727237165 -0.0912913881807647 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DERL3" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0177534819697366 -0.09641978855325
"DESI2" -0.0745373532747351 -0.0645800438996967 -0.0695543210530566 0.0450522194251713 -0.0750836817842267 -0.0766532314584503
"DET1" -0.0886614273156305 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0745859061982703 -0.0641909330141584
"DGKA" 0.00784419001111524 -0.0702373267703235 0.140096902210321 -0.0644883844773575 -0.0514505224828161 -0.09641978855325
"DGKH" -0.0591332698317384 -0.0889839199520051 -0.0908502627731264 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DGKQ" -0.053546648481536 -0.0891625760281993 -0.0806926940776283 -0.09641978855325 -0.09641978855325 -0.0617357974727686
"DHCR7" -0.0899936916473388 -0.09641978855325 -0.0882178392096545 -0.09641978855325 -0.0745859061982703 -0.09641978855325
"DHFRL1" -0.0893628864975622 -0.0824894853073564 -0.0797337788275324 -0.072252979294304 -0.09641978855325 -0.09641978855325
"DHRS7B" -0.0106239599378692 -0.0713029590617638 -0.0528072175130326 -0.0768456758256722 -0.09641978855325 -0.09641978855325
"DHRSX" -0.0472817812404587 -0.0534869070843473 -0.0602299598580599 -0.0819048311152616 -0.09641978855325 0.0733410464352415
"DHX33" -0.0781300054170899 -0.0707369328756979 -0.0854970533043977 -0.0531987793869882 -0.09641978855325 -0.0289535053314831
"DISP1" -0.0884527610866213 -0.0921374887024926 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0537296795475563
"DLEU7" -0.09641978855325 -0.0732344908585289 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DMKN" -0.0890075947751323 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0371775011461138
"DMXL2" -0.0575838383674206 0.232310919140669 -0.0679005057136882 -0.0822393441624297 -0.09641978855325 -0.0836295249694706
"DNAJB4" -0.072988345960994 -0.0896248480131004 -0.090952265433281 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DNAJC18" -0.0903416064118368 -0.0940702159064711 -0.09641978855325 -0.0756628458984557 -0.0556442844363429 -0.0334026796137771
"DNPH1" -0.0620872086894127 -0.0638336005505489 -0.00536425977133373 -0.0444563400235553 0.0809135338239783 -0.09641978855325
"DOCK10" -0.0140767403465839 -0.0548191692702503 -0.00724228559243749 -0.0359541175942773 -0.09641978855325 0.104480726375587
"DOCK5" -0.0673681072181553 0.00258094606693051 -0.09641978855325 -0.0677851759282709 -0.09641978855325 -0.00432682473162003
"DOCK7" -0.0671571659841275 -0.0911257252848509 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DOCK9" -0.0773914083540704 -0.09641978855325 -0.0627328011285565 -0.0796120884320639 -0.0620354671557042 -0.09641978855325
"DOK3" -0.0805563790908384 0.0801957828253263 -0.0882968370362241 -0.0795035998106744 -0.0106805762235891 -0.09641978855325
"DOLK" -0.09641978855325 -0.0932759136522772 -0.09641978855325 -0.0563710179812875 -0.0784697367795891 -0.09641978855325
"DPP4" -0.059931285060485 -0.09641978855325 -0.00761311445340042 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DPP9" -0.0180577601884682 -0.0705543518887336 -0.0557521311622873 -0.0407473208549765 -0.0509590711100703 0.150362039637673
"DPY19L1" -0.0541560631179476 -0.0798540676168548 -0.0886288837841487 -0.09641978855325 -0.09641978855325 -0.0525622357502578
"DPYSL2" -0.0164330684872514 0.374632733013031 -0.0576767171471019 -0.0727659635456639 -0.09641978855325 -0.0369320002552892
"DRAM1" -0.0776640721131251 -0.0322235301579232 -0.09641978855325 -0.09641978855325 -0.0718803331257352 -0.09641978855325
"DRAXIN" -0.0856000563559252 -0.0889360844531892 -0.0887301104930247 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"DSC2" -0.09641978855325 -0.05195160657166 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.09641978855325
"DSE" -0.0781222473918606 0.0236696174625046 -0.0756982789400998 -0.09641978855325 0.00179995946095471 -0.09641978855325
"DSP" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0337769683108525 -0.09641978855325
"DSTN" 0.206745066609116 0.105202137155828 0.123592688741575 0.960223337993438 0.0520375692639692 0.660936259361011
"DTHD1" 0.00743607017322441 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DTX2" -0.0654719840132433 -0.0667819359961836 -0.0917428694280305 -0.0233009334137207 -0.0335216396553001 -0.09641978855325
"DTX3" -0.0349719173328354 -0.09641978855325 -0.0727839181852415 -0.09641978855325 -0.09641978855325 -0.0766532314584503
"DUS2" -0.0829482124456383 -0.0670051707228897 -0.0877986238074773 -0.09641978855325 -0.00452421512101047 -0.034852131332922
"DUSP2" 0.736869520030316 -0.0833103932697361 -0.0473732258233301 0.113670481121881 -0.0262113655007302 0.474976887887619
"DUSP3" -0.0811105800874093 0.0435185859124028 -0.0891020840738122 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DUSP5" -0.0832861097273866 -0.0909530276150166 -0.0611358285069174 -0.0832428020522829 -0.09641978855325 -0.09641978855325
"DUSP6" -0.0442138190296633 0.625526553005972 -0.081532490384579 -0.0626170413350046 0.0884823078274698 -0.0634087273036859
"DYNC2H1" -0.0834930986102868 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DYSF" -0.0836783986343837 -0.00562922427766607 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"DZANK1" -0.0894489218784509 -0.09641978855325 -0.0887978686142061 -0.09641978855325 -0.09641978855325 -0.030017720863314
"E2F3" -0.0269968760787808 0.00685955602304022 -0.09641978855325 -0.0599294870830965 -0.09641978855325 -0.09641978855325
"EAF2" -0.0925700599475884 -0.0786493696886629 -0.09641978855325 -0.09641978855325 0.186745357503534 -0.09641978855325
"EBF1" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0160121956414931 -0.09641978855325
"ECT2" -0.0891821533568955 -0.0913992153727332 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0641909330141584
"EDA" -0.09641978855325 -0.09641978855325 -0.0792413549789743 -0.09641978855325 -0.09641978855325 -0.09641978855325
"EDEM2" -0.059021734757608 -0.0429969303095224 -0.0619170353071715 0.0601725436240118 -0.09641978855325 -0.028554689312202
"EEPD1" -0.0780470045649577 -0.0850462577502571 -0.0584868782649828 -0.0832428020522829 -0.09641978855325 -0.09641978855325
"EFHD2" 0.166009030468348 0.41247996438957 -0.0785888822044968 0.583823689529826 -0.062167402273227 1.03956823844904
"EGR1" -0.0771492720214239 0.127902588860848 -0.0756982789400998 -0.084592876049457 -0.09641978855325 -0.09641978855325
"EIF5AL1" -0.0688337200070778 -0.0873289974614269 -0.0808602289713568 -0.0734082706637561 -0.0620354671557042 0.0391506696288918
"ELOVL6" -0.0756520656928318 -0.0920514059766042 -0.0867923291781905 -0.0540879005558021 -0.09641978855325 -0.0396965335009026
"ELP3" -0.0649326930208597 -0.0747488091045763 -0.0717796636967456 -0.0549831651279119 -0.0740944548255244 0.0146569352145818
"EMILIN2" -0.0801413004101578 0.0777409566039551 -0.0916970365372612 -0.0798249439214034 -0.0813624271004515 -0.0836295249694706
"EML5" -0.0852847130269744 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ENDOG" -0.0675446487052497 -0.0814760401146035 -0.0820058986025826 -0.045091895479338 -0.09641978855325 -0.09641978855325
"ENHO" -0.0801353892354088 -0.0836044516785027 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ENO2" -0.0722146815011126 -0.0950794483383292 -0.0590213826013328 -0.0603365729021826 -0.09641978855325 -0.09641978855325
"ENPP4" -0.0437502852937923 -0.0910057305569116 -0.0798099324970173 -0.021243300198495 -0.09641978855325 0.0036719895743147
"ENPP5" -0.0562847508273133 -0.09641978855325 -0.09641978855325 0.00470992594650897 -0.09641978855325 -0.09641978855325
"ENTPD5" -0.066248028418449 -0.0861358048653782 -0.0882178392096545 -0.0750484755027536 -0.09641978855325 -0.09641978855325
"EOMES" 0.312539672170437 -0.0892272702930997 -0.09641978855325 0.153977021357181 -0.09641978855325 0.150654028070691
"EPB41L3" -0.088115614968027 -0.0332347633241034 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"EPB41L4A" -0.0691931061539042 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"EPHA4" -0.09641978855325 -0.09641978855325 -0.061901000574065 -0.0422869119628964 -0.09641978855325 -0.0811177372334934
"EPHX2" -0.0889603690259392 -0.09641978855325 0.0274737725702342 -0.09641978855325 -0.0717499151015669 -0.0543646009339423
"EPOR" -0.088864088872237 -0.0812883489655855 -0.0786378715726459 -0.09641978855325 -0.09641978855325 -0.09641978855325
"EPS8L2" -0.0383422266687818 -0.09641978855325 -0.0658098292794734 -0.0770333727970326 -0.0813624271004515 -0.0699083144927194
"ERBB2" -0.09641978855325 -0.0921798636163585 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0331180488980207
"ERCC2" -0.0902267792932963 -0.0862274885136097 -0.081143088117222 -0.09641978855325 -0.09641978855325 -0.0444243759193588
"ERCC5" -0.0409506666787028 -0.0706315622579084 -0.0850648683180819 -0.0756628458984557 -0.057582076131323 0.0273550401247642
"EREG" -0.0787405111358973 -0.0904045377102344 -0.0829256939197881 -0.09641978855325 -0.0486834312037158 -0.09641978855325
"ERMARD" -0.0896967240845554 -0.0831537635353904 -0.0903305073889524 -0.09641978855325 -0.09641978855325 -0.0377674935929165
"ERMP1" -0.089782032947954 -0.0897229795396659 -0.0816326928408318 -0.09641978855325 -0.09641978855325 -0.0330746000420275
"ESAM" -0.0876327096533157 -0.0545033857029596 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"ESCO2" -0.0813614242145482 -0.0922468358735988 -0.0824552375633913 -0.0492414614048103 -0.09641978855325 -0.09641978855325
"ETHE1" -0.0496143564172157 0.143083072841948 -0.0124970811425605 0.282604232337847 -0.059066140760525 0.0183539531187936
"ETS2" -0.0397907244395422 0.122056592250505 -0.0472376966840936 -0.084592876049457 -0.09641978855325 -0.0640452768426953
"ETV2" -0.0813225480964661 -0.0809675573609286 -0.0630774318392084 -0.0697981115366232 -0.09641978855325 -0.09641978855325
"ETV6" -0.0883748837245607 0.00565678364467312 -0.0889794229488811 -0.084592876049457 -0.09641978855325 -0.09641978855325
"EVA1C" -0.0820910181388991 -0.089357488816622 -0.0779957363326448 0.00582125310752921 -0.09641978855325 -0.00711100161935519
"EVI5" -0.0897402617369788 0.00227015239381314 -0.09641978855325 -0.0851522061471682 -0.09641978855325 -0.09641978855325
"EXOC6B" -0.09641978855325 -0.085406777420161 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0613280170420379
"EXPH5" -0.0854437855344927 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"F11R" -0.0904896759719629 -0.0234032633618752 -0.0832430163747513 -0.09641978855325 -0.09641978855325 -0.0656315351528685
"F12" -0.089782032947954 -0.09641978855325 -0.0882178392096545 -0.0615432829585997 -0.09641978855325 -0.09641978855325
"F13A1" -0.067886483408617 0.180802305827593 -0.0831427029446428 -0.0746473523962673 -0.09641978855325 -0.0708392613856911
"F2R" 0.0144710678522624 -0.0674500541150961 -0.082536803719958 0.0657543311329298 -0.09641978855325 0.128842853791598
"F5" -0.0872971791017785 -0.0249752392967373 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FADS3" -0.0769314760211355 -0.0868184181615701 -0.0703602783386962 -0.0721784670355406 -0.0102719422247109 -0.09641978855325
"FAIM" -0.0785058279863204 -0.0936954069164727 -0.0878249815086109 -0.057885680568692 -0.0740944548255244 -0.09641978855325
"FAM102A" -0.0456750252346973 -0.09641978855325 0.0706586276912645 -0.0760042035820458 -0.09641978855325 -0.09641978855325
"FAM102B" -0.0810169449291077 -0.0573920238014428 -0.0882968370362241 -0.0714337654211195 -0.09641978855325 -0.09641978855325
"FAM120B" -0.0879729305503724 -0.0726806749065655 -0.0893132754607266 -0.0548861372695854 -0.09641978855325 -0.09641978855325
"FAM129B" -0.0900535076046341 -0.0623889389227765 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FAM129C" -0.09641978855325 -0.0932450049577488 -0.0911072503406188 -0.09641978855325 0.317612335648778 -0.09641978855325
"FAM134B" -0.0945159441392794 -0.0855264774751539 -0.0537394009293329 -0.09641978855325 -0.09641978855325 -0.0681432084565839
"FAM13A" -0.0653935703507858 -0.0525291313828901 0.0480694603958052 -0.09641978855325 -0.09641978855325 0.0137298827612877
"FAM153B" -0.09641978855325 -0.09641978855325 -0.0676587241535861 -0.0776901915415524 -0.0726931304635511 -0.09641978855325
"FAM153C" -0.0944527314477203 -0.0946817043563188 -0.0759621671765316 -0.09641978855325 -0.09641978855325 -0.0377674935929165
"FAM169A" -0.0881136241066229 -0.09641978855325 -0.0917428694280305 -0.0317334171579368 -0.09641978855325 -0.0656315351528685
"FAM173B" -0.0854437855344927 -0.0823114349821764 -0.089582614323374 -0.0728565459591129 -0.09641978855325 -0.09641978855325
"FAM177B" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0432372639317258 -0.09641978855325
"FAM179A" -0.0782474173779008 -0.09641978855325 -0.09641978855325 -0.000993762706859647 -0.0726931304635511 -0.09641978855325
"FAM198B" -0.0740219986392787 0.155631433825354 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0836295249694706
"FAM200A" -0.0699381563180417 -0.0908559344858666 -0.065669889380419 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FAM21C" -0.0896091938823314 -0.0937298098449369 -0.09641978855325 -0.0771442730233689 -0.09641978855325 -0.0592008746747147
"FAM26F" -0.02246559565039 0.469203592324346 -0.0442189186668945 -0.0609390510418708 0.431900231709366 0.00515249076295328
"FAM3C" -0.0615243828730076 -0.0679820573026297 -0.0620509807599308 -0.0391996763074109 0.278966505835732 0.00987615815502748
"FAM41C" -0.0888664101317396 -0.0889812577555561 -0.09641978855325 -0.09641978855325 0.0175230011782913 -0.09641978855325
"FAM43A" -0.0925488870337497 -0.0833856526644657 -0.0828345489077817 -0.09641978855325 0.0870442589118747 -0.0462544718254513
"FAM46C" -0.0732795047254939 -0.09041168332802 -0.0918262948644961 -0.09641978855325 -0.0128276553698607 -0.0658765809445715
"FAM50B" -0.0875903755564102 -0.0827307446159793 -0.0718577607388754 -0.0724494574183606 -0.0196956992196446 -0.0699083144927194
"FAM84B" -0.0781792581793544 -0.0894870284191657 -0.0746265244847981 -0.0577821271320266 -0.09641978855325 -0.09641978855325
"FANCD2" -0.0903340839091866 -0.0910260228082298 -0.0735003011354225 -0.0650971309940753 -0.0430946145415217 -0.09641978855325
"FASLG" -0.0320788544049543 -0.09641978855325 -0.09641978855325 -0.000284968623574949 -0.09641978855325 0.0730106787831923
"FBF1" -0.0769470153692572 -0.094897450688382 -0.08105094224336 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FBLN2" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0507856052028967 -0.09641978855325
"FBLN5" -0.0659415508873575 -0.094750632333035 -0.0587241360296169 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FBLN7" -0.0891821533568955 -0.09641978855325 -0.0617427393815233 -0.09641978855325 -0.0813624271004515 -0.09641978855325
"FBRSL1" -0.0578117877652807 -0.0866008450267494 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0772321092019408
"FBXL6" -0.0842572152861619 -0.0943326558166056 -0.090724259657385 -0.0364587096244643 -0.0745859061982703 -0.09641978855325
"FBXL8" -0.079933011072306 -0.0795716245471268 -0.0203082179592474 -0.0556892111505322 -0.09641978855325 -0.0613280170420379
"FBXW8" -0.0843125858267611 -0.0947306024583924 -0.0897502318806109 -0.09641978855325 -0.0263580974759903 -0.09641978855325
"FCER1A" -0.022232129943368 -0.0589374240183838 -0.0896943863103855 -0.0759451307088653 -0.0512477041948547 -0.09641978855325
"FCER1G" 0.296016223957219 4.10856478921991 0.152250092652583 0.108384322958898 0.139339337899878 2.70268820738053
"FCER2" -0.09641978855325 -0.0869418877808547 -0.09641978855325 -0.09641978855325 0.611701335758577 -0.09641978855325
"FCGBP" -0.0858039652535884 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FCGR1A" -0.0854470722876696 0.0822471224513451 -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.0592807816276779
"FCGR1B" -0.09641978855325 -0.0176204089635922 -0.09641978855325 -0.0822393441624297 -0.09641978855325 -0.0836295249694706
"FCGR2A" -0.0660952906197183 0.366459097076887 -0.0689728766972354 -0.0602508311938255 -0.09641978855325 -0.09641978855325
"FCGR2B" -0.09641978855325 -0.0803838558418801 -0.0829811874592893 -0.09641978855325 0.219537790482424 -0.09641978855325
"FCGR3A" 0.159535522363493 0.0395775179686679 -0.09641978855325 0.660845083057452 -0.062167402273227 1.70743460776612
"FCGRT" -0.0366423115545999 0.51783626502423 -0.0146893835557385 -0.0690623576614624 0.0150627208784448 -0.0836295249694706
"FCHSD1" -0.0762480234459701 -0.0922144787066168 -0.0886807159103942 -0.0347885135067486 -0.074248010808367 -0.0625128764777274
"FCHSD2" -0.0740910344272487 -0.0555722508638801 -0.0904553936363107 -0.0566220284237824 0.0524203494509035 -0.09641978855325
"FCN1" 0.182774067547928 4.05433206668802 0.205478983871392 0.0482573151986795 0.0617049217788413 0.0359501401302215
"FCRL1" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.132355590459432 -0.09641978855325
"FCRL2" -0.0906347893151285 -0.0868433403430281 -0.09641978855325 -0.0563989410848347 0.182713078590399 -0.09641978855325
"FCRL3" -0.0257850507414427 -0.094457444112198 -0.0886288837841487 -0.0742725530258028 0.167453515249917 -0.00394155186558152
"FCRL5" -0.09641978855325 -0.09641978855325 -0.09641978855325 -0.09641978855325 0.0742812506602921 -0.09641978855325
"FCRL6" 0.173245457769652 -0.08590443922916 -0.09641978855325 0.38749644947976 -0.09641978855325 0.133043630155225
"FCRLA" -0.0858039652535884 -0.0898480631927009 -0.09641978855325 -0.09641978855325 0.392363424088145 -0.09641978855325
"FDXR" -0.0759814839544705 -0.085397815552978 -0.09641978855325 -0.0303576356531052 -0.09641978855325 -0.0101484080897163
"FES" -0.0790701077208804 0.172594779562623 -0.0765921531697309 -0.065047794718748 -0.0726931304635511 0.0505666972812763
"FGD2" -0.0684776926765147 0.0501594028513468 -0.09641978855325 -0.0822393441624297 0.0977929942487223 -0.09641978855325
"FGD4" -0.0871626970898389 0.101408748380718 -0.0810299082383738 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FGF22" -0.09641978855325 -0.09641978855325 -0.0850536774851204 -0.09641978855325 -0.09641978855325 -0.09641978855325
"FGFBP2" 0.562988916344274 -0.0740037035449606 -0.0465583630575209 4.97262572212965 -0.09641978855325 4.60579567775536
