NAME	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells
CYGB	1.54498882772903	1	3.56460233276228	1	1	12.1088893332445
CYP17A1	1	1	2.18217842382515	9.26227774472866	1	12.1088893332445
CYP1B1	16.6186886181025	212.738158168277	1	5.07659099154922	1	1
CYP27A1	4.03246872622861	20.870890372516	1	1	1	1
CYSLTR1	8.0955678019586	18.6963772500565	33.2205751445381	1	80.5915983678679	28.0300119116517
CYTH3	17.8587899896732	3.62093425035435	2.56731459452005	1	1	1
DAAM1	9.3950626439093	8.8206506854346	9.37198924018654	7.85889873521907	40.30350638216	8.614522417154
DACT1	1	1	8.28096244286644	1	1	1
DAK	3.10130827453172	9.28867568968593	3.20017161338585	1	18.87079526605	1
DAPK1	4.09378528476426	31.5581384730505	4.0147542070895	1	1	1
DBN1	7.49259241475603	4.18822199493464	3.87392658841922	1	1	1
DBT	5.48571611282139	11.1552529046793	17.9726617619232	14.2987270545586	8.43356253484484	1
DCP1B	8.39613450946811	1.52963156180403	3.45107651280442	24.340677356415	26.1572327044025	12.1590952205595
DDIT4	142.36205125321	60.8558596425897	93.6864931603808	210.231604784155	148.417888110914	594.840016434428
DDR1.AS1	6.59059371926224	1.37625471541222	1	1	1	1
DDTL	3.28795255701578	2.10369436494765	1	10.2527480661756	1	1
DDX20	10.2055031695304	9.66516953739913	2.52998776009792	19.8675077817878	30.2060869809074	1
DDX47	5.28630357658101	3.1757324968749	4.55702262977797	6.92571523382873	12.8518518518518	1
DENND2A	1	1	1	10.2527480661756	1	1
DENND5A	6.7877629301128	40.8517673036929	5.25058489054041	1	1	22.5790481405505
DENND5B	1	1.34569444482855	1	1	28.182330576596	1
DENND6B	5.65843775810423	33.593680922432	2.76769640874798	1	1	1
DERL3	1	1	1	1	28.1153064380878	1
DESI2	8.54260577314187	11.9747676061927	10.2601955717456	49.7636577252305	8.3542930685788	7.81328863815986
DET1	3.67421150873665	1	1	1	8.5258701787394	12.1088893332445
DGKA	36.9385085179464	10.0247719179988	82.5243886017236	12.0063614795116	16.5003518374316	1
DGKH	13.852203504304	3.5630522712041	2.91974690056863	1	1	1
DGKQ	15.7778430372022	3.50147172340136	6.42093565349379	1	1	12.9551442985917
DHCR7	3.21499641170581	1	3.82711086232536	1	8.5258701787394	1
DHFRL1	3.43242717313043	5.80160385929516	6.7514619230461	9.33000133280022	1	1
DHRS7B	30.5727648220778	9.65746159941848	16.0327157796958	7.74695543635934	1	1
DHRSX	17.9372655703474	15.7984351605923	13.474187967249	6.00312695434646	1	59.5144677793136
DHX33	7.30426285358475	9.85256385035316	4.76493223436532	15.8977492271412	1	24.2547964083574
DISP1	3.74613618638575	2.47605598579611	1	1	1	15.7147544843214
DKFZP761J1410	3.27128529372404	18.8800516635821	1	1	1	1
DLEU7	1	8.99168639223251	1	1	1	1
DMKN	3.55489185142793	1	1	1	1	21.4200863991551
DMXL2	14.3862734356944	114.30942384167	10.8302453384952	5.88782442934649	1	5.408646237
DNAJB4	9.07652950505546	3.34213226699722	2.88458784063926	1	1	1
DNAJC18	3.09507447989776	1.80986873647519	1	8.15466233571107	15.0548137737175	22.7212208624814
DNPH1	12.8340171828173	12.2320574298776	32.3857186517668	18.9111603385962	62.1246108629497	1
DOCK10	29.3826339654024	15.3392208031941	31.7383862950124	21.8417716331523	1	70.2479317060846
DOCK5	11.0137565389127	35.1243331917733	1	10.8699980942663	1	32.7433097251647
DOCK7	11.0864653827558	2.82479836742904	1	1	1	1
DOCK9	7.55884815913465	1	12.6114894249784	6.7934071027171	12.8518518518518	1
DOK3	6.46792174956771	61.8772109388916	3.79988128503351	6.83080179355463	30.5532498860988	1
DOLK	1	2.0836549349421	1	14.8043176766484	7.18716163959784	1
DPP4	13.5771374892655	1	31.6105661565339	1	1	1
DPP9	28.0104254858521	9.91549726652988	15.0176403363295	20.1896135380481	16.6697490692347	86.0626549708995
DPY19L1	15.5677853221293	6.70999985974099	3.68542886298942	1	1	16.1171579743008
DPYSL2	28.5704366934349	163.365999185991	14.3542592649264	9.15318198309847	1	21.5047075308014
DRAM1	7.46486432154999	23.1276591487106	1	1	9.45844787481496	1
DRAXIN	4.72942835185799	3.57954057814697	3.6505372639034	1	1	12.1088893332445
DSC2	1	16.3276343270979	1	5.88782442934649	1	1
DSE	7.30693694927555	42.3933383363846	8.14244900291412	1	34.8551367331523	1
DSP	1	1	1	1	22.5922081611321	1
DSTN	105.497189533859	70.4965931117551	76.8355896080963	365.211864219099	52.17142173097	262.051296467478
DTHD1	36.7978346392748	1	1	1	1	1
DTX2	11.6673268408434	11.2158025354675	2.6120763866275	26.2031682891542	22.680216802168	1
DTX3	22.1803239591636	1	9.14699324009938	1	1	7.81328863815986
DUS2	5.64348626783593	11.1388562761966	3.97160924527068	1	32.6752716904748	22.2216127171555
DUSP2	288.224555659526	5.51864700109108	17.9057457495455	73.4155269175375	25.1999782153616	197.95339278387
DUSP3	6.27689549572468	49.2350331530537	3.52232255460828	1	1	1
DUSP5	5.52701723888164	2.88432512598774	13.1619462074258	5.54194486078939	1	1
DUSP6	18.9947543364925	249.846007057071	6.13146821568587	12.6513903992543	64.7334739884535	12.3785060021619
DYNC2H1	5.45567072176557	1	1	1	1	1
DYSF	5.3918000869972	32.2943886517141	1	1	1	1
DZANK1	3.40277183759185	1	3.62718187454681	1	1	23.8879744293551
E2F3	24.9292223993174	36.5991173163566	1	13.577757229914	1	1
EAF2	2.32695400838693	7.12524438953946	1	1	98.6035362708223	1
EBF1	1	1	1	1	28.7155063767572	1
ECT2	3.49472365946024	2.73052970448076	1	1	1	12.1088893332445
EDA	1	1	6.92119435527742	1	1	1
EDEM2	13.8906482698585	19.414200882043	12.8926738505506	54.9754471418283	1	24.3922633754095
EEPD1	7.33287222445687	4.92031590651565	14.0750067115827	5.54194486078939	1	1
EFCAB4A	3.43242717313043	3.13261066775958	1	1	14.2492801847719	13.0957011877979
EFHD2	91.4559798851343	176.411473432562	7.1460936799163	235.471543940502	12.8063754427391	392.561073602271
EGR1	7.64230956903998	78.3211590663188	8.14244900291412	5.07659099154922	1	1
EIF5AL1	10.5085778719948	4.13348365933179	6.36318844023551	8.93178663493952	12.8518518518518	47.7294662379783
ELOVL6	8.1583781397402	2.5057276405726	4.3184666029521	15.5912801173021	1	20.5518069896592
ELP3	11.8532137999859	8.46971955446351	9.49314738639178	15.2826934520549	8.69526741054252	39.2867778329739
EMILIN2	6.61099425559189	61.0310625923429	2.6278744192558	6.72003843865832	6.19008693395616	5.408646237
EML5	4.83812331122575	1	1	1	1	1
EMR2	5.50231794663417	47.9450675856128	1	1	1	1
ENDOG	10.9529048639136	6.15092592808364	5.96829023696825	18.6920922052315	1	1
ENHO	6.61303176468174	5.41728869140687	1	1	1	1
ENO2	9.3432021101519	1.46199875445136	13.8907696537868	13.4374397647817	1	1
ENPP4	19.1545287029068	2.86615907139924	6.7252126916515	26.9124091012775	1	35.5004024433353
ENPP5	14.8340529015133	1	1	35.8581663198611	1	1
ENTPD1.AS1	2.34346484958568	5.14983202725939	11.1162147814783	28.0029480531343	6.52104899930988	1
ENTPD5	11.3998338979228	4.54476244292602	3.82711086232536	8.36642823993929	1	1
EOMES	141.963286315032	3.47917240754751	1	87.3086946205237	1	86.1632997854525
EPB41L3	3.86234629865778	22.7790995382219	1	1	1	1
EPB41L4A	10.3847018960653	1	1	1	1	1
EPHA1.AS1	7.29626236336559	33.2833378697849	7.6373542028383	7.68225860340795	1	1
EPHA4	1	1	12.898200825449	19.6589354562408	1	6.27442851567033
EPHX2	3.57116998519006	1	43.7045837216576	1	9.5034013605442	15.4959049068638
EPOR	3.60435656766639	6.2156207541454	7.12920764843391	1	1	1
EPS8L2	21.0186198649423	1	11.5508757409972	7.68225860340795	6.19008693395616	10.1381783955186
ERBB2	1	2.46144987519218	1	1	1	45.6500962148201
ERCC2	3.13465397259104	4.51316021924056	6.26569037845972	1	1	18.9221779714043
ERCC5	20.1195227385342	9.88888380377437	4.91390107313306	8.15466233571107	14.3868808567604	43.6636581108989
EREG	7.09382905585592	3.07338283687159	5.65124812619027	1	17.4541341011929	1
ERMARD	3.31735747092875	5.57263534029944	3.09890017630762	1	1	21.2167232734918
ERMP1	3.28795255701578	3.30830753911025	6.0969296638567	1	1	22.8343058477873
ESAM	4.02879780957342	15.4480675072924	1	1	1	1
ESCO2	6.19043261636801	2.43836536345152	5.81340863458916	17.2617879677397	1	1
ETHE1	17.1332556523211	83.5536848184846	29.9271230261589	131.644909112997	13.8753420678887	40.5610943444956
ETS2	20.5193405338686	76.3061160776516	17.9524609736521	5.07659099154922	1	12.1590952205595
ETV2	6.20383273518253	6.32619366700745	12.4926994660602	10.176163996403	1	1
ETV6	3.77297955336931	36.1845364998533	3.56460233276228	5.07659099154922	1	1
EVA1C	5.93895058176734	3.43428768723239	7.35054375233299	36.2412270968666	1	31.7836382626608
EVI5	3.30235057867301	35.0172064427038	1	4.88379679975144	1	1
EXOC6B	1	4.79604921915028	1	1	1	13.0957011877979
EXPH5	4.78329297820823	1	1	1	1	1
F11R	3.04403672725192	26.1678964170846	5.54187098647571	1	1	11.612331529237
F12	3.28795255701578	1	3.82711086232536	13.0215016791804	1	1
F13A1	10.8350786542499	96.5550395970976	5.57644778962534	8.50469043151971	1	9.81729247400001
F2R	39.2227116437118	10.9855104534067	5.78529378559807	56.8994205092054	1	78.6452568006291
F5	4.14445105579022	25.6260556845235	1	1	1	1
FADS3	7.71738116633862	4.30947405188777	9.98239202756972	9.35568479014698	30.6941009897265	1
FAIM	7.17472144540619	1.93906077638325	3.96252407050807	14.2822321486571	8.69526741054252	1
FAIM3	56.8196620597416	3.39539878730204	74.5665560693761	29.904195900347	236.605988623284	100.302384943161
FAM102A	18.4910945647366	1	58.5898710949505	8.03700054888605	1	1
FAM102B	6.30917038088194	14.4523895527674	3.79988128503351	9.61237425933581	1	1
FAM120B	3.91152785905728	9.18257992594438	3.44952748614792	15.3161377591009	1	1
FAM129B	3.19437858836582	12.7300144897379	1	1	1	1
FAM129C	1	2.09430878104389	2.83116645303058	1	143.71177090324	1
FAM134B	1.65623170754115	4.7547900853133	15.7114036438241	1	1	10.7465886939571
FAM13A	11.6943550639647	16.128568641772	50.8036635049532	1	1	38.9672342768192
FAM153B	1	1	10.9135844626765	7.4558612764529	9.17828664894704	1
FAM153C	1.67802034332238	1.59909620346745	8.05148997983274	1	1	21.2167232734918
FAM169A	3.86303252404947	1	2.6120763866275	23.2965950599169	1	11.612331529237
FAM173B	4.78329297820823	5.86297561218827	3.35668969938066	9.12195934147154	1	1
FAM177B	1	1	1	1	49.1380649331751	1
FAM179A	7.26379239761508	1	1	33.892175130236	9.17828664894704	1
FAM198B	8.72024216503034	87.8789502102134	1	1	1	5.408646237
FAM200A	10.1278922860846	2.91779193108223	11.5991112996572	1	1	1
FAM21C	3.34752805296023	1.92720251090481	1	7.64403266206456	1	13.8289009480558
FAM26F	26.491098921921	195.963408950199	18.9929965543841	13.2297729746477	183.105400252767	36.0107129581587
FAM3C	13.0280163057695	10.802135510785	12.8465045036562	20.723067541255	130.391029617103	37.6389028962705
FAM41C	3.6035564581218	3.5639698975126	1	1	40.2746754508092	1
FAM43A	2.33425205086353	5.49270601518408	5.68266468860677	1	64.2377962489892	18.2913664656918
FAM46C	8.97617066701634	3.07091983047964	2.583320666768	1	29.8131781638275	11.5278672646495
FAM50B	4.04338985107409	5.71844474876282	9.46622829839558	9.26227774472866	27.4458480868852	10.1381783955186
FAM84B	7.28728603339673	3.38963698261199	8.51186955593118	14.3179257421388	1	1
FAM86A	6.23459543002908	5.75845075565124	12.3210373944764	10.176163996403	1	24.211857644354
FANCD2	3.09766739385803	2.85916458244063	8.90006486549014	11.7965340570636	19.3805303310808	1
FASLG	23.1775270978528	1	1	34.1364877159472	1	59.4005941209255
FBF1	7.71202494453963	1.52473110154701	6.29745192562378	1	1	1
FBLN2	1	1	1	1	16.7295406297369	1
FBLN5	11.5054729260258	1.57533757932467	13.9932268839504	1	1	1
FBLN7	3.49472365946024	1	12.9527515081923	1	6.19008693395616	1
FBRSL1	14.3077020873778	4.38446883020616	1	1	1	7.61375661375663
FBXL6	5.19228912015436	1.71940893362014	2.96317862177008	21.6678449786676	8.5258701787394	1
FBXL8	6.68278902350364	6.80735450519976	27.2347204256956	15.0393280889891	1	13.0957011877979
FBXW8	5.17320357716657	1.58224163027656	3.2989139930297	1	25.1494015117354	1
FCER1A	26.5715716740257	13.9197091426689	3.31816327287564	8.05736224028907	16.5702608018684	1
FCER1G	136.267857342024	1450.40636399025	86.7134435777891	71.5934533425273	82.2632655197291	965.818031497017
FCER2	1	4.26691559569353	1	1	245.080625046435	1
FCGBP	4.65914346769708	1	1	1	1	1
FCGR1A	4.78216007489234	62.5842824283741	1	1	1	13.8013580060997
FCGR1B	1	28.1611750633856	1	5.88782442934649	1	5.408646237
FCGR2A	11.4524807348868	160.548647606295	10.4606122757897	13.4669938750177	1	1
FCGR2B	1	6.5273883873999	5.63212018699673	1	109.90668380234	1
FCGR3A	89.2246414174228	47.8765956004498	1	262.019869119249	12.8063754427391	622.766380679964
FCGRT	21.6045596559613	212.726491906949	29.1714634010922	10.4297692901359	39.4266471506232	5.408646237
FCHSD1	7.9529588464962	2.44951848015788	3.66756296782386	22.2435409978456	8.642338555598	12.6872947418861
FCHSD2	8.696446379677	15.0796428584424	3.05585342587415	14.7177974704381	52.3033613442291	1
FCN1	97.2346815631664	1431.71301286841	105.060786416688	50.8684147404824	55.5036390075939	46.6262831613907
FCRL1	1	1	1	1	79.8560538409544	1
FCRL2	2.99401794616152	4.30088368306675	1	14.794692926965	97.2136594211013	1
FCRL3	25.3469236592142	1.67639594595326	3.68542886298942	8.63387915569297	91.9538759882879	32.8761085341926
FCRL5	1	1	1	1	59.8385445891174	1
FCRL6	93.9502871980561	4.62451132650477	1	167.79996372655	1	80.0932126450631
FCRLA	4.65914346769708	3.26519274537274	1	1	169.477549896083	1
FDXR	8.04483172452678	4.79913826432703	1	23.7708099902411	1	30.7366816836909
FES	6.98022117478329	93.7260064387014	7.83434157158546	11.8135396631752	9.17828664894704	51.6644302847709
FGD2	10.6312961053506	51.5240409140517	1	5.88782442934649	67.9427528579678	1
FGD4	4.19080534802185	69.1890587486578	6.30470208793074	1	1	1
FGF22	1	1	4.91775841534508	1	1	1
FGFBP2	228.29005437998	8.72654825858289	18.1866189029895	1748.23751934206	1	1621.7957236624
FGL2	33.6736420520169	587.402771952071	28.1501853430611	43.6287672508438	25.63242075014	45.9756607198881
FHIT	2.43224206036614	4.54688001974457	61.0851089942395	1	1	29.2941459412048
FHL2	11.4132198396501	6.65401492003931	3.52232255460828	1	1	15.4959049068638
FHL3	1.91557652022325	19.9651526729426	3.82711086232536	5.88782442934649	1	16.5053883886966
FKBP14	3.24909136708769	1.85189469900005	2.87425966743136	15.9701048178022	1	1
FLNB	1	4.32760224008139	7.95808800873	1	11.6674772485571	1
FLT3LG	41.0156675935937	6.39533815104123	93.9343030425574	41.9680247021103	21.351055711015	7.81328863815986
FLYWCH1	18.5080069123193	5.70921650944124	5.46587497387457	1	1	52.4968651383181
FOLR3	3.37316613586851	29.997445471435	2.87425966743136	1	1	1
FOS	133.042124125206	1073.45819524192	61.5921410352727	63.647334804699	43.138430570296	57.4465736999848
FOSB	10.0604878166641	8.37405271085099	4.47724490931345	1	1	1
FOXO4	9.47734424011524	7.45071712090257	1	1	1	1
FPR1	17.5874664199801	264.192468530255	4.89963911523646	10.775648858693	1	1
FPR2	5.39038281152731	62.086712855659	1	1	1	1
FRMD4B	12.6507969330825	41.0755343712673	11.1448893671759	6.95029126675751	1	1
FRMPD3	1	1	1	16.8961569004216	11.1755278555075	13.6449426551851
FRS3	1	1	3.79248486473203	1	18.041938785808	5.408646237
FSD1	1.54498882772903	2.17355878179904	1	1	1	58.1883960340569
FTSJ1	20.5759882687238	9.95764580078609	7.64333764335939	1	7.6934404283802	50.3561552378625
FTSJ3	6.24734050877801	10.2323393267406	16.5777503173922	33.8300582366712	1	6.27442851567033
FUT11	37.9463213381957	22.7185687078684	15.2809776138841	51.7244955162574	1	18.3841995010735
FUT2	5.87984145131065	2.71314720559993	1	1	1	12.9551442985917
FUT7	2.46056534795229	10.8381836635983	13.4121097543543	10.176163996403	1	28.1425368035901
FXR2	9.98121755776375	10.5987940216765	2.00266508379272	8.05736224028907	1	1
FXYD1	3.81267051815016	3.76595051401121	19.8558769509377	5.54194486078939	17.4541341011929	1
FXYD2	3.10130827453172	4.38775192170228	14.7443945158172	1	1	1
FXYD6	1.67802034332238	16.9119572074142	1	1	1	5.408646237
FXYD7	1	1	3.05585342587415	8.467925261004	32.8618924429208	1
FYCO1	11.130489670859	6.42215037525095	1	7.4558612764529	1	26.9772301750899
FYN	250.848673090708	56.7403744068412	82.5239588876401	131.192327097202	6.19008693395616	277.658026349959
FZD6	1	3.03818540353523	5.49228810791457	1	1	1
FZR1	17.7220923275997	7.75294001122686	2.33118568709149	15.4431760528904	9.298755186722	1
GAB2	2.39541550856382	21.685960039631	6.30470208793074	1	1	1
GABARAPL1	71.3911629431749	16.0606606078527	6.90047293825322	49.9885518982739	1	53.8180340372504
GALT	30.2215963740057	9.47400954418738	74.0076320413315	9.54000136640022	24.1375892720254	41.8139580137587
GAMT	26.677380211635	2.5042412080862	19.3761701731887	1	6.19008693395616	13.9093889986187
GAPT	10.7494652141186	71.9171739620555	1	5.88782442934649	105.895952443085	1
GAS7	9.41966356432595	87.8174525913431	3.79248486473203	8.65304170142422	1	16.4310490877566
GAS8	1.79663247520083	1	1	1	19.2020006464111	1
GATA3	42.9993244820911	2.97471343360614	47.746872349932	49.7911495167738	1	55.0307689444413
GATM	3.57116998519006	2.87942184129796	1	10.2527480661756	6.5540127742294	1
GBA2	13.3045808843634	9.3872153998194	6.63002419194288	1	1	1
GBP5	98.5645914298798	7.73401632883003	37.8768676342245	63.8853913202261	1	37.6601754756523
GCA	37.6130771592436	390.877175262841	24.3114893151874	30.3535155383498	74.5155011058551	26.0503542993332
GCAT	1	1.34789772363562	6.09139885776173	1	1	1
GCHFR	28.56495575472	45.3729283496278	26.9470033672044	8.15466233571107	24.8222615603091	131.461552970907
GCN1L1	18.3812937820527	11.8175949135512	5.65861657722123	7.46441661872224	7.17188705446692	1
GCSAM	15.2414895589491	1	13.9316641198061	6.92859598989768	1	1
GFI1	24.5094473935064	1.62516996808507	6.67874909587164	27.4976490698087	1	22.9790645663204
GFOD1	28.6693261166372	3.86850905063744	1	16.1209669624282	31.7112454786319	83.1434475429207
GGA1	207.218987550697	24.1114748922251	59.2642782165963	58.0024803593897	51.2815623804964	39.2110589038986
GGH	7.56943896991197	3.4135895094096	1	14.047402647763	9.298755186722	1
GIGYF2	19.3500829211387	19.2271448433141	5.94808853375998	22.1370835697928	9.89284126278345	51.8997951986341
GIMAP5	211.734747332678	28.5644489091954	126.16212282245	104.049601366776	1	124.257744106463
GIMAP7	360.279417154339	109.044593501442	355.059877437339	417.577727165789	7.17951490807972	233.793711268714
GIN1	14.0587530258297	2.7053522287552	1	5.9735407631401	1	12.3785060021619
GIPC1	22.4383486378492	3.14690866621152	9.06456417490522	30.1422500191785	1	1
GK5	13.4623454630363	2.60840229358167	1	16.3060834028485	1	1
GKAP1	8.39656832741568	2.08270507112172	4.87942855561343	1	26.1572327044025	1
GLA	3.97475587475789	19.7509764305973	4.82119848069149	1	1	1
GLB1L2	7.71981578919807	1	1	15.8115460665999	1	1
GLCCI1	16.2832357777461	4.12101582990311	6.47728484502834	23.5377025170085	1	31.3174249139245
GLE1	10.0878865987935	11.0841009859967	9.06501147858341	46.1281970598681	9.298755186722	1
GLT1D1	1	22.3027531411511	3.13473599719922	5.88782442934649	1	1
GNA15	2.61016935452471	18.559904144517	1	1	1	5.408646237
GNAQ	14.446937576274	122.073999661589	19.5242819993717	1	11.3801738679123	1
GNB4	2.92573704174993	21.9398301613041	1	1	18.4058646260812	1
GNG11	21.4865798913877	295.170477655778	15.6041128026455	15.5013813217672	9.89284126278345	31.3621231405715
GNG7	2.22300917105141	4.37840445331208	1	8.50469043151971	74.8749252444711	1
GNGT2	17.3065375961853	14.1264720841177	1	14.4292140397673	1	46.5095077179361
GNLY	485.54026079781	45.9074058711923	32.0721810883269	6397.2034044291	60.6850035392299	10915.1038201612
GNPTAB	48.2555100705167	18.3726783734849	17.020272274159	107.218644849737	11.9289617486339	230.106290744878
GNS	21.1227084449164	102.939074809373	12.8596683168889	22.3331066112173	1	23.6559776925758
GOLGA8A	25.7194838852775	1.59582647388105	15.5472670036259	55.3569422081887	17.967563730907	9.39271176909971
GOLGA8Q	3.57116998519006	2.91277169429474	1	8.63387915569297	1	33.7296024293477
GOLIM4	6.05356066382529	12.8576772190793	8.14244900291412	1	12.1358574610245	51.1208822193648
GOLM1	1	9.94952748190834	1	17.2897486150617	1	12.9551442985917
GOLPH3L	19.590517608835	1.79570193642023	3.98255729846056	6.68404658644583	9.45844787481496	1
GORAB	3.6035564581218	2.36850595139038	1	6.68404658644583	1	1
GP1BA	1	8.69756328456787	3.05585342587415	8.65304170142422	11.5596620908131	1
GP9	7.90132455956715	94.1493903750306	6.42093565349379	8.50469043151971	1	25.0508454863895
GPALPP1	6.12466997697441	9.99348681178084	19.6720885856904	1	1	26.4200666005745
GPATCH11	11.3323214154228	8.16549864103256	5.48439231120938	29.4464712016812	19.4742830422295	1
GPBAR1	6.08346848699672	54.8262454505567	2.00266508379272	1	1	1
GPHN	2.97312602355913	4.04176196317762	3.81615572214681	16.392685339033	6.19008693395616	5.408646237
GPR114	17.9353641884533	3.74125061335483	1	31.3084498542538	1	33.9658314991212
GPR137	2.45286418274198	8.8577477932038	6.70783585976419	10.0797179458957	58.0642122076063	1
GPR137B	24.2715078806899	11.9067190017234	5.46204965315118	21.8112059864206	1	7.61375661375663
GPR141	1	8.6540659828947	8.14244900291412	17.7343336008073	1	1
GPR146	3.12768673642642	2.1059085001717	10.8049443019456	1	1	12.1088893332445
GPR171	88.5261691404384	1.33809323529531	75.6704792910299	27.6815045959764	6.19008693395616	15.8683408418454
GPR18	19.729818346952	3.12046460827899	5.76079554689572	8.05736224028907	52.6128375208361	28.8312456906458
GPR183	24.5367520348203	9.39104419275469	78.757581254431	1	94.0484581691493	14.6718482971713
GPR34	3.11026240368852	18.8817894101135	1	1	1	1
GPR55	21.721008202596	1	1	7.41679660679795	1	1
GPR56	82.3754278365374	2.05580566418623	1	185.869911459777	1	306.91237943397
GPR68	19.1863112790969	2.47378070437875	1	28.0932547741348	1	1
GPR75.ASB3	4.86816510468532	4.25172984611526	6.42093565349379	7.57064760302776	12.7130307467057	1
GRAMD3	1.5499757460696	2.42545780434486	7.73193138500014	5.9735407631401	1	12.3785060021619
GRAMD4	5.77372500089299	22.9400434948808	4.27638968068306	1	1	1
GRAP	7.04106093236511	1	10.825186814723	1	15.1539965667719	1
GRN	66.4903379516519	629.059176543878	40.8952909938206	81.502881121539	150.329602427095	36.8885548879668
GS1.124K5.11	5.50767271999372	6.64555621588481	6.72991233629687	17.8286079307969	40.6941776218032	30.5114844030591
GSAP	28.3234147477163	39.3374870285346	4.60009683661122	27.1402773503119	27.6296619567004	145.864593426195
GSN	16.2419017117905	41.5664298593855	3.96252407050807	9.04427569341657	8.642338555598	66.8106250134016
GSTM2	1	1	1	1	1	12.1088893332445
GSTM3	3.51769942697161	2.64542772227358	3.81206940187284	1	1	19.9836171384095
GSTM4	10.4897057023334	8.38231246256817	2.33118568709149	14.6076481519138	1	1
GSTT1	1	3.8495798939262	7.30845130994158	1	16.7295406297369	1
GTF2IRD2	19.5140315809725	5.22404286851758	9.52352828952731	9.04427569341657	1	29.122275654546
GTF3C1	12.1513568556235	3.88109140841341	9.9257496472641	44.200720656787	15.9142431021626	123.655547161499
GTSCR1	1	1	7.19989708170844	1	1	1
GTSF1	13.3756579017059	1	3.65902286227857	1	1	10.7465886939571
GUCD1	26.2825901146093	20.1535565627063	11.3520360105229	14.5217788590113	64.8421541269238	30.1492017325201
GUCY1A3	1	1	1	1	1	10.7465886939571
GZMA	999.805838986006	24.2647103242976	76.9337222289969	1230.10503543486	8.69526741054252	1545.21445441126
GZMB	267.024928737717	16.3663851639828	21.1916779781725	1485.67081940606	131.642964505728	1881.42434943634
GZMH	1049.18317917678	26.8322092047069	28.9634969183406	1857.92932430248	24.0686240399038	781.700548789748
GZMK	745.58997064761	12.1587772165857	56.2073386548684	13.9378980113708	12.1358574610245	120.516753663461
GZMM	434.889672347645	6.19642275944086	116.15360693996	475.545195280032	7.70465973851828	434.147646075798
H1F0	1	7.31350803705003	6.30470208793074	1	1	1
H1FX.AS1	10.0380352223839	1	1	1	1	11.5669149891689
H2AFX	8.39262716342127	3.83312080993322	2.87577141099277	13.9143315934769	1	51.2855585245552
HACL1	16.8073061867688	3.05709985756133	6.42947785749304	1	1	1
HAL	2.15520396281168	21.4935579937788	1	1	1	13.0957011877979
HAPLN3	2.87989713202893	1.7444275872953	18.7343401365536	1	1	1
HAR1A	1	1	10.9791887215665	1	1	1
HARBI1	10.343127749296	1.56280606097103	1	1	1	1
HAUS3	10.4471945956325	6.26130329312591	20.4578997237508	35.249008272676	9.17828664894704	1
HAUS5	5.60375175574454	1.52963156180403	16.2674695738237	9.27910519431061	1	1
HAVCR2	8.91318000340852	19.5825782876718	4.98930645397995	13.5408661307707	1	59.6697434747173
HCK	9.47950925729812	155.572341138457	6.85627824244035	5.88782442934649	33.3199669922452	18.0535888921851
HEATR1	3.54110233019084	5.8062319168349	16.6267730173219	7.85889873521907	1	1
HECTD3	12.8645651366262	8.11201576401008	6.26688833918794	23.3572132776837	1	1
HELLS	20.8242855069455	1	18.3855028899611	37.8579274785253	23.6260211556598	1
HEMGN	3.59796942709578	11.9324225298581	19.181786119772	1	12.1358574610245	1
HEMK1	14.6199651981713	4.122496679249	5.11728887304021	7.31217492299146	1	29.7554635380722
HENMT1	42.3534996359451	15.3758177821735	15.2802905335516	72.7840380009784	9.298755186722	34.1034378516937
HES2	1	1	1	1	1	13.0957011877979
HGF	1	14.8966772860805	1	1	1	1
HHEX	13.0163796327879	76.4315906418602	2.18217842382515	7.73577572561144	104.534767131962	1
HHLA3	4.07942451714624	1.76329526779833	8.9965597395962	9.26227774472866	1	1
HIATL2	3.54034060886884	3.76226988303872	3.87392658841922	6.92571523382873	1	19.7684329367515
HIP1	4.59430290600137	11.5531674005588	1	6.68404658644583	6.19008693395616	40.4030352744492
HIST1H1E	11.8047152674953	5.35290300944386	9.47473100709051	1	6.19008693395616	29.7637666937742
HIST1H2BN	7.8141714803842	1	3.81206940187284	8.65304170142422	1	13.8289009480558
HIVEP2	12.0563156381586	1.6857139026944	4.6967386112418	1	1	1
HK2	10.0642812107692	27.3761182660212	1	1	1	1
HK3	3.98635700325819	41.392349396028	1	1	1	5.408646237
HLA.DMA	68.955422848399	183.103795958059	26.0649801526412	37.4717361801934	318.264714189717	11.673497705198
HLA.DMB	33.9836678527164	129.338369817657	10.105701154281	16.7663406790398	334.761698510727	18.634584948
HLA.DOA	2.75618319968035	4.28531424778837	3.56460233276228	1	46.4683805884947	1
HLA.DOB	1	1	1	1	146.04596235726	1
HLA.DPA1	344.575714094121	439.506871983449	92.797076961632	352.715595956638	1785.90941939895	122.034830619047
HLA.DPB1	433.354595339973	625.2063022971	128.857653482198	443.981498167668	1926.12353121022	245.290906245567
HLA.DQA1	107.29286830079	140.159092762491	11.4505584303674	161.031963357943	1033.79439281033	24.899436416198
HLA.DQA2	103.263361160624	110.920364721479	14.0297789304171	116.088605503131	739.678204759752	20.490790179198
HLA.DQB1	99.4366463220436	93.041036728561	32.9315004546136	68.1535418533499	700.787679938469	47.0423315391263
