NAME	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells
MED24	18.1257066776949	4.82277914684251	14.2684796225206	15.9177921368014	1	1
MED27	10.9965532603074	2.23566949874784	4.86309201885189	29.5746068025418	6.19008693395616	12.9551442985917
MED9	7.01293268183252	3.68090149357872	4.91775841534508	16.5397509980317	1	1
MEF2BNB.MEF2B	3.15090768304224	1.54496595870139	6.30470208793074	1	1	1
MEF2C	21.488628554735	205.392265834178	1	16.5351871990058	351.779834638299	23.267984553804
MEF2C.AS1	1	1.82845991786648	1	1	14.2934529744101	1
MEFV	1.91557652022325	33.0701909228841	3.31493270490627	1	1	1
MEGF9	20.918816626727	187.606534272481	3.6505372639034	20.804299345339	7.18716163959784	27.8231024313669
MEIS2	1	1	1	19.7551026604083	1	1
MEPCE	9.92983937316865	16.8997339109165	5.16523256481905	1	33.8091768647802	12.9783431555747
METAP1D	1	1.83511421439553	15.2932903815609	1	24.7926920072003	1
METRNL	3.1569295676219	12.1811651802869	1	8.15466233571107	1	9.81729247400001
METTL1	1	3.79611145831272	1	1	22.680216802168	1
METTL18	15.5794252854923	4.90737098772805	11.7617638419101	13.9944335263994	36.1072626603282	13.6449426551851
METTL25	8.78153504032897	12.9636517247318	6.50200695900809	15.0943627891751	1	1
METTL6	16.9890136585667	8.12394636748736	4.83911675951566	1	1	40.2311649877904
METTL8	9.39421800072983	7.98945425260535	14.3647378029501	1	89.695347355869	9.39271176909971
MFAP3L	1.65623170754115	14.2350469973158	1	1	1	1
MFN1	4.41854629737251	6.92811071939866	7.33615049710667	1	58.668758477384	7.81328863815986
MGST1	14.3058235283964	203.157664866279	11.416211508624	5.07659099154922	11.5596620908131	23.043231185
MIAT	64.8238986632327	2.62654825953873	59.5616790618333	116.087999995179	26.6562993752332	1
MIB2	76.1229257856902	10.3095007010163	19.1282382632486	88.4737581618228	16.7004208381978	199.436901540099
MICAL2	22.0698743928783	20.8919931498326	11.6167266088484	9.46883468834688	1	1
MICAL3	3.71186440677966	2.29193840997764	7.73112524921788	8.06349374527629	19.7821514753112	22.7823870384424
MIER2	7.63640938018544	9.01776290587284	15.0221055587913	1	1	1
MILR1	2.32695400838693	17.4747310344512	1	1	48.1281009549346	11.5669149891689
MIR29A	13.558409224293	1	14.1216622979796	1	1	13.6449426551851
MIR4458HG	9.18182333532106	8.72486027600865	10.0779432750466	1	1	1
MLLT11	9.60589776446308	4.50457626989686	14.2235238440351	1	1	30.7594288148635
MLLT3	26.2297811125284	5.31141924842084	54.8154808779572	14.1710736582105	12.1358574610245	10.7465886939571
MLXIPL	5.71896256161852	1.5579164720933	4.02916869218038	1	1	1
MMP23B	19.2030558818686	2.92355991592391	1	66.4315160205192	11.3801738679123	55.1354790983181
MNDA	99.4249701486165	1191.52014597514	56.5214229045834	18.3687471508809	76.0740269018547	29.6569877987567
MOB3B	1	5.48800430045272	1	1	19.0237389063188	1
MOCOS	8.0241604692873	1	1	5.54194486078939	1	1
MOCS3	1.5499757460696	3.11336463535552	2.61498708010336	1	42.9152486122034	16.1171579743008
MORC2	6.75013550263714	3.36933139397495	27.8081176118418	20.7119428090833	7.17188705446692	1
MORC2.AS1	11.0723483380575	3.16629590564874	30.47684982388	6.00312695434646	1	1
MOSPD2	9.30188822651672	34.6810950676097	1	20.3314428773497	1	1
MPEG1	33.737335340097	361.768111893242	23.5118212523908	22.9009343866861	83.697612462931	31.4066103139256
MPHOSPH9	26.1645093231975	8.44226176447719	22.8145510625883	27.9051864798135	7.17951490807972	87.347894089023
MPI	3.28795255701578	8.67743437467153	16.3563195540662	20.0536822857157	1	1
MPND	10.5753769652294	14.1602849115153	3.13473599719922	8.30903323417412	1	29.122275654546
MPP6	3.19037897937101	1.85658665517587	3.81411107859249	1	19.7327950043615	11.5669149891689
MPP7	3.52708402301668	28.4369729847197	19.7198474455948	7.73577572561144	1	10.7465886939571
MPRIP.AS1	13.4000319399433	2.02147654434485	9.84292370054105	1	1	1
MPV17L2	9.59451397736409	3.85683195323682	2.79443008900373	14.6158332213853	31.9739681826117	1
MPZL1	3.97741600085946	19.8251021578779	5.48552710824268	1	1	1
MREG	1	1	2.87425966743136	9.46883468834688	1	12.1088893332445
MRPL38	10.459192559656	4.08249204576577	9.221045598088	1	1	1
MS4A1	19.4749746212118	2.79143921360118	4.21657177779922	17.26541596076	799.311046033428	16.1171579743008
MS4A6A	53.9330442044199	573.871100800831	21.8774226312652	37.6723179617892	6.19008693395616	40.2532354280998
MS4A7	8.85546314524552	162.552740509409	1	1	33.852500114945	5.408646237
MSC	38.4765241470339	1.83511421439553	3.31493270490627	45.2604928092043	1	1
MSH2	27.8056981252191	2.46734281823731	4.86309201885189	6.00312695434646	20.9868934027903	1
MSRB1	41.4169874033848	205.780706695815	21.6173860779485	16.6084480829603	18.3729008511617	16.0862560889352
MT1E	47.0154077305429	16.1467201378196	7.01013833605737	20.3635844616334	1	22.9670793435744
MTAP	10.4882695239516	7.8802065616905	10.6103809845075	14.4295463382468	42.8613659446285	1
MTBP	1	1.4535534095424	7.27641203432709	1	1	1
MTERFD1	4.02555382762815	5.26087249255434	3.49847592968289	23.2199703602896	1	1
MTERFD3	14.3502763470385	1.9014888990657	3.42399561741592	21.0838981194591	1	13.8289009480558
MTG2	13.0516501682253	8.16604878161892	8.02226122191685	1	26.7884943609785	8.614522417154
MTHFD1	7.04831175764047	5.65959626415711	8.03249547868705	8.23746109864659	58.7250679017835	1
MTHFSD	13.4093559600928	5.16502961598606	3.66756296782386	6.97360859721749	1	1
MTMR1	6.41426402159397	4.50362945854907	1	7.73577572561144	3.97220983801457	22.0376544242848
MTMR10	6.83809345718045	21.9426372751201	3.2989139930297	23.8688318261304	1	1
MTMR11	8.90907724795748	65.9204969067832	1	1	1	1
MTRNR2L2	3.98528314517003	66.1907439289549	16.6924502749766	1	12.037527593819	1
MTRR	11.2518222788121	12.0160540823417	15.9965997740074	19.9193879298546	1	1
MUC20	1	1.69237549184624	3.63850850391291	1	1	1
MUL1	8.60443362314134	4.22347644009546	4.21577352773074	1	20.078265447317	1
MUM1	10.0009479596029	4.01045502406245	7.75021535566121	14.764894510627	15.7262209833558	55.7569822686089
MUT	8.26959855641771	12.0937474955236	3.66756296782386	20.8900948457366	1	1
MVB12B	10.9560087579529	2.30883606669961	1	1	8.5258701787394	1
MXD1	15.094077236097	87.3417283785104	11.0588027779919	20.5851973303158	25.1494015117354	1
MXRA7	4.72637394800174	1.54496595870139	1	17.7574384976954	1	1
MYB	4.95453862397874	1	8.16829039623207	1	1	1
MYBBP1A	3.24909136708769	1.892863682337	3.44952748614792	21.4103598778418	7.18716163959784	1
MYBL1	56.4133240771531	1.63786331099536	5.72415413418713	54.5312764223298	1	57.6211012204936
MYBL2	2.99401794616152	1	1	1	29.9386343847716	1
MYC	27.832242554462	35.5371846246723	153.237768942193	5.07659099154922	122.544185541152	18.3841995010735
MYCL	1.65623170754115	26.8799310924602	1	1	1	1
MYEF2	1.54498882772903	1	3.09135017567342	5.54194486078939	17.3612734783964	15.8683408418454
MYH11	3.68522695538227	3.63441687122602	7.45946682176618	1	1	1
MYH7B	6.15673338504886	2.08116172990201	1	15.9245491823273	1	1
MYL9	23.0775470506725	204.171030849266	13.5044216921915	16.2263566633931	1	9.69209975053674
MYO19	13.9286640037357	5.13237140876822	2.56731459452005	16.2677583113859	26.1572327044025	44.5524465887337
MYO1C	6.08576578619585	3.38107118201434	5.78828282497217	1	15.0124606490444	1
MYO1E	2.35604068664476	4.43805008179475	3.09890017630762	1	23.0511856608596	12.1590952205595
MYO5A	21.7499852151626	24.1608626318473	3.49847592968289	1	1	15.4959049068638
MYO6	15.9156055471792	1	1	15.1781614445358	1	9.69209975053674
MYOF	1.67802034332238	13.6318964775514	1	1	1	1
MZB1	7.14586174453336	2.51153071203677	1	13.7835321839346	137.261354460718	13.6449426551851
N4BP3	1	1.35828784272024	1	1	47.8374495065705	1
N6AMT1	1	1	5.98785589699316	23.4396060425189	28.2035749690579	16.2060004072596
NAA40	9.95310760274015	7.4117548196767	5.626830593717	22.8621940154081	1	62.5758281172557
NAA60.1	10.1183018514851	3.34050543412529	10.2803248949428	15.095567938689	1	1
NAALADL1	12.5066389586773	6.90086548417773	11.0104570593712	6.92859598989768	1	52.8241746273798
NAB2	3.14981640567896	2.08116172990201	3.49847592968289	1	10.0069804098176	1
NABP2	22.9325961954792	10.973052614653	16.2786137408788	22.0770548162064	1	60.0824632514743
NACC2	9.83734322907371	59.5883305565384	14.0215188698445	8.05736224028907	1	1
NAIP	9.75520614206029	106.823507949877	6.74094538126011	9.26227774472866	1	37.8168971166711
NAMPT	15.5442329806822	165.70872530513	24.8340763422666	16.4622152172726	11.1755278555075	11.6776098519352
NARG2	23.9127805369099	20.3952681665964	23.3383627110301	22.606909692601	44.8788740478344	1
NARS2	10.5783296786657	3.6951171934005	2.99723582561735	1	1	1
NAT1	3.18698742482231	2.6579055431896	1	18.3417523249219	1	22.2216127171555
NBPF20	6.73140986041732	2.7780151741915	1	1	1	29.122275654546
NCALD	14.9035335375393	2.47378070437875	6.42093565349379	20.0243169226982	1	71.7287660764927
NCAM1	8.59518404308242	1	1	13.7543573005126	1	89.3144294499121
NCF1	94.56560191012	679.911849999476	91.4234263355308	22.4699076676732	350.008838882726	21.5047075308014
NCF2	21.4463297550629	272.017644133898	11.5294058093313	8.76759359950288	12.8518518518518	5.408646237
NCKAP5L	3.93884083495474	8.77762306244932	9.07714205807706	1	1	1
NCMAP	4.06162437542863	1	1	1	1	25.7840452466474
NCR1	16.7081866047689	1	1	1	1	78.1324896035606
NCR3	50.8688756775583	2.60840229358167	22.9995750195478	57.1478922593271	44.7958356783753	185.690355923183
NDC80	8.60798552542169	1	7.54852088184131	13.9143315934769	1	12.3785060021619
NDE1	20.3678564552183	30.7455886343384	37.4703852818258	1	35.9736697765781	91.6321379252594
NDEL1	12.7064206638336	14.1426397011402	14.8964666220932	27.7979500268453	9.78927708196001	1
NDRG3	18.8503348047923	11.4786176123334	9.83760574240455	8.06349374527629	32.3683772033555	1
NDUFAF4	11.0511880635306	4.32498286249701	25.7152465456163	62.9569681603696	21.1588789239959	35.4931482948965
NDUFAF5	6.85925229799365	8.28646076289483	1	16.5538304808838	1	1
NEIL1	2.08997765545806	3.29733668374316	4.80121182633023	1	12.1358574610245	23.8473346814939
NELL2	6.48751650828623	1.84990506560417	46.8868623624786	1	1	9.39271176909971
NETO2	1.65623170754115	12.7605889519238	1	1	1	1
NEXN	3.51844762888156	20.1987769744511	1	8.50469043151971	1	1
NF2	10.6875059063361	10.1948072412179	10.3947806374198	37.1931978498198	1	1
NFAM1	3.70520685764038	72.0338497580726	11.9748070688471	1	1	1
NFATC1	5.27542831184899	8.84396029101328	22.23108372279	14.4849503511295	58.7402590072303	15.8683408418454
NFATC2	37.8673240870978	2.13782695647134	17.1946139133058	48.9653466111415	1	84.063808076625
NFE2	2.73979966569836	82.0279848913152	2.59965703353201	1	1	1
NFE2L1	9.3515686765357	13.0172884092658	8.72650209642537	1	40.8239698199657	20.5016011023442
NFIL3	4.56246499669974	16.3826809908998	1	9.46883468834688	1	12.1088893332445
NFIX	2.06518052679568	3.86968363085962	4.3495422591922	6.92571523382873	15.9142431021626	1
NFKB2	14.9789355857386	8.89419420912382	18.8009590765784	15.3940710534548	94.9711509772377	11.5669149891689
NFKBIB	22.1447068199764	5.07172352810962	5.70092549162915	8.36642823993929	55.860375118561	13.8289009480558
NFKBID	3.60692952631454	8.70473448320577	8.06649766482328	14.0873973893611	42.6861436407542	1
NFKBIE	7.3967179538711	7.99389847208197	7.50160052276479	6.18500082960012	26.0182865111648	1
NGRN	10.6724051351063	1.59680363906987	3.79248486473203	1	1	13.9093889986187
NHSL2	3.13036105359136	1.32695509337184	7.04505802852756	1	1	1
NID1	1	14.6502156105838	1	1	1	1
NIP7	33.7977398807372	6.40764425758882	9.38333236735074	60.6309159405426	26.1572327044025	19.7529301453352
NIPA1	1	2.33134519118117	3.10345639955575	9.26227774472866	7.6934404283802	1
NIPAL2	4.57252661981512	4.99633275988335	1	8.15466233571107	17.3612734783964	9.69209975053674
NKG7	3830.50413212982	68.5725739427056	71.0540678971169	5465.65196428953	61.639786501261	6207.67074699066
NLRC4	4.06162437542863	38.7031953958474	1	1	8.69526741054252	1
NLRP12	3.86448412073228	34.7158601886385	1	1	1	15.8683408418454
NLRP3	1.67802034332238	27.1303161317228	2.83116645303058	1	1	1
NME4	4.83714848739754	12.2512514891072	9.61723501635277	1	60.3127648398424	12.1088893332445
NME8	2.34346484958568	6.12689319964024	1	8.05736224028907	6.19008693395616	15.4959049068638
NMRAL1	39.1456488655894	18.1812026149715	6.85802758998009	90.890611074851	6.19008693395616	14.082252253095
NMT2	43.1352200447992	2.47378070437875	44.6767664659241	58.1803350808663	3.97220983801457	36.9233320488857
NMUR1	5.47474810151354	1.56280606097103	1	23.7274320110448	1	39.4971825683905
NOD2	2.32836618686995	14.1635290412162	1	1	1	1
NOG	1	1	7.48236074810736	1	1	1
NOL3	1	8.1903976588895	5.53683455979094	1	1	1
NOP14.AS1	3.81267051815016	2.18043377819843	5.44206945517691	16.9638804884932	1	22.9454209913308
NOSIP	76.9570197896083	70.3543905978812	488.735934156623	63.6230905165056	68.7716826835034	84.0014449525057
NPDC1	52.2245719061784	1.97932546020952	36.8227281106385	8.15466233571107	1	1
NPIPB11	9.4934539021927	3.4262290665643	1	9.35568479014698	1	1
NPL	9.10852413976276	56.2583038457157	9.26414818043503	1	1	1
NPRL2	26.691303538233	4.16601281936378	16.9836994239044	23.4104465046158	1	118.411368544668
NPTN	7.31286984218459	84.3378493672297	23.2764309104031	14.3293390577249	1	1
NR2F6	5.65423806508506	1.75056930681922	6.27941292928227	1	10.0069804098176	1
NRG1	1	27.30202041477	1	5.88782442934649	1	5.408646237
NRGN	39.8356663079283	334.298015009305	31.3678805507735	53.9231222923706	1	50.6456239149551
NRIP1	11.9654763221371	33.9071896533542	3.82848625072834	1	9.298755186722	1
NRIP2	7.38641808981636	1	3.56460233276228	1	1	1
NSDHL	5.80186272701664	7.42721124523073	6.11875389334515	18.7308284353693	1	1
NT5E	2.30498556685963	1	5.01242248074985	1	49.3048664085605	1
NTHL1	13.9598055740325	9.78446327913952	10.6785728223307	1	14.2934529744101	51.2140434761606
NUAK2	7.9319784356043	18.9512000241078	5.87240749704208	1	28.8673784417659	13.6449426551851
NUDT19	22.0939592118715	12.0250850100167	2.61498708010336	8.50469043151971	1	12.1088893332445
NUDT8	6.77493399595918	4.02725284372564	5.64969909953377	23.9194109068072	12.8063754427391	1
NUF2	4.46042314054163	1	1	1	1	1
NUGGC	7.28256781564714	1	6.65272369587926	31.0994596118252	1	1
NUP214	33.4044030741189	360.466364823299	14.5296995370138	35.2133288626599	26.1572327044025	21.1957984761619
NUP88	15.851765276449	6.38794078092792	10.103459861963	20.3846945138974	47.7329443079397	1
OAF	1.91557652022325	14.2055470739175	1	1	1	1
OASL	16.7776426578268	5.62349432863818	1	73.5579748570058	1	22.9454209913308
OBFC1	24.86188528201	10.6533598742374	24.2082803745274	52.1773554341233	1	25.2254929304845
OBSCN	3.20577206433796	2.32047542397165	7.45946682176618	1	6.5540127742294	1
ODF3B	12.4972693406441	98.5797160470928	14.2607968908997	16.2046104139583	1	16.5175355702445
OLFM2	13.7079425027607	1	10.495317628623	27.8073642884335	1	1
OLIG1	2.56675471828183	55.7230586834741	2.6120763866275	1	1	1
OPRM1	9.55263334019128	1	3.51142699281731	1	1	1
OR2A1.AS1	3.14220835975391	1.35828784272024	2.18531161842449	1	9.17828664894704	1
ORAI2	22.0239221243844	15.493358776654	27.8400723242231	20.5217293825795	206.664159867213	67.651550330974
ORC5	3.90623328915858	7.07854994405671	4.7955183115614	27.2634333597187	8.69526741054252	1
OSBP2	4.78329297820823	1.90956305500401	1	17.4142717678148	1	1
OSBPL10.AS1	1	1	4.24529918413179	1	39.0655385472107	1
OSBPL5	10.904332796004	4.94353886988797	1	20.5333633857425	1	38.508689323443
OSBPL7	6.7795786527897	3.1554901250481	4.05851850966687	9.26227774472866	1	16.1171579743008
OSCAR	14.4261247929905	126.643160198698	1	1	1	1
OSGEPL1	6.52719883291848	2.93591464533014	1	15.4424432855644	6.5540127742294	32.6135968640459
OTUD1	11.5077294001048	17.5391427494597	7.68189120580249	1	47.3367939959833	15.8683408418454
OTUD7A	5.52943680982707	1	4.3184666029521	1	1	1
OTUD7B	13.2010807450961	1.84236346972882	3.81206940187284	8.65304170142422	1	19.5822867433512
OXCT1	17.6093923232004	4.1577585734481	14.7954493282031	29.7757098188748	1	1
OXNAD1	43.9619816014069	4.50428091491271	90.21752120661	66.3724482369418	11.5596620908131	23.0598520538698
P2RX1	3.90831150323247	22.3406380546646	1	1	1	1
P2RX5	20.5325263403926	3.04920716678759	3.09135017567342	17.1116468013947	157.403750333186	13.9093889986187
P2RX7	9.14078371098456	10.261554307516	2.91974690056863	1	1	1
P2RY10	32.689333344129	1	12.723937865714	7.16226475554295	30.3837936760072	11.5669149891689
P2RY11	23.7360262490959	3.12837590245279	8.31842397787149	8.03700054888605	1	34.7929621965288
P2RY13	7.56076024920621	109.474153060387	3.31816327287564	8.76759359950288	1	12.1088893332445
P4HTM	22.3307737702276	8.95351211508937	12.1913564621838	43.8678205583602	1	11.5669149891689
PACS2	9.05371464435074	15.4218190866118	1	9.35568479014698	1	32.5952292756538
PADI2	1	30.9623529476242	1	5.88782442934649	1	1
PAICS	3.33459401410095	5.4657340518551	9.19628963958333	6.7934071027171	25.6869775107171	1
PAIP2B	10.2280976039778	1	5.70781200289762	7.31217492299146	36.7168947952156	1
PAK1	23.0518178596269	79.5537953808824	4.05997552019584	23.6042021744867	6.19008693395616	5.408646237
PAK4	16.2545031431081	1.86117146490264	3.89179482137384	1	11.1755278555075	14.6718482971713
PAK6	7.34437042307935	1	1	1	1	1
PANX1	1.54498882772903	4.56426129847355	1	9.08427043501459	1	7.81328863815986
PAQR4	7.34254917605513	3.67504875269085	1	15.5210905756504	1	1
PAQR8	12.5697066420005	11.91342246183	22.019313747989	1	7.17188705446692	1
PARD6B	6.38011144186391	1	1	1	1	1
PARP15	4.32293496116541	1.34789772363562	4.6485431367255	13.3533594182535	50.1579797804678	9.39271176909971
PASK	6.91602817232914	2.43155704818837	61.9084057675823	1	8.3542930685788	1
PATL2	250.833620152177	6.46011429087997	37.3603471919222	433.782209580643	39.9333193213613	155.374062353376
PAWR	1	1	1	1	31.9107178018281	30.5265417474375
PAX5	1	1.35828784272024	1	1	52.7037092854069	1
PBX4	12.1318754092363	3.03037212239875	9.76683815259862	1	1	1
PCAT7	2.34346484958568	1	1	1	22.680216802168	1
PCBP4	10.5900253612355	1	7.11937509920587	29.5685200890878	1	1
PCDH9	1	1	1	1	36.33276055991	1
PCGF1	10.9489962458401	5.95032337192286	4.24529918413179	30.175399856972	9.45844787481496	1
PCNXL2	16.121022633956	3.28386566273677	15.4679477504552	20.5216656252995	1	1
PCNXL3	5.90037538768901	10.7719325853744	3.79988128503351	8.36642823993929	1	21.6600885525055
PCSK1N	1	2.86695691623524	19.2980349741919	1	1	1
PCYT2	17.672530164108	8.73642702974666	7.54416460073279	25.7903686209589	1	40.5007816567079
PDCD1	14.1180296281538	1.90956305500401	8.25159957471097	16.0572312044028	1	1
PDE3B	22.7811404673495	10.1858207556989	38.2187907553042	27.3548909762998	1	19.2763567910373
PDE4B	24.154993069931	8.06982089941228	48.3380122712125	6.83080179355463	49.7968903771302	1
PDE5A	1	9.93077063660789	1	1	1	1
PDE6B	7.27227726779115	4.39193841690027	7.53316406868883	1	9.17828664894704	36.05568805207
PDGFD	20.4827742736138	1	1	24.1304407806635	1	83.2265546392715
PDGFRB	1	1	1	6.7934071027171	1	28.0916284033461
PDK1	3.35404896421846	8.99543736861592	27.9637095549698	10.8574053969689	12.1358574610245	1
PDK4	6.61022770333028	44.7263936226296	6.30470208793074	4.88379679975144	1	1
PDLIM7	6.88630151015752	42.1721459302702	8.52631213316272	1	1	1
PDSS1	7.53132228749276	8.13447246107907	4.40979902441893	1	1	19.9836171384095
PDXK	8.26891680498808	44.0930812336195	9.66817770285642	5.88782442934649	8.43356253484484	1
PEAK1	4.83812331122575	4.24499187502798	1	18.6607614139997	14.2934529744101	26.1694026120618
PELI2	1	30.9191699773999	11.2156213642448	1	1	11.5278672646495
PERP	14.2265523696727	1.62840872457537	22.6735946354923	27.2108640842467	1	1
PEX3	1	4.93368599950374	3.10345639955575	16.0835498597303	1	11.673497705198
PF4	77.658835392334	1094.63277932697	76.6395959659641	61.6120035252082	1	56.7242287396659
PF4V1	3.48855706802219	54.691542674858	6.25436374909362	1	1	14.6718482971713
PFAS	4.00281257227266	2.06925952862383	3.79988128503351	7.41679660679795	1	1
PFN2	1	1	7.65659420716189	1	1	1
PGAP1	1	1.88164995499177	10.4631928520521	1	1	1
PGBD2	16.5773846011263	6.64120840459369	3.79248486473203	6.00210088237059	1	12.6872947418861
PGD	29.2535839117403	238.366621702233	15.501538345315	13.2475842067873	8.69526741054252	1
PHC1	3.49840102334506	2.22491226565897	12.4470996885108	1	1	9.39271176909971
PHC2	7.73105085590481	88.5343063526694	9.62316869088285	4.88379679975144	15.4567503660389	12.6872947418861
PHF12	29.7878749151226	17.643765381569	8.29799973403472	9.33000133280022	8.69526741054252	1
PHF2	14.8114138920346	7.69556574205068	7.33292278458027	9.46883468834688	1	1
PHF7	9.50219095497519	5.10661906939791	2.79443008900373	1	24.1863176291682	1
PHLDB2	4.31556192143444	1	1	15.8602105828488	1	1
PHRF1	13.0704880644545	11.2904811710798	9.99456023453776	1	1	1
PHTF2	1	10.174064188863	22.1945908063243	5.54194486078939	31.4145949395942	1
PID1	4.44454586405686	34.8345276643451	1	5.88782442934649	1	1
PIF1	12.230457218806	1.33809323529531	1	7.68225860340795	1	25.7406438429829
PIGO	2.43224206036614	1.53878004035462	6.59207904764812	1	1	41.4334465469837
PIGV	8.7744766657693	4.92924041703589	3.56970319928049	1	11.9289617486339	28.4745672959633
PIGW	9.25834735998559	1.5499070931966	5.70574948472043	1	15.2305299172577	6.27442851567033
PIK3C2A	9.84153207415026	13.3290052670328	8.45378652355397	6.68404658644583	1	48.9743983052797
PIK3CB	7.45320743637609	37.9820439850337	1	1	1	1
PIK3CG	16.4828348450689	11.175256792579	9.06121589191408	54.533998347167	7.17951490807972	56.8418274819234
PIK3R6	1	2.55083744400923	1	1	1	12.1088893332445
PILRA	8.95483722332605	106.701355145904	3.0671834625323	5.88782442934649	1	1
PILRB	78.4702836718779	4.82486873691813	24.6051117521848	55.1823610817835	15.0548137737175	159.814249952727
PITPNC1	86.692744737856	16.4102408364269	45.1249054729919	52.9900281202631	1	42.0144262472734
PITRM1	11.3530132626332	2.82425631774201	6.85235566113404	1	11.5596620908131	1
PIWIL2	1	1.71940893362014	1	18.1845347011152	1	10.7465886939571
PJA1	15.5261645654714	1.58301898892847	8.21172187787995	5.54194486078939	1	1
PKIG	1	3.84525398566098	8.00466347775013	9.33000133280022	60.4843189243316	1
PLA2G15	1	6.30094253301638	3.31816327287564	1	1	22.4338834358432
PLA2G4C	1	2.10384535568105	1	6.68404658644583	23.3660375335522	1
PLA2G7	1.65623170754115	18.4610332780312	1	1	1	1
PLAG1	1	1.5882020780003	4.70450097843343	1	13.9875753090742	1
PLAGL1	4.81872072643727	22.6419752839166	1	1	15.9142431021626	1
PLAUR	4.82360257289017	46.6896670130849	1	6.00312695434646	1	1
PLBD1	23.6345541131909	244.306086960839	7.02189576922113	9.12195934147154	1	37.939568128546
PLCD1	4.95752737702996	3.2738371791016	5.88185675758068	1	1	11.5669149891689
PLCG1	8.46802429935889	1	3.10345639955575	1	1	1
PLCG2	10.0202154334497	23.4908195238656	1	14.4332864214174	79.8862274267556	19.7916317937346
PLCH2	3.95356204282273	1	1	1	1	1
PLCL1	1	1.59363950884642	5.33739960802846	17.3162418114519	1	1
PLD4	1.79663247520083	3.98700152625008	1	1	61.4161674924243	1
PLD6	6.3167503665892	1.9014888990657	12.2029175039941	1	1	1
PLEKHA5	6.22835913146112	4.25930494690691	3.42399561741592	41.7753041241325	1	25.9246021358536
PLEKHB1	6.30427073017716	1	24.2632158183615	10.4061873900652	1	1
PLEKHF1	80.3780524417767	2.16749487279939	15.474618859627	112.979127423132	1	210.29757730149
PLEKHF2	17.4516343992443	25.5234010263008	22.9026844330705	30.7871668391825	131.435518500493	9.81729247400001
PLEKHG3	3.66496109156806	6.35498106134576	7.50981944178708	50.6008832883464	1	65.3475004151986
PLOD1	3.31799132144049	14.1986914597585	1	1	1	1
PLXDC2	6.29389451113802	94.1714020640182	8.14244900291412	1	1	5.408646237
PLXNB2	3.87006832708704	50.9159051290748	1	10.775648858693	1	5.408646237
PLXNC1	12.3070836604301	94.7304319706857	6.90594226006004	1	8.69526741054252	1
PLXND1	13.270739766151	37.7602768411896	3.09135017567342	26.1395052433249	1	13.0957011877979
PNOC	1	3.75433248755558	1	1	63.2573348144951	1
PNRC2.1	1	1	8.11162592557827	6.92859598989768	1	1
POFUT2	3.35994883630923	4.88554090519382	1	7.41679660679795	13.8753420678887	1
POLA2	12.0307182579563	2.44101397156831	1	1	12.1358574610245	29.3464365183002
POLD1	3.18698742482231	6.74803368426303	4.55702262977797	15.5626655260933	1	1
POLD2	15.1911982962539	13.2039798757143	27.7345482795501	10.6062402136428	40.597519169772	1
POPDC2	3.68522695538227	1	6.10006475005131	1	1	1
PORCN	7.52283548686246	2.79261585676282	3.26444147551007	22.994640043967	1	19.0804945341713
POU2AF1	3.51396507599716	1	8.45378652355397	6.71735675162659	108.187035256688	1
POU2F2	29.6025944035609	141.863627559781	39.8182758698525	22.6226445666434	271.117230753176	33.4607309026389
PPAPDC1B	7.84846634976685	6.72201944368141	11.8424081011965	9.39595315058142	132.347217645837	12.9783431555747
PPAPDC2	8.53278050967242	4.77520791300618	4.3184666029521	14.7448390183479	7.18716163959784	25.6194130842303
PPBP	217.623861809951	2279.73349859654	201.905049442425	129.548363780297	50.9475094420957	101.137414110152
PPIL1	4.69262582622503	2.31926479943849	16.281261182397	16.3319026238939	40.3072361053162	14.8834860320892
PPIP5K1	3.18755195435892	2.06274330179465	1	7.85889873521907	7.17951490807972	1
PPM1F	9.67120718797256	42.3135510764054	4.6485431367255	1	1	7.81328863815986
PPP1R13B	11.1321868021047	1.67839245410505	1	5.54194486078939	1	1
PPP1R14A	4.49241872599843	14.8068594467374	3.16736383536705	1	43.2499931640136	1
PPP1R16B	14.6473198335131	1.34789772363562	9.18636326520999	13.3844572663506	1	1
PPP2R2B	54.137949036983	1	1	63.9473178995717	1	46.1840672081927
PPP2R2D	6.11359838498903	8.43121604608283	2.33118568709149	23.3963302445812	7.6934404283802	45.4860661901377
PPP2R3B	1.91557652022325	4.1901751320826	2.9146891119289	16.6493748082219	1	1
PPP5C	13.4987483118056	6.86853573736359	3.49847592968289	43.8028089660456	17.9964623766952	36.7367980717
PPRC1	4.55618189597141	1.58224163027656	2.52998776009792	1	9.45844787481496	1
PPT2	1	2.7966723830793	1	1	1	15.4959049068638
PRAM1	9.91197817005504	122.604653619753	10.4060088582274	9.35568479014698	1	5.408646237
PRCD	1	1	1	1	7.6934404283802	1
PRDM1	116.907141240854	5.61482248409439	101.463348523981	128.978354213862	1	134.19861302482
PRDM8	7.7494837503099	1.59517680619793	1	1	1	1
PRF1	344.483238050974	10.0780460105492	32.0196636464211	908.582710729653	15.9142431021626	1680.92176164099
PRICKLE1	1	1	1	1	23.6095105127051	1
PRICKLE4	1	1.53279797792511	1	1	1	29.2941459412048
PRIMPOL	3.64006330762679	7.26315032683259	7.84696776249989	18.2970237595922	1	1
