NAME	Cluster 1	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Cluster 6	Cluster 7	Cluster 8
DOK3	53.8699415647978	134.296586456343	1	1	1	59.0030490235015	1	24.0687167030848
DOPEY1	1	25.0188307633184	18.1892189218922	1	16.2998776009792	1	28.9642058165548	1
DPH6	1	1	1	12.8618948508043	37.6033242485996	1	56.0243651295417	12.637108411302
DPH7	8.19527989638795	1	26.6143795790516	30.0167520479212	1	24.109632094657	1	8.98173778395033
DPP9	15.8052245705402	1	61.7481563367771	16.3723335933045	1	10.318622334874	128.535459050339	32.4794674694184
DPY19L1	1	1	14.1482065846219	1	1	27.1150639802184	1	1
DPYD	140.098113589062	141.095911361502	14.2527565733673	23.2025884347939	18.1232876712329	144.153691712167	1	1
DPYSL2	141.664735331627	143.033540802131	12.8136282014932	8.67856080820997	33.6518735069804	230.80927350097	1	11.1230968577907
DSTN	45.7518166750979	26.3678335870117	93.8763737613319	91.8880843512688	534.608755157159	72.1954074748363	127.772041534053	51.1957634775624
DTHD1	1	1	61.641243556551	1	1	1	1	1
DTNB	4.8717670744928	1	17.8078526287482	8.62253220519857	1	1	1	1
DTX2	28.2108843537415	13.1115229028898	12.3936742320664	1	40.6889931773652	1	1	26.8097819073429
DTX3L	75.9887081488295	29.7108814240597	18.7910617705665	13.1883819161435	1	35.8108327750581	41.1445202729827	1
DUS2	19.9546202362036	47.8609382230956	1	1	18.8062678062678	1	1	48.5833651384291
DUS3L	5.30811649146993	1	13.1583503550238	1	1	1	1	35.6592611154915
DUSP1	633.696500698962	867.963571755988	195.6999015215	29.9384823671616	30.4963323767557	806.104916499368	69.6751907437388	121.746721697814
DUSP14	1	1	1	1	1	1	40.1389432485323	32.2253632936745
DUSP2	12.8717847249703	1	364.432522573523	4.86249517188103	72.6465033798153	1	228.678899111847	27.1855462199698
DUSP3	31.5099790244712	47.8341445060231	1	1	1	92.4902686127296	1	1
DUSP5	1	1	1	11.3049372215603	1	1	1	1
DUSP6	144.221474968998	290.782571245531	26.1687074190944	19.5727040568472	1	381.349862449666	31.7219662058372	1
DVL2	10.7238428626994	1	27.4815399179552	1	31.4098522970832	1	1	32.0645408056153
DYNC2H1	1	1	14.2527565733673	1	1	1	1	1
DYNLL2	12.1525414713781	16.8277936055714	1	28.6888272789261	13.8205128205128	67.7029729493498	1	1
DYRK1B	4.24485690181063	1	11.4611264540966	14.9972879153694	20.4825436408978	12.6680668346868	1	1
DYSF	39.8802542398165	23.8060572888159	11.4611264540966	1	1	17.1238310222509	1	1
DZIP3	4.8717670744928	1	40.8089171974522	6.40248514316587	16.3073720303698	1	1	24.9512930428442
E2F3	19.6100651932385	45.5318658662301	10.4977585289872	1	1	41.7423019488545	1	1
EAF1	17.9427876616624	71.9207597021434	1	16.85414189457	1	15.5619757688724	31.7219662058372	14.2569731678863
EAF2	34.4068118437997	1	1	1	1	22.1255703904005	1	125.406717967097
EBF1	1	1	1	1	1	1	1	55.066002336665
EBP	12.1309997708875	1	87.0542590846665	19.8630387299805	104.624673233067	10.6779188603283	31.7219662058372	12.637108411302
ECI1	42.5284699343793	1	1	1	15.8456057007126	1	1	27.0578078597777
ECI2	19.1253912873051	1	1	12.8676184507795	40.8077468929303	16.4549950544016	57.4948762873109	26.6907232708728
EDC3	4.95726157499011	1	1	12.9779983820031	1	1	1	1
EEA1	24.1122403089874	1	12.2979031091829	19.0915831238379	1	92.9971830321178	1	24.3688274600942
EFCAB13	1	1	1	1	1	1	1	24.082803021665
EFCAB4A	1	1	13.1583503550238	9.16193274567417	1	1	1	20.7595297647048
EFNA4	1	1	17.8078526287482	1	16.2476213710661	1	40.1389432485323	1
EFNA5	1	1	1	1	1	1	40.1389432485323	1
EGR1	43.1084643666128	51.3220611916263	1	1	1	174.600446320288	1	1
EHBP1	8.6057195010648	1	18.9907887161773	26.7592512398015	1	1	1	1
EID2	1	1	13.6300899262403	1	36.8659337364641	10.318622334874	1	1
EID3	1	1	10.4977585289872	4.81606563632893	35.7768635401794	1	1	14.1399138021655
EIF2AK4	38.2099395740752	16.4192493909397	13.6300899262403	1	1	22.1255703904005	1	1
EIF2B3	1	1	35.3784378437844	6.40248514316587	1	1	1	24.738410935272
EIF2D	16.7332880180529	1	13.1583503550238	16.7074223647261	1	12.6680668346868	116.468821642981	21.1391616067023
EIF3J.AS1	1	1	13.7032520325203	20.0892759737933	1	1	1	54.945976304315
EIF4ENIF1	1	1	12.2979031091829	8.5312547070342	1	38.6716078635294	1	11.5984971331065
EIF5A2	1	1	1	21.8770851486877	1	1	1	8.98173778395033
EIF5AL1	8.9164027865738	1	13.7032520325203	1	21.3252032520325	43.2511407808011	70.8609094543695	1
ELAC2	4.24485690181063	1	1	31.5831907120635	16.2961331375428	1	1	39.2722918953644
ELL	26.27405361211	1	16.0529865125241	1	1	12.6680668346868	1	11.1230968577907
ELMO2	1	1	1	19.073105856096	16.2961331375428	34.5585169640747	1	1
ELMOD3	8.94498850549554	1	49.746763419528	8.81372089388967	42.1377240645533	1	43.0875420875421	16.7262376549034
ELMSAN1	11.8505764028754	53.4869606918634	54.5714038171468	4.86249517188103	18.8062678062678	1	122.950405325331	26.6912904195915
ELOVL6	1	1	1	1	41.6977507013187	1	1	1
ELP3	10.3370681605976	1	1	15.2999991720811	16.3073720303698	14.504753673293	41.1445202729827	10.1610326315982
EMC2	5.70013160368491	16.834560511773	14.1898280046428	11.7544227563586	16.7908034360788	1	68.1031490650871	11.5984971331065
EMR1	1	1	1	1	1	46.42491927306	1	1
ENDOG	4.53281989684166	1	18.1892189218922	1	13.8205128205128	17.8372844827586	1	1
ENHO	29.3302754149719	1	1	1	1	1	1	1
ENO2	1	1	18.1892189218922	13.4011336166846	1	1	1	1
ENOSF1	1	1	25.368105108786	25.2883404673805	1	1	1	11.4634250975714
ENTPD1	88.2411091391637	125.701407097746	1	11.1347927434884	1	151.441540459212	53.6315789473684	21.5560041915894
ENTPD6	10.3370681605976	17.201678493892	1	16.9443362922276	1	25.6416032812759	40.1389432485323	11.5867157890279
EOGT	11.5196717862403	1	1	1	1	15.5619757688724	1	1
EOMES	4.95726157499011	1	142.085354639141	1	107.161184050391	23.2736992159657	62.4439324116743	1
EPB41L3	41.945990223583	1	12.3936742320664	1	1	9.06191551112544	1	1
EPB42	1	22.9934899269816	31.6901689864201	8.62253220519857	1	22.1255703904005	1	1
EPG5	22.0172573415625	40.1950094018092	1	1	1	36.6875461592729	40.7298371076679	1
EPHA1.AS1	35.937474392234	1	1	17.8776371308017	18.1232876712329	17.1238310222509	1	1
EPHB6	4.21543408360129	1	1	1	1	9.06191551112544	1	27.3129534439313
EPHX2	1	1	1	45.8541242177622	1	1	40.1389432485323	11.1230968577907
EPS8L2	1	1	18.9907887161773	15.5800335905369	18.1232876712329	1	1	1
ERCC5	16.6258730102293	1	35.7778271641442	7.48887158523133	20.4825436408978	50.3728085439305	79.2778864970646	1
EREG	1	1	1	8.70712909441233	1	12.5548160473285	1	33.8452280502588
ERMAP	15.0371997642825	1	1	1	1	16.4549950544016	1	1
ERMP1	1	1	1	10.177548447371	1	1	27.3157894736842	1
ERN1	13.4289660819369	1	50.1881728879037	33.8214050761135	19.3338222352596	1	103.173908361391	1
ESCO2	1	1	1	9.16193274567417	39.1314710583003	1	1	1
ESR2	1	1	1	22.3675213675214	1	1	1	1
ETF1	47.6359560375126	95.770628094998	10.1615362063911	26.2701557023621	1	37.2862738470409	1	1
ETS1	4.95726157499011	1	160.318216555952	155.075371036997	105.307800849312	27.2300426035592	238.671603329812	26.816233385098
ETS2	78.4622399254756	65.021381566931	27.386004969709	1	1	89.2964164184503	1	1
ETV6	40.5900903326327	44.9869798539633	1	5.74090930640497	1	23.2736992159657	1	1
EVA1B	31.7222968431154	1	1	6.40248514316587	1	10.318622334874	1	1
EVA1C	1	1	1	11.5418511490618	63.6685434457793	1	1	1
EVI5	39.5585821391234	32.6218392503633	1	1	1	56.0217626665048	1	1
EXOC2	9.6236633321835	16.8277936055714	1	15.2602495543672	1	1	32.5556958030925	1
EXOG	10.3370681605976	1	27.379055702009	43.3594570456318	1	1	101.688640251385	14.2569731678863
EXOSC10	1	24.6961209450013	15.8069177919924	1	58.1323489361772	1	1	1
EXOSC2	4.53281989684166	23.8060572888159	1	1	1	1	1	18.7550513120983
EXOSC8	5.30811649146993	1	62.0404523418783	42.6925482933447	1	12.5548160473285	1	29.0159068047296
EXT1	9.4717045069468	22.8765723786397	1	1	1	33.6151242379654	1	1
EXT2	4.95820139328689	26.4026317126454	13.7032520325203	1	22.2152070604209	12.5548160473285	1	1
F13A1	48.2006034198598	57.4484218028801	1	1	1	198.246767538206	1	1
F5	22.2973278012451	1	1	4.86249517188103	1	65.7916251644863	1	1
FAAH2	1	1	1	8.92707094728497	1	1	1	1
FADS3	1	23.8060572888159	13.6993802702428	8.27802037845706	16.2961331375428	1	1	34.1663472741044
FAH	38.8013759321246	16.653861807708	1	8.70712909441233	1	1	1	1
FAHD1	1	1	1	8.97264724750783	21.7159429897249	19.053148469093	1	1
FAIM	8.55297339328056	1	1	1	40.0214748666887	1	1	10.1610326315982
FAIM3	9.4717045069468	1	81.3008224848011	97.4072698899909	16.3073720303698	1	172.186723291151	200.178373391561
FAM102A	1	1	1	31.3128464890596	19.6901913875598	1	1	1
FAM104B	10.8736176935229	1	13.7032520325203	8.3518600205852	70.1737820202246	12.6680668346868	1	30.0489598401808
FAM114A1	1	1	1	1	1	10.6779188603283	1	1
FAM115C	1	1	1	19.571468055381	1	1	1	1
FAM117B	21.4014629382032	58.8579052597697	1	36.7601022979075	1	28.2606806302338	1	31.051679979944
FAM118A	1	1	15.090857851426	8.3518600205852	1	1	1	9.95936926040405
FAM120AOS	4.24485690181063	43.3376927454205	1	5.189710072063	33.370909042299	1	31.7219662058372	1
FAM122C	1	1	14.1898280046428	1	1	1	1	21.6910883091963
FAM127B	14.2311984259278	30.1637810005691	32.3260937065908	6.37721137817927	1	1	1	8.35656536676157
FAM129B	14.830879268513	1	1	1	1	10.6779188603283	1	1
FAM129C	1	1	1	1	1	1	1	157.46386310678
FAM134B	4.8717670744928	1	1	17.8776371308017	1	1	27.3157894736842	1
FAM13A	18.9714719594659	1	1	41.6069765825863	1	54.4178499275608	103.511532547412	1
FAM151B	20.4476857253987	22.2734273618823	1	1	1	48.7743637728728	1	1
FAM153B	1	1	1	9.06126561870213	1	1	1	10.7360555344608
FAM159A	1	1	43.6621160409558	11.02241410708	1	1	27.3157894736842	65.3390934120803
FAM160B1	1	23.5149161319374	1	1	1	32.557902142386	29.8184438040346	1
FAM173B	1	24.2498663132687	1	1	21.8125208125208	1	1	1
FAM177B	1	1	1	1	1	1	1	63.4085310984345
FAM179B	13.296436626282	1	1	21.253425225199	21.7159429897249	1	1	8.34748458865109
FAM193A	1	1	37.6040996024599	17.8776371308017	37.5225790907907	12.6680668346868	1	1
FAM193B	1	1	1	1	1	27.1167918162009	1	1
FAM198B	91.8684525774895	96.9490586045642	1	1	1	118.21059670251	1	1
FAM199X	12.0643947776057	16.653861807708	18.7910617705665	1	36.9255849458175	1	1	11.5867157890279
FAM19A2	1	1	13.7032520325203	1	1	34.5081435234946	1	1
FAM210A	1	1	34.4518214448609	34.7071891407404	39.6187886187886	1	32.5556958030925	8.35656536676157
FAM213A	1	1	18.7910617705665	1	1	1	1	22.8014088430201
FAM214B	30.2211832794547	59.8864183324941	13.7032520325203	1	1	39.3975302382166	1	1
FAM216A	1	1	1	1	1	1	1	25.1949194402516
FAM219A	5.30811649146993	1	14.1898280046428	1	1	10.318622334874	1	1
FAM220A	13.4289660819369	1	1	1	1	15.5619757688724	40.1389432485323	1
FAM221A	1	1	1	6.0673963717442	1	1	1	1
FAM27A	1	1	1	1	1	22.1255703904005	1	1
FAM3C	5.30811649146993	1	14.3333333333333	17.2231983643763	16.2476213710661	1	1	78.8352303920354
FAM41C	1	1	1	1	1	1	1	26.1207199306671
FAM43A	8.90513833992095	1	1	1	1	1	1	32.1515824564088
FAM45A	45.8789412569962	228.36423483932	1	13.2429854942108	57.9868995897586	110.046263134095	29.8184438040346	11.9192954870552
FAM46C	1	1	1	1	1	1	1	20.5882548823725
FAM65A	21.2959599778	1	1	1	1	15.5619757688724	1	22.467774583253
FAM69A	1	1	13.6993802702428	21.720473179409	1	1	1	25.9886922166785
FAM72A	14.7645286880509	1	1	1	1	24.8805981037464	1	1
FAM76A	4.21543408360129	1	50.209540372448	5.189710072063	1	31.016970823274	52.2557662737058	10.7360555344608
FAM84B	1	1	1	16.1860288534548	1	1	1	1
FARP2	14.5135135135135	1	1	1	1	9.06191551112544	1	29.3417671011262
FARS2	10.3370681605976	1	1	25.9551805819255	21.3252032520325	1	1	1
FARSB	1	18.3801206180371	1	15.1429643380234	13.8205128205128	15.5619757688724	60.5199016196473	1
FAS	18.7645079044034	25.9072206032529	38.4525124505409	8.156147130385	16.3073720303698	1	1	11.5984971331065
FASLG	1	1	24.1643784866169	1	15.6507266760431	1	119.358915338793	1
FASTKD3	15.4548471303124	16.653861807708	1	1	40.0214748666887	32.997987939399	1	9.95936926040405
FASTKD5	4.95726157499011	1	1	22.8866272707376	43.0277278729417	1	1	1
FAXDC2	8.19527989638795	1	12.2979031091829	1	16.7908034360788	30.7212153037798	1	1
FBF1	11.1050929668553	1	1	23.3161536306384	1	1	1	1
FBLIM1	17.3970913464022	16.8277936055714	17.0071712127033	11.7631040792164	38.9358084837537	1	71.4518033135051	17.4455066786487
FBLN5	1	1	19.9955170579743	15.8281146388117	1	1	1	1
FBP1	36.1172816355948	46.9787633998883	1	1	1	22.1255703904005	1	1
FBRS	11.4401367981986	17.2657167488086	13.2838050314465	13.0363697875825	1	1	31.7219662058372	16.5712892297248
FBXL12	5.70013160368491	1	15.2207053469852	1	62.4629273165859	1	52.2557662737058	1
FBXL20	9.4717045069468	1	1	5.1101520756268	18.8062678062678	1	1	1
FBXL5	146.170828799731	283.047895473402	53.8756182997999	12.1370976723466	1	126.646736383861	114.373074998302	16.3383031507119
FBXL8	13.5819250624082	1	1	29.0349388949312	16.7908034360788	22.1255703904005	1	1
FBXO18	10.7238428626994	18.3801206180371	18.1892189218922	1	1	25.2398946292006	109.999852702902	41.1393303975548
FBXO28	4.53281989684166	44.3896660337353	18.7910617705665	9.78811846383689	16.2476213710661	14.504753673293	51.6329113924051	1
FBXO32	1	1	29.6114409195886	35.0862216782874	15.6575984990619	12.6680668346868	1	1
FBXO4	1	1	13.6993802702428	18.1707664910298	1	1	27.3157894736842	25.8633797093239
FBXO8	20.9548641943909	1	29.4101429417864	1	18.8062678062678	1	1	1
FBXW4	14.7424424571329	1	29.4101429417864	1	21.3252032520325	12.5548160473285	1	1
FBXW8	1	1	11.4611264540966	6.40248514316587	1	1	1	29.7492875139708
FCER1A	219.442585547659	1	1	1	1	10.318622334874	1	1
FCER1G	1297.84826241084	1631.45776160475	1	43.9189314539675	69.0193153023191	1327.81885928726	975.906511221766	29.7765586264423
FCER2	1	1	1	1	1	1	1	272.366638737233
FCGR1A	61.7374793749509	63.3116869738518	1	1	1	51.2326939837454	1	1
FCGR1B	36.6423030687249	24.4115278363066	1	1	1	20.9044585987261	1	1
FCGR2A	118.505510610815	248.808581280229	1	1	15.6575984990619	157.690476301995	1	1
FCGR2B	12.8717847249703	1	1	1	1	1	1	98.9286651504909
FCGR3A	18.4707750885036	26.1610305958132	63.8642641799834	1	340.733033225673	110.727471234405	492.676063596067	10.0980220899976
FCGRT	302.941284187162	158.971677690894	10.9585723390695	16.5400155400155	1	101.536691670973	1	39.5333300022076
FCHSD1	1	1	12.2979031091829	1	32.0384248071449	1	61.3741396071271	9.84947920814862
FCN1	1823.91626359391	1521.105914682	14.2527565733673	14.9958988932152	13.8205128205128	875.161791456945	28.9642058165548	10.1610326315982
FCRL1	1	1	1	1	1	1	1	59.2671461919362
FCRL2	1	25.9575721273834	1	1	1	1	1	66.254961320368
FCRL3	1	1	13.6300899262403	11.1347927434884	1	1	40.1389432485323	72.8483488545945
FCRL5	1	1	1	1	1	1	1	47.7131588812936
FCRL6	10.0810025426807	1	127.311569194463	1	196.27883938481	1	58.0377556795214	1
FCRLA	1	1	18.9907887161773	1	1	1	1	173.096324194487
FDXR	1	1	1	1	55.8816392525644	15.5619757688724	81.2890405459655	1
FEN1	1	1	35.2279209812516	6.37721137817927	16.7908034360788	1	1	1
FES	62.7327047493353	178.569711624066	1	1	1	121.706389641477	31.7219662058372	10.7360555344608
FEZ1	4.95726157499011	1	1	1	32.0731911176538	1	1	1
FGD2	64.6179593274868	45.136590760211	14.2527565733673	1	1	64.0989487295221	1	55.780287678945
FGD4	33.8033418544441	63.9960766867173	1	1	1	76.4145283300406	1	1
FGD6	4.53281989684166	1	1	1	1	27.1167918162009	1	1
FGFBP2	5.30811649146993	1	92.7880633802762	6.91226203145323	2008.50500956465	10.318622334874	1618.20674759105	12.637108411302
FGL2	332.155074487198	870.143707247565	1	19.4668699672344	31.6267806267806	784.444485479446	28.9642058165548	32.3199739311648
FHIT	1	1	1	128.751203116505	1	22.1255703904005	1	1
FHL2	5.70013160368491	1	13.6300899262403	5.189710072063	1	1	40.1389432485323	1
FHOD1	15.4132094583252	20.3708352704169	1	1	1	43.6922395748189	1	1
FKBP11	12.395317649564	1	83.6311321368908	46.8065651863295	116.787402356899	9.06191551112544	124.314027423617	8.34748458865109
FKBP15	30.532465015851	79.829868644707	1	1	1	12.1368496079829	57.4948762873109	12.637108411302
FKTN	1	25.9072206032529	1	16.1860288534548	33.8860826098395	1	1	46.2640581534335
FLT3	32.376627548951	18.495057646215	1	1	1	1	1	1
FLT3LG	1	1	28.6531688412602	71.0049289120962	20.6109193598996	1	1	1
FLYWCH1	1	1	18.7910617705665	19.204660068273	1	1	106.198933693727	1
FMR1	5.70013160368491	19.7339590475655	12.8136282014932	16.6342000416973	1	10.318622334874	43.0875420875421	1
FNDC3A	18.0747503567713	63.8959071199138	12.3936742320664	12.9779983820031	1	9.06191551112544	29.8184438040346	1
FOLR3	54.462528671381	25.1126543209877	1	1	1	16.4549950544016	1	1
FOS	918.285832560202	1049.48566313394	32.4838802533103	22.1123473947305	14.2865646258503	1941.61345988534	52.2557662737058	60.9466722356915
FOSB	24.7445092682374	1	1	44.773254541475	1	1	1	1
FOSL2	30.5165116815806	69.5135631936303	1	1	16.2998776009792	108.251890626942	52.2557662737058	11.5867157890279
FOXJ3	8.90513833992095	1	15.8069177919924	14.56441788884	1	55.3815819056972	68.1031490650871	1
FOXN2	72.5994455723481	82.9442941814584	24.6071765816808	8.39426205264714	1	49.4581680449766	1	16.1894888736994
FOXRED1	21.4896096319756	1	1	1	1	1	1	1
FPGS	8.0656397936833	16.4449695734099	12.2979031091829	28.3352568199199	17.4430413049198	1	1	1
FPR1	246.379831733331	385.748125570424	1	1	1	205.483120639188	1	1
FPR2	81.8151438217661	157.24545730704	1	1	1	63.0272588134594	1	1
FRAT1	13.5819250624082	58.9519923975927	17.0071712127033	1	1	12.6680668346868	1	8.96838146235738
FRAT2	53.7733633356335	101.265683452739	13.6993802702428	15.9528141512794	1	33.6547560042476	43.0875420875421	1
FRMPD1	5.30811649146993	1	22.3675213675214	1	1	1	1	1
FRY	1	25.9072206032529	1	1	20.4825436408978	14.504753673293	1	1
FRY.AS1	1	1	1	6.40248514316587	1	1	1	1
FSD1	1	1	1	1	1	1	82.2264853360744	11.5867157890279
FSIP2	4.95820139328689	1	1	1	1	1	1	18.9432811557895
FUCA2	38.2317377500158	68.5133204708838	1	8.156147130385	16.3073720303698	15.5619757688724	1	11.1230968577907
FURIN	35.661964517378	55.2019673492164	1	1	16.2961331375428	15.5619757688724	79.8687803562002	1
FUT8	1	1	29.2816447518516	38.8115897696479	1	1	1	17.5085172202493
FXR2	11.4975855553223	24.6961209450013	1	1	1	1	1	1
FXYD1	1	1	1	24.9061498863172	1	1	1	31.1749706714004
FYCO1	1	1	15.2207053469852	1	1	1	41.1445202729827	1
FYN	28.5214830714592	82.9167107095318	269.684260277092	54.6186093074015	136.439047731117	90.3560389086937	500.275007322318	11.5984971331065
G6PC3	27.2600213490003	1	15.8069177919924	1	1	1	1	1
GAB2	43.8038533848446	50.4214624759639	1	1	1	23.8049164426697	1	1
GAB3	14.795606004997	26.1610305958132	75.246956606107	1	55.5745123632201	28.371770803967	1	1
GABARAPL1	14.5135135135135	60.1874527268636	94.0562188507931	1	52.2540509246428	9.06191551112544	1	1
GABPB1	1	1	37.684414966536	14.4384769968814	30.9052198701281	37.1931222034151	1	8.34748458865109
GADD45G	1	1	1	6.37721137817927	1	15.5619757688724	1	1
GALM	1	1	47.8411544036107	26.5014931308575	20.6664568911265	1	1	1
GALT	21.096051179045	17.7892280312951	25.5506596825502	103.409869899325	1	21.9866891695608	31.7219662058372	29.0618841190404
GAMT	1	1	11.4611264540966	17.7151894111219	16.2998776009792	1	1	1
GAN	15.2377961061808	1	13.0843000773395	22.3261254568273	70.2443431602852	9.06191551112544	1	40.2127126115422
GANC	8.84093638831159	1	1	8.12098554439934	1	1	1	1
GAPT	76.6052906688107	71.4905769830661	1	1	1	74.9713662785206	1	105.189055962038
GAS2L1	11.1050929668553	1	1	1	1	33.2922795371602	1	1
GAS6	14.7645286880509	1	1	1	1	1	1	1
GAS7	79.424630008017	65.9182147747227	1	16.1261088232978	14.2865646258503	178.299899166438	1	1
GATA3	1	1	35.5157279521432	66.2765419452076	18.8062678062678	1	61.0863662738486	1
GBA2	1	18.3801206180371	1	1	1	9.06191551112544	1	1
GBF1	1	16.8277936055714	13.6993802702428	8.12098554439934	25.6159905474596	1	1	1
GBGT1	20.1433351184238	1	13.7032520325203	1	1	27.1150639802184	1	1
GBP5	1	1	115.862832077421	71.4190528583848	103.804437867387	1	40.7298371076679	1
GBP7	1	1	18.9907887161773	1	1	1	1	1
GCA	372.46490853943	701.669892761905	13.0843000773395	8.92707094728497	15.6507266760431	322.282603846198	31.7219662058372	78.718320064547
GCDH	10.0810025426807	1	12.8136282014932	38.3698289823418	37.1160066881113	19.053148469093	1	1
GCHFR	28.1385647114014	38.4730039102199	14.2696390658174	8.12098554439934	35.7768635401794	59.374971803052	212.966286006355	1
GCSAM	1	1	30.3973602146373	21.1901275829748	1	1	1	1
GCSH	1	1	1	27.7094017094017	35.7786767784406	15.5619757688724	40.1389432485323	1
GEMIN4	1	1	23.3513642110339	1	1	12.6680668346868	1	12.637108411302
GFI1	1	1	15.8069177919924	6.37721137817927	35.9663344921057	1	29.8184438040346	1
GFOD1	5.30811649146993	1	39.4492442890713	6.0673963717442	1	9.06191551112544	52.2557662737058	7.61191996932071
GGA1	16.5507080065603	16.7940456447919	287.946402509129	39.4689093266164	53.5176666304739	16.1607034566404	40.7298371076679	71.1489919789035
GGA2	19.9053311659172	21.5761316872428	1	8.39426205264714	64.341373808653	1	1	123.860554807332
GGCX	16.8328055731475	35.4143303587582	1	1	1	16.4549950544016	1	10.8794704603833
GIGYF2	1	1	17.8078526287482	1	1	36.6875461592729	1	11.5867157890279
GIMAP5	26.6855556604327	1	267.17124887988	133.076772084297	91.9215344917457	23.3413762287757	69.6751907437388	1
GIPC1	1	1	1	22.3468214353935	32.4674342954927	1	1	1
GK	12.8727245432671	1	1	1	1	9.06191551112544	1	1
GLCCI1	1	1	10.4977585289872	4.81606563632893	22.2152070604209	1	31.5250305250305	1
GLE1	10.7238428626994	1	14.2527565733673	5.74090930640497	62.263862968445	1	43.0875420875421	1
GLMN	4.95820139328689	1	42.1446627264907	1	52.8857119301746	1	53.6315789473684	1
GLRX2	1	17.1733786187935	22.3675213675214	8.1301247771836	37.0601421835869	12.5548160473285	1	12.7317190487922
GLT1D1	16.5108578409858	20.3708352704169	1	1	1	53.2301279604369	1	1
GM2A	74.6178752597125	183.599035660597	1	18.2311639904306	20.4825436408978	56.0504178735464	1	56.4656867773557
GMFB	5.70013160368491	1	22.2564754482524	8.23065798987707	16.3073720303698	47.3649851632047	40.1389432485323	9.84947920814862
GNAQ	98.4844036107829	107.352388314863	1	36.8159983984371	15.6575984990619	165.502418032937	1	1
GNB4	32.234423379491	1	1	1	1	36.7947106765292	1	14.9594045579718
GNB5	1	1	1	15.8372538715959	15.6575984990619	10.6779188603283	1	38.576239042875
GNG11	71.1698171112063	133.791531936638	13.0843000773395	1	15.6575984990619	484.483574692126	52.2557662737058	21.3227713234887
GNG7	4.21543408360129	16.653861807708	1	1	1	1	1	90.8939664211548
GNG8	1	1	1	1	1	19.053148469093	1	1
GNGT2	28.2871861096051	1	36.7551825093262	1	18.1232876712329	23.6238912799978	51.6329113924051	1
GNLY	47.2821386839803	22.8765723786397	36.0123904917211	42.9590403528793	6449.33060441302	100.231481941721	10654.2275223552	58.8301360391902
GNPDA1	12.0643947776057	22.8765723786397	38.3270577741182	6.37721137817927	1	31.4441927252745	31.5250305250305	1
GNPDA2	5.30811649146993	1	21.3881575532074	9.0051232788985	21.6134564643799	1	1	16.7262376549034
GNPTAB	18.5528715121823	26.1610305958132	16.6818466942667	11.1347927434884	69.5594123390212	12.5548160473285	140.454266803279	1
GNS	57.9239860537225	100.854279106041	35.5989143993146	7.48887158523133	1	219.821003713488	27.3157894736842	12.637108411302
GOLGA3	1	1	1	8.92707094728497	1	27.1167918162009	1	10.4934305460621
GOLGA8A	1	1	31.0369093542145	11.7631040792164	63.4652606120201	1	28.9642058165548	21.1994806320322
GOLGA8B	4.53281989684166	1	31.6208786424176	46.0809838243556	56.4033721356475	1	1	19.4451628815218
GOLGA8Q	1	1	1	1	25.6159905474596	19.053148469093	43.0875420875421	11.4634250975714
GOLIM4	15.4132094583252	1	1	1	1	9.06191551112544	60.5199016196473	14.2569731678863
GP9	4.95820139328689	64.9149563859607	1	9.06126561870213	1	59.0030490235015	1	11.5984971331065
GPATCH1	5.70013160368491	1	12.2979031091829	11.5418511490618	36.9255849458175	1	1	16.7262376549034
GPATCH2	18.0093855898615	1	1	4.81606563632893	16.2998776009792	1	1	1
GPBAR1	54.2175669189685	17.2300775797708	1	1	1	37.4416842239625	1	1
GPCPD1	72.050885684316	103.31223300487	16.6818466942667	6.37721137817927	1	139.560782339396	1	19.9936737780635
GPD1L	9.4717045069468	1	23.309742791013	6.40248514316587	1	1	1	20.5882548823725
GPD2	5.70013160368491	42.7081900736197	1	1	1	25.7736173892756	1	14.9440842222687
GPKOW	19.3453222004697	18.495057646215	12.2979031091829	5.74090930640497	50.2824576626455	1	69.5697618875364	25.4075093198401
GPN3	4.95726157499011	1	1	16.7820518670791	20.4825436408978	1	29.5306704707561	15.1093474426808
GPR137	19.5375029074285	17.201678493892	1	1	15.6575984990619	17.8372844827586	1	35.9078039973405
GPR137B	25.2270598141819	1	56.7710816937637	6.37721137817927	1	18.3805378459995	1	1
GPR141	23.9358624989296	1	1	1	21.8125208125208	1	1	1
GPR171	1	1	159.596584762264	97.9353252671043	18.1232876712329	1	41.1445202729827	1
GPR18	1	1	12.8136282014932	9.16193274567417	1	15.5619757688724	1	39.0841199810897
GPR183	20.7872476932473	1	1	141.695477840425	1	16.1607034566404	1	78.581774712687
GPR34	13.4161907126893	1	1	1	1	40.1787188594935	1	1
GPR55	1	1	18.7910617705665	4.86249517188103	17.4430413049198	1	1	1
GPR56	1	1	69.829411799999	1	349.060533405642	1	272.447888916102	1
GPR68	1	1	38.3746925802247	1	35.8769667561702	1	1	1
GPRIN3	8.91556568728619	1	27.5231613379762	43.2021751127714	30.8777711838002	1	29.5306704707561	1
GPSM2	1	1	1	1	1	10.318622334874	1	10.4934305460621
GPX7	1	1	1	24.7448475612806	16.3073720303698	1	1	18.7550513120983
GRAMD1C	1	1	1	1	1	1	1	10.1610326315982
GRAMD4	5.30811649146993	41.9823234839113	18.7910617705665	11.7422924051993	1	24.3361336693736	1	1
