NAME	Cluster 1	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Cluster 6	Cluster 7	Cluster 8
MCTP1	5.30811649146993	74.1281184804422	1	1	1	66.2955106756944	1	1
MCTP2	12.0643947776057	28.9524807826694	14.2696390658174	1	16.2476213710661	1	72.7002160760752	42.3046936994397
MDFIC	9.8904694167852	1	32.1389953007992	66.3913866004181	51.2256886150435	1	43.0875420875421	22.5060112760831
MDK	1	1	1	1	17.4430413049198	1	1	1
MDM1	8.9164027865738	1	1	1	68.2354949370179	23.2736992159657	1	7.61191996932071
MED11	12.0643947776057	1	11.4611264540966	27.2931894065562	69.0265189026828	1	1	46.8214293256785
MED18	1	1	13.1583503550238	1	16.7908034360788	1	1	28.3663206105671
MED20	1	19.7339590475655	25.5835022367092	1	1	10.6779188603283	1	1
MED22	1	1	1	1	1	1	40.7298371076679	1
MED24	11.4401367981986	1	40.8089171974522	15.2755174875089	38.2555621174406	1	1	16.1894888736994
MEF2C	157.655930944618	355.585264986094	1	7.48887158523133	1	273.413833671506	1	362.277562496599
MEFV	36.819281438621	67.0093016178347	1	1	1	54.3732324349023	1	1
MEGF9	166.810152488414	240.641785545234	28.8437559084893	11.7422924051993	19.8764723648444	125.363598355204	31.5250305250305	1
MEI1	14.3891190341506	1	36.3227288416408	1	90.5424433147314	1	1	39.0234274908796
MEIS2	1	1	1	1	35.2465753424658	1	1	1
METAP1	1	34.9379972401094	22.3675213675214	1	64.2347791662482	1	29.5306704707561	9.75511079592714
METAP1D	1	1	1	39.818752916535	1	16.4549950544016	1	38.7119069557319
METRNL	18.6393058309763	1	1	1	1	32.0239045553433	1	1
METTL1	1	1	1	1	1	1	1	26.8097819073429
METTL13	14.6054421768708	1	30.8924709544125	1	1	1	1	12.7317190487922
METTL15	19.4180707032783	1	1	29.5510349750178	1	22.3459856950151	1	1
METTL18	11.5507491031863	1	27.173542761688	8.1301247771836	18.1232876712329	1	1	38.1423665672449
METTL22	12.4492226834155	61.346332224566	1	1	1	59.6580331188407	1	9.95936926040405
METTL3	14.3499498686659	1	1	30.4701834468668	15.6575984990619	19.053148469093	1	1
METTL7A	97.5155325117018	49.8571515408145	1	1	1	153.82561555076	29.5306704707561	51.7596234311983
METTL8	12.0643947776057	1	13.6993802702428	34.7189735137274	1	12.5548160473285	28.9642058165548	72.0575038306935
MFSD10	68.5725950148253	26.4026317126454	18.7910617705665	38.2475473711342	222.14308220604	1	32.5556958030925	76.8643647322714
MFSD5	11.5507491031863	1	1	1	17.4430413049198	1	1	1
MFSD8	1	1	26.2741280819823	8.70712909441233	1	1	1	1
MGAT3	1	1	1	1	1	1	1	11.5984971331065
MGAT4A	31.0449682778965	1	60.4700119093128	77.6931647028114	49.3015105484001	40.6948896836023	285.020242670033	18.8290937161403
MGME1	27.7061203121705	1	1	9.16193274567417	75.0384055045436	15.5619757688724	28.9642058165548	11.9192954870552
MGST1	339.184152682233	115.495348649586	1	1	1	259.908553941726	1	1
MGST2	94.3916478995241	36.4822892578401	1	11.4698815149101	1	47.1196030842907	43.0875420875421	1
MIAT	1	1	57.4441980968788	31.6469869578865	196.679119947546	1	1	11.1230968577907
MICAL2	4.95820139328689	34.484905436886	31.5734359246694	10.3923170846248	1	45.7931514873806	1	1
MICAL3	4.53281989684166	1	1	15.7102088849662	1	1	29.8184438040346	38.4133130740292
MICALCL	13.4161907126893	1	1	1	1	1	1	1
MIEF2	4.21543408360129	1	1	23.6114028226356	1	1	1	1
MIER2	1	1	12.8035882908404	17.8776371308017	1	12.5548160473285	1	1
MILR1	10.7238428626994	17.7892280312951	1	1	1	1	1	40.6490247995795
MINPP1	9.8904694167852	1	1	1	35.0990854383711	1	1	16.3340500809262
MIR22HG	24.7696158371849	1	1	1	1	1	1	1
MIR29A	4.53281989684166	1	1	16.4464009885697	1	1	29.5306704707561	1
MKRN2	5.70854129390715	1	51.9628051306225	12.9237607905832	1	10.318622334874	1	12.7317190487922
MLF1	1	1	1	8.92707094728497	21.8125208125208	1	1	1
MLLT3	1	24.4115278363066	32.5741880803895	43.9814679704846	1	1	27.3157894736842	14.2569731678863
MLYCD	11.5196717862403	1	12.2979031091829	24.4515242674682	1	1	1	1
MMAB	5.70854129390715	1	1	22.4056422646925	15.6301498127341	1	1	11.4634250975714
MMGT1	21.3932894797632	74.280647758111	26.6192769110697	11.3513667571124	1	79.980773060352	1	1
MMP23B	1	1	21.9651244972315	1	39.1314710583003	1	68.6940429242227	1
MMP25	9.8904694167852	24.6961209450013	1	1	1	9.06191551112544	1	1
MMS22L	15.5089504964732	1	1	12.9237607905832	1	1	1	27.5368350353356
MNAT1	11.4975855553223	1	17.8078526287482	20.6999993244749	1	1	69.4033315612263	11.5984971331065
MNDA	1183.30690318566	1778.71792537844	39.66681504079	32.4268836837501	16.2476213710661	1152.6350201071	1	69.6670948505716
MOB3C	10.7238428626994	24.2498663132687	10.9585723390695	1	1	1	1	1
MORC2	5.70013160368491	1	1	11.7631040792164	17.4430413049198	1	1	11.4634250975714
MORN2	31.3255523048091	1	1	1	1	12.6680668346868	1	26.8097819073429
MOSPD1	1	1	26.0990762150385	6.0673963717442	16.2998776009792	16.4549950544016	1	1
MOSPD2	35.0036185919265	45.2780558736697	14.2527565733673	1	1	44.6783548248723	1	1
MPEG1	248.432848368786	419.801619286241	18.7910617705665	1	1	475.724672191026	1	30.4677253427559
MPHOSPH9	1	1	13.9198966408269	35.8330714531759	21.8125208125208	12.6680668346868	98.010428525309	8.35656536676157
MPI	1	1	1	11.7544227563586	34.6330336330336	1	1	11.5867157890279
MPP1	61.7575330072672	33.9143070371546	13.7032520325203	4.81606563632893	1	116.392038917261	1	49.7257053277499
MPP6	1	1	1	15.2419710887987	1	1	29.5306704707561	24.105116853867
MPRIP	1	1	1	94.7806801888731	1	12.5548160473285	29.8184438040346	29.4663355400124
MPRIP.AS1	1	1	1	23.2806407664074	1	1	1	1
MPV17L2	1	1	1	1	21.3252032520325	1	1	12.7317190487922
MPZL1	5.70854129390715	1	1	1	1	19.053148469093	1	1
MRI1	8.82996846777969	1	37.913902989158	28.0996723191626	14.2865646258503	1	1	1
MROH1	27.2375571796341	24.4115278363066	1	1	1	34.2138519257334	40.1389432485323	1
MRPL39	13.6138224395224	1	14.1898280046428	1	17.8372844827586	1	1	1
MRPS18B	10.7238428626994	1	47.172288735076	56.5566990373154	21.7159429897249	10.6779188603283	132.439293239086	97.4345978647653
MRPS24	13.4161907126893	1	1	1	1	1	1	1
MRTO4	1	1	26.5595033343091	1	1	1	1	24.105116853867
MRVI1	4.53281989684166	18.3801206180371	1	1	1	25.8386223169687	1	1
MS4A1	1	1	14.3333333333333	1	16.3073720303698	1	1	885.842285986036
MS4A10	1	1	1	1	21.8125208125208	1	1	1
MS4A4A	22.5380934275372	1	1	1	1	9.06191551112544	1	1
MS4A6A	521.456937017584	575.676182707474	12.3936742320664	9.88346200807313	1	562.038635786864	1	11.5984971331065
MS4A7	177.240788973226	110.145351599417	1	1	1	146.076204777537	1	23.3009464337637
MSANTD2	1	1	10.4977585289872	1	1	12.5548160473285	1	26.4622931893642
MSC	1	1	45.4482703439202	1	30.7296059307701	1	1	1
MSH2	1	1	14.493091537133	1	1	1	1	8.96838146235738
MSL1	18.1922941249494	62.6906107030879	1	6.0673963717442	15.6575984990619	43.8771392989486	1	8.35656536676157
MSMO1	1	1	25.9138949576868	12.7887128838368	76.7333318387478	1	31.7219662058372	1
MSRB1	263.631671199743	291.131045503648	16.0529865125241	11.5990236608581	1	68.3072217155183	1	10.0980220899976
MT1E	11.5507491031863	1	57.3771484247112	6.37721137817927	47.3693242551966	1	1	1
MTERF	7.48971380362125	1	1	23.6372798322511	1	1	1	28.4579567036957
MTERFD3	1	1	26.8930800371632	7.9487874365923	1	1	1	1
MTFMT	1	1	17.8078526287482	8.39426205264714	1	1	40.7298371076679	19.0105118397469
MTHFD1	4.95726157499011	1	1	9.5569749427339	16.2961331375428	1	1	46.6805068937811
MTHFR	23.6864447195515	1	1	1	1	19.053148469093	72.2855329107604	1
MTIF2	8.6057195010648	17.201678493892	13.6300899262403	45.2072187899832	37.4628284314871	1	32.5556958030925	10.7360555344608
MTMR10	9.42743974380585	47.8230556726133	14.1482065846219	1	1	35.1787073273263	1	27.9212079224916
MTMR11	77.1988016013698	26.3678335870117	1	1	1	58.972837827896	1	1
MTMR3	37.5783890099245	25.0188307633184	15.2207053469852	1	41.2950644534186	92.1601704836972	1	1
MTO1	1	1	30.8044169176706	19.13801265939	1	9.06191551112544	1	1
MTOR	4.95820139328689	1	1	20.5244102644515	1	9.06191551112544	1	1
MTRNR2L8	16.8318657548508	105.747195452288	1	8.67856080820997	21.8125208125208	75.432378264552	1	1
MTSS1	12.0643947776057	1	1	14.4384769968814	1	9.06191551112544	52.2557662737058	53.3100244969266
MTURN	4.24485690181063	1	17.0071712127033	1	18.1232876712329	97.7878771040371	1	1
MUL1	1	1	1	10.2185507794948	1	17.8372844827586	1	24.8554703009928
MUM1	1	1	1	5.1101520756268	17.5431445209106	12.5548160473285	94.3433083612479	11.9192954870552
MUS81	8.55297339328056	1	38.0517972093057	34.5485871016814	1	12.5548160473285	29.8184438040346	14.1399138021655
MUT	15.1312795873666	59.9292554288578	1	1	1	1	1	1
MUTYH	5.70013160368491	1	14.2696390658174	15.0439575872481	1	1	1	26.7234327744557
MX1	5.70013160368491	1	28.9493610552468	8.1301247771836	1	12.1368496079829	80.4596742153357	24.7203982654577
MXD1	69.6731805535428	142.233361965736	14.1482065846219	1	1	55.3542201394037	1	41.3863959252727
MYBL1	1	1	74.5985796010787	1	122.370868039108	1	68.6940429242227	1
MYBL2	1	1	1	1	1	1	1	26.0743586851727
MYC	18.0688975899109	1	22.3675213675214	92.6476831332885	1	15.5619757688724	1	99.8037617457158
MYCBP	34.4411483500501	1	51.8948609061244	5.74090930640497	25.6159905474596	27.1167918162009	1	1
MYCL	26.6870187895963	1	1	1	1	44.7519738459483	1	1
MYL5	8.90513833992095	1	1	1	1	9.06191551112544	1	20.7477484206262
MYL6B	8.90513833992095	1	1	12.5231947307413	1	12.5548160473285	41.1445202729827	45.0126499498654
MYL9	33.3891427805837	102.765063504522	1	5.1101520756268	20.6664568911265	269.329996336516	24.4686693264492	16.7262376549034
MYO1C	1	1	17.0071712127033	1	1	1	1	7.61191996932071
MYO1E	5.30811649146993	1	1	1	1	1	43.0875420875421	18.7550513120983
MYO5A	15.6713592947481	1	29.966202983772	1	1	12.1368496079829	40.1389432485323	32.7601473670838
MZB1	1	1	17.0071712127033	1	15.6575984990619	1	1	130.329190332433
N4BP3	1	1	1	1	1	1	1	36.9328787651336
N6AMT1	1	1	1	1	15.6507266760431	1	1	31.8412686018683
N6AMT2	1	28.9524807826694	1	1	1	10.318622334874	1	19.3432386822217
NAA40	13.4161907126893	24.6961209450013	16.140503875969	1	40.8077468929303	9.06191551112544	43.0875420875421	1
NAA60	1	1	17.8078526287482	1	22.2152070604209	1	1	1
NAA60.1	1	1	10.9585723390695	1	37.1198928428906	1	1	1
NAALADL1	1	1	29.5808984898903	6.40248514316587	1	1	29.8184438040346	1
NAB1	1	1	1	1	1	28.371770803967	1	1
NABP2	23.6864447195515	1	1	41.847790842749	1	19.053148469093	41.1445202729827	1
NACC2	52.9559929431437	54.5321595897825	1	11.7631040792164	1	48.4529829938006	1	1
NAGA	42.8164588851322	118.932424845669	10.1615362063911	1	22.2152070604209	37.5805654448021	1	1
NAGK	171.875882771764	65.5976411144547	13.0843000773395	37.7010725603675	28.9441631249123	63.1799202829627	1	61.0598012342041
NAIF1	18.5636435701576	1	25.9138949576868	1	19.3338222352596	1	1	1
NAIP	69.6622882822294	118.308267594802	1	1	1	120.205664270566	32.5556958030925	1
NAMPT	60.2353388694168	336.696202935946	1	33.020493115594	1	226.964719995399	1	1
NAPA.AS1	1	1	1	1	1	1	1	52.6195638146857
NAPB	10.0810025426807	1	1	7.48887158523133	19.8764723648444	1	58.9582070163148	1
NARFL	14.795606004997	1	1	20.3458628001851	1	1	1	20.3536079290337
NAT1	1	1	1	6.0673963717442	16.3073720303698	10.6779188603283	1	1
NAT9	21.095155980492	1	13.0843000773395	12.6387337057728	1	1	1	35.3251267242999
NCALD	1	1	26.95213684361	1	52.9062887934837	1	1	1
NCAM1	1	1	21.7956616381701	1	30.3083251751051	1	128.732394731146	1
NCAPD2	21.7496139779199	1	26.3481783596667	1	1	1	1	1
NCDN	12.8633397332078	1	1	1	1	15.5619757688724	1	1
NCEH1	1	1	1	1	1	27.2300426035592	1	1
NCF1	434.43018064917	1199.06493012898	82.9250125077286	66.5273130098053	16.2961331375428	673.18223626867	1	332.040570390704
NCF2	331.717183620703	318.009725811054	1	9.0051232788985	1	279.540544026873	1	1
NCF4	51.9362402779984	141.510733176466	1	17.3796430121778	1	43.1122595599613	1	43.7330799265541
NCR1	1	1	1	1	1	1	71.9059858915767	1
NCR3	1	1	55.8634097624221	36.0175489947278	102.388498755971	12.6680668346868	226.178947334556	34.8147386251084
NDC80	1	1	1	1	19.8764723648444	1	31.7219662058372	1
NDOR1	11.0948919846558	1	1	6.0673963717442	22.2152070604209	1	1	1
NDRG3	11.1050929668553	1	1	12.6387337057728	1	1	1	38.3433061944708
NDUFAF1	1	1	40.1825401331003	21.7401323026827	15.6575984990619	1	1	1
NDUFAF7	14.5135135135135	1	31.2745937476239	4.81606563632893	21.8125208125208	12.5548160473285	1	1
NECAB3	11.5196717862403	1	1	5.1101520756268	1	12.5548160473285	1	1
NEDD1	1	1	22.3675213675214	8.92707094728497	52.9106962789694	1	1	10.1610326315982
NEK4	10.7238428626994	22.9934899269816	12.8136282014932	1	1	1	1	1
NELFCD	8.6057195010648	1	36.8722333824877	62.5556599898731	38.2888114471656	1	90.5807315208171	36.3317275285628
NELL2	1	1	14.2696390658174	26.2222535217522	1	1	1	1
NEU1	16.2014313320809	1	1	6.0673963717442	37.6058313121306	1	41.1445202729827	22.1852129221344
NEURL4	1	25.9575721273834	27.3380345892647	1	1	1	1	1
NFAM1	51.1326019303305	89.4772286145092	1	1	1	49.4296060335984	1	1
NFAT5	13.1564832290252	1	31.0369093542145	1	21.7159429897249	33.2922795371602	40.1389432485323	11.1230968577907
NFATC1	11.1050929668553	1	12.8136282014932	9.2203041512536	15.6507266760431	12.6680668346868	41.1445202729827	86.3600385743974
NFE2	38.2392531616324	240.873446502541	1	1	1	75.1284314104536	1	1
NFE2L1	4.95726157499011	17.7892280312951	1	7.6454013822435	1	1	1	44.8439746788707
NFIL3	1	23.8060572888159	1	1	1	10.318622334874	1	1
NFIX	4.24485690181063	1	1	1	1	48.6611129855145	1	18.7550513120983
NFKBIB	1	16.653861807708	13.6993802702428	6.91226203145323	1	10.318622334874	27.3157894736842	41.1749857222169
NFKBID	18.0404629068076	1	1	10.3031909945111	13.8205128205128	9.06191551112544	40.7298371076679	61.7137867659672
NFKBIE	23.7330062128449	1	1	1	14.2865646258503	10.318622334874	1	23.4180057994845
NFKBIL1	5.30811649146993	1	1	23.6364265969219	21.6134564643799	1	1	8.98173778395033
NFS1	1	1	12.8035882908404	42.7653520837545	15.6575984990619	9.06191551112544	1	1
NFYA	24.2373563762129	1	1	1	1	1	1	11.5867157890279
NFYB	4.24485690181063	1	1	4.81606563632893	1	15.5619757688724	1	29.3535484452048
NGFRAP1	33.5744245368104	18.495057646215	13.7032520325203	67.3313690846379	1	199.295905939506	41.1445202729827	10.7360555344608
NHLRC4	1	1	1	6.0673963717442	1	1	1	1
NIFK.AS1	1	1	12.8035882908404	6.37721137817927	16.3073720303698	28.955867004622	1	44.527575225754
NIP7	9.23295150052657	1	27.1894923395856	10.2649803150469	99.3881926552767	12.6680668346868	1	1
NIPAL2	1	22.2734273618823	1	1	1	16.4549950544016	1	31.3789777473988
NIPSNAP3A	50.2021119648675	17.2657167488086	1	1	1	19.637244669748	1	12.637108411302
NKG7	96.8443627304406	98.2048010158549	3870.89670465845	43.5638397407993	5338.22810290489	138.970527300536	6763.67607969938	68.7843136534652
NLRC4	33.8018992313378	44.8949896433787	1	1	1	40.0398376386538	1	10.1610326315982
NLRP3	41.8939023505373	1	1	1	1	35.4729832773565	1	14.9440842222687
NME2	15.9134683370498	1	1	4.81606563632893	1	1	41.1445202729827	18.7550513120983
NME4	8.19527989638795	1	1	21.640975156039	1	1	1	49.433899679069
NME6	8.08720115809409	1	1	9.06126561870213	54.1025207807364	1	71.6946390516248	12.637108411302
NME8	1	30.4646277144288	1	1	1	1	40.1389432485323	1
NMRAL1	34.6728629263472	20.5137181438551	24.1014914000233	11.7631040792164	136.783273909745	39.0788863343994	1	1
NMT2	1	1	24.5520245870902	50.7475258990512	55.0917460609062	1	71.0517479040969	1
NOC3L	4.53281989684166	28.9524807826694	1	42.2282735323914	30.287748311796	1	63.2776620089297	19.897088166059
NOD2	1	17.0751028806584	1	1	1	48.0293451998351	1	1
NOL11	4.53281989684166	18.3801206180371	1	18.6795252615949	1	17.1238310222509	27.3157894736842	70.3726338130018
NOMO1	12.5639208943517	1	17.0071712127033	5.74090930640497	25.6159905474596	9.06191551112544	1	1
NOP14	39.9982704849784	1	17.8078526287482	1	1	19.053148469093	27.3157894736842	1
NOP14.AS1	1	1	1	1	1	1	31.7219662058372	1
NOP16	5.30811649146993	1	10.1615362063911	4.81606563632893	16.2961331375428	1	1	34.7264357575276
NOS3	1	1	1	8.67856080820997	1	1	1	1
NOSIP	52.2244795654412	36.5888210245136	23.5209431448829	443.250122569282	78.0637109004631	115.633193623679	71.0517479040969	79.4326564715923
NOTCH2	93.5475715150654	90.3268705313827	1	6.91226203145323	16.3073720303698	69.534551367717	1	26.9330193312605
NOTCH2NL	39.7611792279531	49.9764028907019	1	1	1	55.4269006743302	1	10.8794704603833
NPDC1	1	1	36.7856342230087	48.0079249808645	1	1	1	1
NPIPB5	10.5292548122737	20.3708352704169	36.9976880589104	1	1	15.5619757688724	29.5306704707561	1
NPL	53.7717739666863	91.3494257085937	30.1969992173461	1	1	43.4648061561316	1	1
NPLOC4	26.9459689149391	64.509281671056	13.2838050314465	1	1	38.6716078635294	1	1
NPPA.AS1	1	1	22.3675213675214	1	1	1	1	1
NPRL2	20.5831345852194	1	33.695021051894	13.2235435021292	35.1401421399597	1	109.381271064573	12.637108411302
NPTN	60.2924958427923	77.9728572000171	1	1	1	110.242547380428	1	1
NR2C2AP	11.5196717862403	1	1	11.7422924051993	49.2259327662093	1	29.8184438040346	42.0071783137963
NR6A1	10.0810025426807	1	1	1	1	1	1	1
NRAS	13.9392769463006	85.0718536788019	1	1	1	55.2470556221475	1	41.919703518048
NRD1	34.6229231336254	1	13.1583503550238	18.6991992742074	54.6722015427319	10.6779188603283	125.140904744608	50.8463607926063
NRF1	33.5554246223464	1	1	4.81606563632893	1	1	1	1
NRG1	30.7897959525822	1	1	1	1	58.2866115860009	1	1
NRGN	89.3371560312188	233.055554998662	29.3850987267871	30.148233138084	15.6575984990619	651.030688598668	1	48.1787129647103
NRIP1	22.1868330251757	56.4000720745856	1	1	1	42.5714831154584	1	1
NRL	1	1	23.042872416409	1	1	1	1	26.7234327744557
NRM	10.3370681605976	13.374552969274	1	1	18.8062678062678	10.318622334874	40.1389432485323	1
NSF	8.17363547688818	18.495057646215	26.2080232754082	9.06126561870213	1	87.807532633766	1	11.1230968577907
NSG1	1	1	1	26.0386215667254	1	9.06191551112544	40.1389432485323	1
NSMCE4A	1	1	43.3170876165052	13.2235435021292	61.935818671116	9.06191551112544	1	16.324946829119
NSUN3	22.0172573415625	59.7511735326734	1	17.8776371308017	1	10.318622334874	1	19.5684535729782
NSUN4	1	1	1	1	22.2152070604209	10.318622334874	1	1
NT5E	1	1	1	6.0673963717442	1	1	1	39.9603127535842
NTPCR	9.66674268719403	1	12.2979031091829	11.7796965213451	37.1094981960462	22.1255703904005	119.422406770047	20.5882548823725
NUCB2	1	1	133.794879754778	41.251170367911	137.018016780254	16.1607034566404	162.806812181503	1
NUDT1	19.5492658403442	92.0185927916636	11.4611264540966	5.189710072063	36.4632474885639	16.4549950544016	41.1445202729827	1
NUDT12	1	26.4026317126454	1	11.7422924051993	1	19.053148469093	1	1
NUDT15	1	1	1	7.48887158523133	22.2152070604209	1	1	1
NUDT9	11.5196717862403	1	25.9934162954832	9.0051232788985	1	1	1	15.7131307335231
NUGGC	1	1	13.6300899262403	1	74.4195147708132	1	1	1
NUP107	9.8904694167852	37.2565029984355	43.8908781063853	21.3119178164683	119.895370328047	1	1	41.4317582733508
NUP133	12.0643947776057	1	13.6300899262403	4.86249517188103	42.5404103124535	31.9099901088031	1	12.7317190487922
NUP160	5.30811649146993	22.9934899269816	16.6818466942667	64.308386483412	16.3073720303698	24.109632094657	112.629905880833	47.2960297845203
NUP214	353.438693414795	457.707294291956	1	6.0673963717442	40.8636119185257	372.708929605966	31.7219662058372	1
NUP54	1	1	1	31.9349146348544	16.2961331375428	16.1607034566404	1	29.0159068047296
NUP88	8.19527989638795	1	23.7873484641327	1	17.5431445209106	1	1	38.9566696657929
NUPL1	29.2306454277135	117.962497399182	18.1892189218922	8.02197879362403	40.201675616877	45.1294551099321	29.8184438040346	1
NUPL2	27.0512182427365	1	11.8903990242203	18.7353766254341	31.6035051679126	1	83.8114620767983	1
NUSAP1	1	1	17.0071712127033	8.6321312726579	1	1	1	1
NVL	1	1	36.3473332996784	6.40248514316587	1	1	40.7298371076679	1
NXT1	4.95726157499011	1	26.5058360206615	14.3547008547009	1	10.318622334874	1	1
OAF	14.8376718536702	43.1768925592328	1	1	1	28.1230618890884	1	1
OBFC1	19.4558874431073	17.201678493892	30.6046899720597	30.7407886790051	59.6842192577747	1	27.3157894736842	1
OCIAD2	1	19.102168639803	58.3747339155549	96.1250497737056	40.4899288292244	10.318622334874	63.2776620089297	37.4914509238922
OCLN	1	1	1	1	1	1	1	11.4634250975714
ODF3B	59.7865942741649	144.85653595445	1	1	1	93.7644650090697	1	12.7317190487922
OGFOD3	4.95820139328689	17.8964585022979	10.1615362063911	21.2142712755205	34.6117678778828	1	91.3947095222381	26.8097819073429
OGFRL1	124.543242799937	255.782429852635	1	1	19.3338222352596	161.204483120264	43.0875420875421	13.1137236375089
OGG1	19.4180707032783	1	1	18.9927217256066	68.0464046683014	17.8372844827586	31.5250305250305	14.2569731678863
OLIG1	21.5590808520244	79.4041210189536	1	8.1301247771836	1	81.4646384758202	1	1
OPN3	18.6702812139137	1	1	1	1	37.5805654448021	32.5556958030925	1
OPTN	11.5196717862403	1	140.94659260704	42.0422458500025	140.720877320536	1	80.2199720902606	36.1175158003246
ORAI2	4.95726157499011	30.4646277144288	15.090857851426	19.2943587862506	21.6134564643799	9.06191551112544	1	195.984127348231
ORAOV1	4.95726157499011	1	1	8.62253220519857	1	1	1	28.3633460662054
ORC2	10.3370681605976	1	40.3957297217306	12.2309074573226	1	1	1	8.98173778395033
ORC3	14.5135135135135	1	14.1482065846219	1	22.2152070604209	12.6680668346868	1	1
OSBP	4.24485690181063	1	14.2696390658174	16.69339689136	40.8077468929303	45.1699402852939	1	1
OSBPL10	1	1	14.1482065846219	1	1	1	1	24.2328552140591
OSBPL10.AS1	1	1	1	1	1	1	1	41.2075861057341
OSBPL3	4.24485690181063	1	20.6226626604877	1	1	1	1	1
OSCAR	111.68988759032	181.177508751252	11.4611264540966	1	1	71.3708866443984	1	1
OSER1	11.1050929668553	1	1	9.2692466716282	1	20.616731558454	68.1031490650871	18.4796622245523
OTUD5	23.9137762680116	1	1	31.0225769536697	57.9211747625844	38.2536414241838	127.309898040302	32.9311996808244
OTUD7B	1	1	33.6654244767043	9.06126561870213	1	1	41.1445202729827	1
OXA1L	180.207896152733	1	1	44.621142426231	82.6514019036949	19.9965411952023	27.3157894736842	55.7555304336304
OXNAD1	20.8567399468378	1	40.2675092314393	74.9733544747673	78.6103219403449	1	1	16.1894888736994
OXSM	5.30811649146993	1	24.1484003437123	9.16193274567417	16.2961331375428	1	1	1
P2RX1	11.5507491031863	26.1610305958132	1	1	1	37.5805654448021	1	1
P2RX4	4.24485690181063	1	11.4611264540966	14.4898151895319	1	1	92.4002865466885	1
P2RX5	1	1	45.1779031915464	1	1	1	1	193.690037784353
P2RY10	1	1	32.4099242688774	21.6459623199169	16.7908034360788	1	29.5306704707561	17.9277507227614
P2RY11	14.6054421768708	1	27.1429731483633	1	1	12.6680668346868	31.7219662058372	1
P2RY13	94.9978230285495	141.016583007924	1	1	16.2961331375428	149.954503680561	1	1
P4HA1	19.0432223613115	77.1660628596743	1	1	32.2886470056323	63.1552418127318	1	10.7360555344608
PAAF1	4.53281989684166	1	35.6202779408886	17.5133026290241	1	1	1	1
PABPC1L	1	1	10.9585723390695	12.9779983820031	1	1	1	17.7319211591875
PACS2	18.0511030759893	40.3041441632325	1	1	1	20.3558377206565	52.2557662737058	1
PADI2	24.3462563653944	72.3786157209357	1	1	1	30.0486046806863	40.7298371076679	1
PADI4	64.6865544984253	51.1897737754215	1	1	1	10.6779188603283	1	1
PAFAH2	8.90513833992095	1	1	14.6717318147941	36.4572603272053	23.6916656553114	40.1389432485323	1
PAICS	1	1	1	8.1301247771836	1	10.318622334874	1	28.31218202829
PAIP2B	1	1	13.6300899262403	1	1	1	1	14.9440842222687
PAK1	57.5509014404903	112.703099546649	24.6272564029865	1	13.8205128205128	108.455747456669	1	1
PAK4	1	1	25.7884402812641	1	1	21.9866891695608	1	11.1230968577907
PALLD	1	1	1	1	18.1232876712329	1	1	1
PAOX	5.30811649146993	1	1	1	21.8125208125208	9.06191551112544	1	8.98173778395033
PAPD7	8.90513833992095	16.653861807708	1	1	1	9.06191551112544	1	1
PAQR3	1	28.9524807826694	1	1	1	1	1	1
PAQR4	4.21543408360129	1	17.0071712127033	1	38.2102946001041	1	1	1
PARG	1	20.3708352704169	1	1	1	1	1	16.7262376549034
PARP15	1	1	1	5.74090930640497	15.6301498127341	1	43.0875420875421	26.1787985647846
PARP2	1	22.9934899269816	1	1	1	1	79.2778864970646	1
PASK	1	1	1	75.9357733825202	1	12.5548160473285	1	11.1230968577907
PATL1	17.3273753800371	111.340656370447	1	1	1	22.1255703904005	1	1
PATL2	12.0643947776057	1	298.346616433608	16.2829182900735	384.64204979874	1	198.178619956689	26.8097819073429
PAWR	1	1	1	1	1	1	58.0613409415121	36.8320278515535
PAX5	1	1	1	1	1	1	1	72.9438087753057
PAXIP1.AS1	5.30811649146993	1	28.6531688412602	38.3142179707848	18.8062678062678	1	1	35.8476722133206
PBX1	1	1	1	1	1	26.1728205079798	1	1
PBXIP1	1	20.5137181438551	51.7604432081976	149.356812365593	70.1591517169181	1	32.5556958030925	26.4480436869097
PCBD2	1	13.1115229028898	1	30.1172852606147	20.4825436408978	17.8372844827586	1	1
PCBP1.AS1	21.8878952196361	1	41.2449989848108	15.8281146388117	21.8125208125208	1	1	1
PCBP4	1	1	1	7.6454013822435	16.2476213710661	1	1	1
PCDH9	1	1	1	1	1	1	1	22.8497791719697
PCED1B	4.95726157499011	1	1	42.9493533156621	39.3011107474594	1	52.2557662737058	26.3116278666297
PCGF1	17.8566148327101	1	13.6993802702428	1	51.3105782486698	1	1	11.0695808033511
PCID2	17.4873616464547	1	26.3065569396457	28.5168187803871	16.3073720303698	1	109.293521953227	32.8900659440263
PCIF1	5.70013160368491	1	13.1583503550238	1	1	9.06191551112544	40.7298371076679	27.7448347423053
PCNXL2	4.95820139328689	1	1	43.269785557156	15.6575984990619	1	1	1
PCNXL3	4.24485690181063	39.7416705408337	1	1	1	24.8805981037464	44.8788942518649	1
PCSK5	12.0643947776057	38.4679180951311	1	8.3518600205852	1	27.1167918162009	91.3947095222381	1
PDE3B	11.5196717862403	1	12.8035882908404	54.0678191389509	16.2476213710661	10.318622334874	1	1
